"yr","regcode","reg","loccode","loc","vcode","rep","yt","x25sl","x50sl","ui","t1","e1","mic","x25sl_star","ui_star","str_star","elg_star","rd_star","b_star","mic_star"
88,71,"RHQ",30,"Jackson, TN",785,1,114,1.22,0.6,49.2,218,6.8,4.1,1.17,48,21.1,6.9,76.5,9.4,4.2
88,71,"RHQ",30,"Jackson, TN",785,2,116,1.21,0.55,45.5,205,7.3,4.9,1.22,49.5,20.9,6.6,78.9,8.9,4.7
88,71,"RHQ",30,"Jackson, TN",786,1,113,1.23,0.61,49.6,227,7,4.6,1.21,48.1,21.3,6.6,73.5,10.4,4.3
88,71,"RHQ",30,"Jackson, TN",786,2,113,1.23,0.61,49.6,209,7.8,4.4,1.22,49.1,20.1,6.4,75.5,9.9,4.5
88,71,"RHQ",75,"Portegeville, MO",245,1,120,1.2,0.58,48.3,214,7.5,4,1.15,45.6,21.5,6.9,69.9,8.2,3.8
88,71,"RHQ",75,"Portegeville, MO",245,2,115,1.21,0.58,47.9,227,8.5,4,1.12,46,22.4,6.5,72.8,8.9,3.7
88,71,"RHQ",75,"Portegeville, MO",266,1,115,1.22,0.58,47.5,221,7.3,4.3,1.17,46.2,21.7,6.8,71.7,8.5,4.2
88,71,"RHQ",75,"Portegeville, MO",266,2,113,1.2,0.59,49.2,206,6.8,4.8,1.15,47.6,23,6.9,73,7.8,4.6
88,71,"RHQ",75,"Portegeville, MO",477,1,138,1.2,0.59,49.2,265,7,3.9,1.15,47.6,25.5,6.3,72.7,7.9,3.8
88,71,"RHQ",75,"Portegeville, MO",477,2,133,1.2,0.58,48.3,252,6.5,4.1,1.12,46.7,26.5,6.2,69.7,7.8,3.8
88,71,"RHQ",75,"Portegeville, MO",689,1,106,1.15,0.55,47.8,193,8,4.5,1.11,43.7,19.2,6.9,75,8,4.4
88,71,"RHQ",75,"Portegeville, MO",689,2,110,1.18,0.56,47.5,194,7.5,4.5,1.11,44.8,19.4,6.9,74.2,7,4.1
88,71,"RHQ",75,"Portegeville, MO",708,1,119,1.21,0.58,47.9,228,7,4.1,1.15,46.3,22.8,6.8,72.6,7.7,3.9
88,71,"RHQ",75,"Portegeville, MO",708,2,120,1.18,0.57,48.3,221,7,4.2,1.14,45.7,22.3,6.4,72.5,8.3,4
88,71,"RHQ",75,"Portegeville, MO",714,1,110,1.18,0.59,50,206,7.8,4.3,1.13,46.9,21.4,6.8,69.9,8.7,4.1
88,71,"RHQ",75,"Portegeville, MO",714,2,120,1.17,0.55,47,231,6.8,4.4,1.12,46.5,22.9,6.4,71.8,8.1,4.4
88,71,"RHQ",75,"Portegeville, MO",718,1,124,1.23,0.61,49.6,211,7.5,4.3,1.16,45.6,23.1,6.6,68.3,7.7,4.1
88,71,"RHQ",75,"Portegeville, MO",718,2,123,1.23,0.62,50.4,213,6.8,4.5,1.17,49.7,23.6,6.6,71,6.8,4.4
88,71,"RHQ",75,"Portegeville, MO",741,1,120,1.15,0.56,48.7,227,7.5,4.6,1.11,47.4,22.6,6.3,72.7,7.5,4.7
88,71,"RHQ",75,"Portegeville, MO",741,2,115,1.14,0.57,50,209,7.3,4.6,1.11,46.5,23.7,6.3,72.8,8.2,4.4
88,71,"RHQ",75,"Portegeville, MO",748,1,119,1.2,0.59,49.2,223,6.8,4.5,1.14,46.3,21.1,6.5,71.3,8.2,4.5
88,71,"RHQ",75,"Portegeville, MO",748,2,114,1.17,0.59,50.4,223,7,4.7,1.13,49.4,22.1,6.8,73.3,8,4.8
88,71,"RHQ",75,"Portegeville, MO",771,1,125,1.18,0.58,49.2,237,7,4.7,1.1,46.8,21.8,6.4,71,7.7,4.4
88,71,"RHQ",75,"Portegeville, MO",771,2,127,1.15,0.56,48.7,234,6.5,4.6,1.1,46,22.8,6.2,69.7,7.8,4.2
88,71,"RHQ",75,"Portegeville, MO",777,1,126,1.17,0.57,48.7,224,7.8,4.6,1.12,45.4,24.2,6.8,73.3,8.7,4.4
88,71,"RHQ",75,"Portegeville, MO",777,2,120,1.21,0.6,49.6,230,7.8,4.8,1.17,44.3,22.8,6.9,73.1,7.4,4.5
88,71,"RHQ",75,"Portegeville, MO",778,1,112,1.17,0.56,47.9,202,8.5,3.9,1.13,45.2,21.9,6.8,67.7,8.4,4
88,71,"RHQ",75,"Portegeville, MO",778,2,113,1.15,0.58,50.4,201,8,4.2,1.13,47,23.5,6.9,66,8,4.1
88,71,"RHQ",75,"Portegeville, MO",779,1,125,1.16,0.57,49.1,232,7.3,4.4,1.09,46.3,23.1,6.4,73,8,4.3
88,71,"RHQ",75,"Portegeville, MO",779,2,116,1.15,0.57,49.6,229,6.8,4.6,1.08,46.5,24.1,6.3,75,8,4.6
88,71,"RHQ",75,"Portegeville, MO",780,1,133,1.18,0.59,50,256,6.3,3.9,1.1,46.8,25.1,6.6,70.9,8.4,3.9
88,71,"RHQ",75,"Portegeville, MO",780,2,146,1.19,0.61,51.3,267,6.3,4.2,1.09,48,25.8,6.3,72.8,7.7,4.3
88,71,"RHQ",75,"Portegeville, MO",781,1,114,1.2,0.56,46.7,202,6,3.9,1.14,43.3,22.3,6.6,72,7.1,3.9
88,71,"RHQ",75,"Portegeville, MO",781,2,115,1.21,0.57,47.1,215,6.5,4.5,1.16,42.6,21.2,6.2,72.1,7.5,4.3
88,71,"RHQ",75,"Portegeville, MO",782,1,114,1.17,0.56,47.9,230,6.8,3.6,1.07,44.5,23,6.8,71.9,8,3.7
88,71,"RHQ",75,"Portegeville, MO",782,2,119,1.15,0.57,49.6,229,7,4.3,1.08,44.9,23.7,6.3,71.8,8,4
88,71,"RHQ",75,"Portegeville, MO",783,1,108,1.18,0.59,50,199,8.5,4.1,1.13,46.4,21.6,6.9,69.6,8.3,4
88,71,"RHQ",75,"Portegeville, MO",783,2,108,1.18,0.58,49.2,205,9,4.1,1.11,45,20.6,7.3,71.9,8.7,3.9
88,71,"RHQ",75,"Portegeville, MO",784,1,120,1.19,0.57,47.9,218,6.3,4.5,1.15,45.7,21.8,6.8,73.3,7.8,4.2
88,71,"RHQ",75,"Portegeville, MO",784,2,113,1.18,0.56,47.5,230,6.8,4.1,1.12,45.6,21.8,6.6,71,7.8,3.9
88,71,"RHQ",75,"Portegeville, MO",785,1,123,1.17,0.58,49.6,230,7,4.1,1.14,45.9,21.2,6.6,73.1,7.8,4.1
88,71,"RHQ",75,"Portegeville, MO",785,2,118,1.16,0.57,49.1,225,7,4.4,1.13,46.3,21.6,6.7,70.5,8.2,4
88,71,"RHQ",75,"Portegeville, MO",786,1,115,1.2,0.61,50.8,224,7,5.1,1.14,46.9,21.8,6.7,72.3,8.5,4.9
88,71,"RHQ",75,"Portegeville, MO",786,2,111,1.19,0.57,47.9,214,6.8,4.7,1.12,44.2,21.1,6.3,70.6,8.1,4.7
88,72,"RHQ",36,"Florence, SC",245,1,104,1.03,0.52,50.5,194,9,5.1,1.04,49.6,19.2,7.1,77,9.2,4.8
88,72,"RHQ",36,"Florence, SC",245,2,107,1.08,0.54,50,191,8.8,4.9,1.08,48.5,21.1,7.3,74.9,9.4,4.8
88,72,"RHQ",36,"Florence, SC",266,1,119,1.06,0.5,47.2,201,8.3,5.1,1.09,47,19.6,7.1,76.8,8.1,5
88,72,"RHQ",36,"Florence, SC",266,2,127,1.09,0.53,48.6,203,8.3,4.9,1.11,48.6,20.4,7.1,76.9,9,4.8
88,72,"RHQ",36,"Florence, SC",477,1,122,1.14,0.55,48.2,220,7,3.9,1.16,47.8,24.5,6.4,61.1,7,3.5
88,72,"RHQ",36,"Florence, SC",477,2,122,1.17,0.55,47,231,6.5,4.1,1.12,43.3,24.5,6.4,63.7,7.6,3.6
88,72,"RHQ",36,"Florence, SC",689,1,91,1.11,0.53,47.7,166,9,4.8,1.11,43.7,16.4,6.7,66.8,8,4.8
88,72,"RHQ",36,"Florence, SC",689,2,85,1.11,0.5,45,171,9,4.3,1.08,45.3,18.1,7,68.3,7.1,4.2
88,72,"RHQ",36,"Florence, SC",708,1,111,1.01,0.49,48.5,195,8.3,5.6,1,48.2,19,6.9,76.9,9.1,5.2
88,72,"RHQ",36,"Florence, SC",708,2,103,1.03,0.51,49.5,198,8.5,5,1.05,47.1,19.2,7,78.5,8.7,5.3
88,72,"RHQ",36,"Florence, SC",714,1,113,1.01,0.49,48.5,186,8,4.9,1.02,47.6,20.6,7.1,76.1,9.5,4.9
88,72,"RHQ",36,"Florence, SC",714,2,109,1.02,0.48,47.1,181,8.5,5.1,1.05,46.6,21.4,7,75,9.2,4.9
88,72,"RHQ",36,"Florence, SC",718,1,124,1.09,0.55,50.5,207,7.8,5.3,1.11,48.9,21,6.9,77.6,8.7,5.2
88,72,"RHQ",36,"Florence, SC",718,2,126,1.07,0.52,48.6,195,7.5,5.1,1.09,49.7,21.2,7,79.1,7.8,5.3
88,72,"RHQ",36,"Florence, SC",741,1,108,1.01,0.53,52.5,191,7.8,5.8,1,49,20.1,7.2,80.2,8.9,5.9
88,72,"RHQ",36,"Florence, SC",741,2,111,0.95,0.47,49.5,178,8.5,5.8,0.98,47.1,20.3,7.3,79.2,9,5.9
88,72,"RHQ",36,"Florence, SC",748,1,98,1.12,0.53,47.3,184,6.3,5.1,1.11,46.2,18.3,6.3,63.9,7.9,4.9
88,72,"RHQ",36,"Florence, SC",748,2,101,1.12,0.52,46.4,184,6.5,4,1.1,43.2,19.9,6.2,58.4,7.9,4.3
88,72,"RHQ",36,"Florence, SC",771,1,123,1.06,0.54,50.9,200,5.8,5.6,1.04,49.6,20.3,6.6,78,8.6,5.3
88,72,"RHQ",36,"Florence, SC",771,2,128,1.09,0.55,50.5,208,5.3,5.3,1.08,47.6,19.7,6.5,77.3,8.7,5.3
88,72,"RHQ",36,"Florence, SC",777,1,112,1.02,0.5,49,214,8.3,5.5,1.09,49.7,18.8,7.4,76.9,8.8,5.6
88,72,"RHQ",36,"Florence, SC",777,2,102,1.03,0.51,49.5,206,7.5,5.8,1.06,50,20.5,7.6,76.8,8.3,5.5
88,72,"RHQ",36,"Florence, SC",778,1,113,1.05,0.5,47.6,203,8,5.3,1.03,47.7,19.2,7.1,76.4,9,5.2
88,72,"RHQ",36,"Florence, SC",778,2,112,1.04,0.51,49,193,8,5.1,1.02,47,20.3,7.1,74.1,9.9,4.9
88,72,"RHQ",36,"Florence, SC",779,1,111,0.97,0.49,50.5,193,6.5,6.1,0.97,47.9,20.5,7.3,78.1,8.9,5.6
88,72,"RHQ",36,"Florence, SC",779,2,110,1.06,0.54,50.9,202,7.3,5.6,1.03,47.7,20.6,6.8,78.9,8.6,5.6
88,72,"RHQ",36,"Florence, SC",780,1,120,1.04,0.53,51,222,8.3,4.6,1.05,49.7,21.6,6.6,79.2,8.3,5
88,72,"RHQ",36,"Florence, SC",780,2,129,1.04,0.52,50,221,7.5,4.8,1.09,49.4,23.2,6.6,79.3,8.2,4.6
88,72,"RHQ",36,"Florence, SC",781,1,114,1.05,0.48,45.7,170,7.8,4.8,1.03,46.7,19.1,6.9,78.5,8.8,5
88,72,"RHQ",36,"Florence, SC",781,2,107,1.09,0.52,47.7,169,8,4.8,1.09,44.5,19.6,6.5,75.9,7.4,4.7
88,72,"RHQ",36,"Florence, SC",782,1,123,1.01,0.48,47.5,187,7.5,4.8,1.06,44.3,21.3,6.8,75.5,8.8,4.7
88,72,"RHQ",36,"Florence, SC",782,2,119,1.02,0.51,50,199,7.8,3.8,0.98,45.6,21.6,7.1,76.4,9.6,5
88,72,"RHQ",36,"Florence, SC",783,1,99,0.96,0.48,50,172,7.8,5.5,0.99,48.1,18.6,7.8,76.2,9.2,5.2
88,72,"RHQ",36,"Florence, SC",783,2,101,1.04,0.52,50,183,7.5,4.8,0.97,47.9,17.5,8,76,9.5,5
88,72,"RHQ",36,"Florence, SC",784,1,114,1.06,0.55,51.9,200,6,5.5,1.04,48.8,20,6.7,77.9,8.9,5.4
88,72,"RHQ",36,"Florence, SC",784,2,112,1.04,0.51,49,199,5.5,5.4,1.09,48,22.3,6.3,76.4,8.4,4.8
88,72,"RHQ",36,"Florence, SC",785,1,122,1.05,0.51,48.6,200,7.5,4.7,1.06,46.4,20.5,6.6,76.2,9.1,4.7
88,72,"RHQ",36,"Florence, SC",785,2,105,1.09,0.55,50.5,196,8,5.1,1.13,51.1,19.4,6.7,77.9,8.3,5
88,72,"RHQ",36,"Florence, SC",786,1,113,1.1,0.54,49.1,203,8.5,5.5,1.11,50,21.2,6.6,75.5,8.8,5.5
88,72,"RHQ",36,"Florence, SC",786,2,116,1.08,0.52,48.1,202,8,5.9,1.12,49,19.2,6.8,76.1,9.1,6
88,72,"RHQ",87,"Belle Mina, AL",245,1,113,1.14,0.54,47.4,209,8,3.3,1.14,44.8,21,6.3,73.2,8.8,3.2
88,72,"RHQ",87,"Belle Mina, AL",245,2,115,1.12,0.54,48.2,251,7.8,4.1,1.07,46,20.7,7.6,74,9,4.5
88,72,"RHQ",87,"Belle Mina, AL",266,1,106,1.12,0.52,46.4,214,7,3.3,1.1,45.4,21.7,6.5,72.8,7.5,3.9
88,72,"RHQ",87,"Belle Mina, AL",266,2,107,1.12,0.55,49.1,231,7,4,1.1,45.2,21.1,6,71,7.9,3.5
88,72,"RHQ",87,"Belle Mina, AL",477,1,129,1.15,0.57,49.6,266,7,3.7,1.17,47.2,25,6.7,71.3,7.6,3.3
88,72,"RHQ",87,"Belle Mina, AL",477,2,129,1.11,0.55,49.5,276,7.3,3.7,1.17,47.5,23.8,7.1,73,6.6,3.9
88,72,"RHQ",87,"Belle Mina, AL",689,1,98,1.11,0.52,46.8,203,7.5,3.4,1.14,46.9,17.5,6.6,76.7,7.3,4.8
88,72,"RHQ",87,"Belle Mina, AL",689,2,99,1.1,0.53,48.2,201,7.3,4.8,1.08,46.1,19.8,6.5,73.3,7.7,4.1
88,72,"RHQ",87,"Belle Mina, AL",708,1,106,1.11,0.52,46.8,224,7,3.5,1.09,42.5,21,5.9,72.4,6.8,3.3
88,72,"RHQ",87,"Belle Mina, AL",708,2,118,1.07,0.52,48.6,231,7,4.3,1.07,47.4,20.4,6,71.7,8.7,4.3
88,72,"RHQ",87,"Belle Mina, AL",714,1,108,1.08,0.53,49.1,231,7,4.7,1.07,46.6,20.8,6.9,74.6,8,4.7
88,72,"RHQ",87,"Belle Mina, AL",714,2,105,1.08,0.54,50,237,7,4.8,1.09,48.3,22.5,6.9,76.6,9.3,4.8
88,72,"RHQ",87,"Belle Mina, AL",718,1,126,1.15,0.55,47.8,233,7,4.2,1.1,49,22,6.8,76.1,6.8,4.9
88,72,"RHQ",87,"Belle Mina, AL",718,2,122,1.14,0.55,48.2,242,6.3,4.6,1.13,49,23.7,6.9,74.4,7.4,4.6
88,72,"RHQ",87,"Belle Mina, AL",741,1,109,1.04,0.51,49,240,7,5.5,1.07,43.2,22.6,6.5,74.6,7.6,3.9
88,72,"RHQ",87,"Belle Mina, AL",741,2,113,1.08,0.53,49.1,241,7,4.4,1.01,45.4,23.2,7.1,74.2,7.4,4.4
88,72,"RHQ",87,"Belle Mina, AL",748,1,111,1.11,0.53,47.7,216,6.3,4.3,1.07,46.3,18.4,5.8,75.6,7.9,4.6
88,72,"RHQ",87,"Belle Mina, AL",748,2,115,1.06,0.54,50.9,229,6,5.3,1.09,47.2,20.4,6.2,71.4,7.6,4.6
88,72,"RHQ",87,"Belle Mina, AL",771,1,111,1.08,0.52,48.1,209,6.3,4,1.11,48.4,19.7,6,70.5,8.5,3.9
88,72,"RHQ",87,"Belle Mina, AL",771,2,102,1.14,0.54,47.4,226,6,4.5,1.06,44.7,18.7,5.7,72.8,8.6,3.9
88,72,"RHQ",87,"Belle Mina, AL",777,1,108,1.14,0.52,45.6,230,8.5,4.2,1.09,46,21.3,6.9,78.5,7.4,4.8
88,72,"RHQ",87,"Belle Mina, AL",777,2,113,1.12,0.54,48.2,226,8.5,4.1,1.11,43.2,19.8,6.3,70.3,7.6,4
88,72,"RHQ",87,"Belle Mina, AL",778,1,101,1.14,0.55,48.2,211,7.8,3.4,1.12,44.6,22.5,6.4,70.6,8.3,3.4
88,72,"RHQ",87,"Belle Mina, AL",778,2,100,1.07,0.54,50.5,255,7,4.5,1.11,48.1,20.8,6.6,74.1,8.1,4.6
88,72,"RHQ",87,"Belle Mina, AL",779,1,95,1.08,0.54,50,249,7,4.6,1.04,44.6,20.1,6.9,75,7.7,5.2
88,72,"RHQ",87,"Belle Mina, AL",779,2,105,1.06,0.51,48.1,243,7,4.3,1.06,47.3,20.5,7.2,76.5,8.3,5.1
88,72,"RHQ",87,"Belle Mina, AL",780,1,122,1.15,0.57,49.6,259,7.5,3.4,1.12,45.4,24.4,6.2,76.2,7.6,3.5
88,72,"RHQ",87,"Belle Mina, AL",780,2,122,1.14,0.54,47.4,257,6.8,3.5,1.15,44.6,23.5,6.4,76.6,7.3,3.8
88,72,"RHQ",87,"Belle Mina, AL",781,1,99,1.14,0.54,47.4,199,6.3,3.7,1.1,42.5,NA,5.5,69.8,8.8,NA
88,72,"RHQ",87,"Belle Mina, AL",781,2,83,1.08,0.52,48.1,197,6,4.3,1.1,47.4,19.7,5.8,72.6,7.4,4.4
88,72,"RHQ",87,"Belle Mina, AL",782,1,102,1.07,0.53,49.5,204,6.8,3.3,1.11,44.6,21.7,5.7,72,7.9,3.2
88,72,"RHQ",87,"Belle Mina, AL",782,2,106,1.05,0.5,47.6,204,7,3.8,1.04,43.8,NA,5.5,72.5,8.6,4.3
88,72,"RHQ",87,"Belle Mina, AL",783,1,90,1.04,0.52,50,211,9.3,4.3,1.05,42.8,20,6.1,72.9,9.8,3.3
88,72,"RHQ",87,"Belle Mina, AL",783,2,98,1.05,0.53,50.5,218,8.3,4,1.07,46.1,19.4,6.4,76.5,9.1,4
88,72,"RHQ",87,"Belle Mina, AL",784,1,113,1.1,0.55,50,207,6,4.1,1.07,47,18.7,5.9,72.1,7.9,4.1
88,72,"RHQ",87,"Belle Mina, AL",784,2,116,1.06,0.54,50.9,221,6.3,4.7,1.09,45.1,20.6,6.3,72.3,7.5,4.3
88,72,"RHQ",87,"Belle Mina, AL",785,1,115,1.15,0.57,49.6,214,6.8,3.6,1.16,48,21.6,6.4,71,8.8,3.6
88,72,"RHQ",87,"Belle Mina, AL",785,2,100,1.07,0.51,47.7,210,6,4.7,1.08,46.1,20,6.4,73.1,8.2,4.4
88,72,"RHQ",87,"Belle Mina, AL",786,1,100,1.07,0.53,49.5,212,7.3,4.8,1.09,48.8,18.5,7.1,73.5,8.2,5.5
88,72,"RHQ",87,"Belle Mina, AL",786,2,102,1.07,0.55,51.4,220,6.5,5.2,1.08,47.5,20.3,6.6,74.7,9.2,4.9
88,80,"San Joaquin",1,"Shafter, CA",380,1,105,1.1,0.55,50,245,7,4.2,1.1,44.8,22.4,6.7,79.4,7.2,4.1
88,80,"San Joaquin",1,"Shafter, CA",380,2,113,1.08,0.53,49.1,235,7,3.8,1.12,45.9,23.6,6.4,80.3,7.4,3.6
88,80,"San Joaquin",1,"Shafter, CA",477,1,119,1.21,0.58,47.9,265,7,3.4,1.2,46.3,23.5,6.7,81.7,6.5,3.6
88,80,"San Joaquin",1,"Shafter, CA",477,2,127,1.17,0.57,48.7,257,7,3.4,1.18,45.4,25.6,6.8,82.3,7.3,3.5
88,80,"San Joaquin",1,"Shafter, CA",635,1,86,1.04,0.52,50,215,6.5,4.2,1.02,45.8,19.1,6.2,80.1,7.2,4.2
88,80,"San Joaquin",1,"Shafter, CA",635,2,96,1.02,0.52,51,206,6.3,4.5,1.01,45.5,19.2,6.1,80.9,7.4,4.2
88,80,"San Joaquin",1,"Shafter, CA",689,1,73,1.11,0.52,46.8,195,9,3.4,1.13,41.5,17.7,6.4,83.7,6.8,3.8
88,80,"San Joaquin",1,"Shafter, CA",689,2,78,1.11,0.49,44.1,193,8.5,3.4,1.11,41.6,19.8,6.6,83.3,6.9,3.3
88,80,"San Joaquin",1,"Shafter, CA",748,1,93,1.14,0.53,46.5,241,6.5,4.3,1.19,45.7,19.1,6.3,80.8,7.3,4.4
88,80,"San Joaquin",1,"Shafter, CA",748,2,102,1.11,0.52,46.8,220,7,3.7,1.14,45.2,20.4,6.3,78.6,8.1,3.8
88,80,"San Joaquin",1,"Shafter, CA",749,1,131,1.14,0.57,50,262,6.5,4.4,1.15,47.7,24.1,7.2,80.7,7.3,4.4
88,80,"San Joaquin",1,"Shafter, CA",749,2,129,1.12,0.56,50,257,6.5,3.7,1.11,45.3,24.5,6.7,81,7.8,3.6
88,80,"San Joaquin",1,"Shafter, CA",755,1,123,1.11,0.54,48.6,247,7.3,4,1.15,46.9,23.4,7.1,81.2,7.6,4
88,80,"San Joaquin",1,"Shafter, CA",755,2,130,1.1,0.54,49.1,256,7,3.4,1.12,46.5,24.5,6.9,80.7,7.5,3.6
88,80,"San Joaquin",1,"Shafter, CA",756,1,146,1.17,0.6,51.3,290,7,3.6,1.19,49,26.8,7.2,79.9,7.1,3.6
88,80,"San Joaquin",1,"Shafter, CA",756,2,142,1.16,0.57,49.1,297,7,3.4,1.17,46.6,25.9,7.3,80.2,7.6,3.6
88,80,"San Joaquin",1,"Shafter, CA",757,1,142,1.18,0.6,50.8,263,6.8,4.2,1.19,47,23.2,7.2,78.5,7.8,4.5
88,80,"San Joaquin",1,"Shafter, CA",757,2,133,1.14,0.57,50,272,7,3.6,1.18,47.8,24.2,7.1,78.8,8,3.5
88,80,"San Joaquin",1,"Shafter, CA",760,1,116,1.16,0.57,49.1,256,7.5,4.1,1.17,47.5,23.8,7.4,82.1,7.2,4
88,80,"San Joaquin",1,"Shafter, CA",760,2,123,1.12,0.55,49.1,252,7.8,3.8,1.16,48.3,23.3,7.3,77.8,7.5,3.9
88,80,"San Joaquin",1,"Shafter, CA",761,1,117,1.11,0.55,49.5,261,6.8,3.9,1.13,48.3,24.7,7.2,81,7.7,4
88,80,"San Joaquin",1,"Shafter, CA",761,2,120,1.12,0.55,49.1,261,6.5,3.7,1.14,46.9,25.6,6.9,81.5,7.7,3.8
88,80,"San Joaquin",1,"Shafter, CA",764,1,121,1.12,0.55,49.1,276,7,4.2,1.13,46.2,24.7,7.3,82.1,7.1,4
88,80,"San Joaquin",1,"Shafter, CA",764,2,126,1.11,0.56,50.5,251,7.5,3.7,1.15,45.8,24,7.1,82.8,7.4,3.7
88,80,"San Joaquin",1,"Shafter, CA",772,1,126,1.14,0.56,49.1,274,6.8,4.1,1.19,46.3,23,7.2,81,7.4,4.3
88,80,"San Joaquin",1,"Shafter, CA",772,2,105,1.13,0.56,49.6,266,6.8,4.1,1.13,46.2,23.7,6.9,81,7.6,4.2
88,80,"San Joaquin",1,"Shafter, CA",773,1,125,1.15,0.57,49.6,277,7.3,3.9,1.15,45.5,24.6,7.5,81.5,7.4,3.9
88,80,"San Joaquin",1,"Shafter, CA",773,2,107,1.15,0.56,48.7,276,7.5,3.7,1.13,46.3,23.5,7.2,82.2,7.5,3.7
88,80,"San Joaquin",1,"Shafter, CA",774,1,118,1.19,0.58,48.7,272,7.5,3.8,1.15,44.8,24.7,7.1,81.1,7.5,3.7
88,80,"San Joaquin",1,"Shafter, CA",774,2,110,1.14,0.55,48.2,256,7.5,3.4,1.15,45.4,24.1,6.9,81.7,8.1,3.5
88,80,"San Joaquin",1,"Shafter, CA",775,1,132,1.15,0.58,50.4,260,6.5,4.2,1.15,47.5,25.2,7.6,81,7.4,4.2
88,80,"San Joaquin",1,"Shafter, CA",775,2,134,1.12,0.55,49.1,271,6.8,4,1.12,47.7,25.9,7.3,80.8,7.9,3.9
88,80,"San Joaquin",1,"Shafter, CA",776,1,127,1.18,0.58,49.2,270,7.3,3.6,1.19,46.7,24,7.3,80.2,7.6,3.7
88,80,"San Joaquin",1,"Shafter, CA",776,2,126,1.15,0.57,49.6,246,7.5,3.8,1.15,46.4,25.2,7.2,80.8,7.8,3.6
88,80,"San Joaquin",132,"W Side Field Station, CA",380,1,96,1.12,0.56,50,228,7.5,4.6,1.11,46.6,21.2,6.9,80.8,7.8,4.8
88,80,"San Joaquin",132,"W Side Field Station, CA",380,2,117,1.14,0.55,48.2,239,7.8,4,1.16,46.5,22.2,6.9,81.9,7.7,4.1
88,80,"San Joaquin",132,"W Side Field Station, CA",477,1,120,1.18,0.56,47.5,239,7.8,3.7,1.23,47.2,20.8,6.9,82.6,6.6,4.4
88,80,"San Joaquin",132,"W Side Field Station, CA",477,2,131,1.21,0.59,48.8,241,7.3,3.3,1.2,47.1,24.9,6.9,82.2,6.7,3.3
88,80,"San Joaquin",132,"W Side Field Station, CA",635,1,96,1.02,0.52,51,200,7.5,4.9,1.02,47.5,19.2,6.7,82.8,7.3,5
88,80,"San Joaquin",132,"W Side Field Station, CA",635,2,94,1.04,0.51,49,206,7.3,4.4,1,45.7,19.3,6.4,82.7,7,4.5
88,80,"San Joaquin",132,"W Side Field Station, CA",689,1,90,1.13,0.55,48.7,186,8.5,4.4,1.13,43.3,17.6,6.6,81.7,7.4,4.5
88,80,"San Joaquin",132,"W Side Field Station, CA",689,2,91,1.12,0.52,46.4,182,8,4.1,1.13,45,18.1,6.7,83.8,6.8,4.3
88,80,"San Joaquin",132,"W Side Field Station, CA",748,1,102,1.13,0.54,47.8,208,7.8,4.4,1.15,45.9,18.4,6.2,80.3,7.1,4.5
88,80,"San Joaquin",132,"W Side Field Station, CA",748,2,104,1.16,0.55,47.4,211,7.3,3.8,1.19,44.3,21.7,6.8,82.1,6.8,3.9
88,80,"San Joaquin",132,"W Side Field Station, CA",749,1,111,1.12,0.55,49.1,245,6.8,4.6,1.12,47.5,21.9,7.2,81.2,7.7,4.7
88,80,"San Joaquin",132,"W Side Field Station, CA",749,2,110,1.12,0.54,48.2,245,7,4,1.14,46.9,21.2,7.3,82.5,7.2,4.7
88,80,"San Joaquin",132,"W Side Field Station, CA",755,1,118,1.15,0.56,48.7,254,7,4.3,1.14,44.5,22.2,7,80.7,7.2,4.3
88,80,"San Joaquin",132,"W Side Field Station, CA",755,2,121,1.17,0.56,47.9,232,7.5,3.4,1.18,45.5,24.9,7.1,81.2,7,3.4
88,80,"San Joaquin",132,"W Side Field Station, CA",756,1,136,1.15,0.58,50.4,291,6.8,3.8,1.18,48.7,25.4,7.4,81.3,7.4,3.9
88,80,"San Joaquin",132,"W Side Field Station, CA",756,2,158,1.18,0.58,49.2,287,7,3.6,1.18,46.6,26,7.4,81.4,7.3,3.8
88,80,"San Joaquin",132,"W Side Field Station, CA",757,1,138,1.15,0.58,50.4,226,8,4.3,1.17,49.5,24.9,7.5,81.3,7.4,4.2
88,80,"San Joaquin",132,"W Side Field Station, CA",757,2,151,1.17,0.58,49.6,229,8,3.9,1.16,49.3,24.7,7.2,80.6,7.1,4
88,80,"San Joaquin",132,"W Side Field Station, CA",760,1,114,1.13,0.56,49.6,246,7.3,4.1,1.16,46.8,23.9,7.5,80.8,7.7,4.1
88,80,"San Joaquin",132,"W Side Field Station, CA",760,2,122,1.17,0.57,48.7,243,8,3.6,1.16,47,20.5,7.2,81.9,7.1,4.6
88,80,"San Joaquin",132,"W Side Field Station, CA",761,1,115,1.11,0.55,49.5,255,7,4,1.1,46.8,23.9,7.3,77.1,7.5,4.3
88,80,"San Joaquin",132,"W Side Field Station, CA",761,2,115,1.14,0.56,49.1,251,7.5,3.7,1.15,47.7,26.8,7.4,82.3,7.4,3.7
88,80,"San Joaquin",132,"W Side Field Station, CA",764,1,120,1.15,0.57,49.6,240,6.3,4.4,1.18,47.7,23,7.1,80.3,7.1,4.3
88,80,"San Joaquin",132,"W Side Field Station, CA",764,2,125,1.13,0.54,47.8,235,7.5,3.8,1.15,45.8,25.6,7.2,81.7,6.8,3.8
