"yr","regcode","reg","loccode","loc","vcode","rep","yt","x25sl","x50sl","ui","t1","e1","mic","x25sl_star","ui_star","str_star","elg_star","rd_star","b_star","mic_star"
88,40,"DEL",27,"Clarkedale, AR",611,1,112,1.12,0.54,48.2,201,7.3,4.4,NA,NA,NA,NA,NA,NA,NA
88,40,"DEL",27,"Clarkedale, AR",611,2,100,1.13,0.56,49.6,189,7.3,4.3,NA,NA,NA,NA,NA,NA,NA
88,40,"DEL",27,"Clarkedale, AR",635,1,109,1.08,0.55,50.9,210,7.5,3.9,NA,NA,NA,NA,NA,NA,NA
88,40,"DEL",27,"Clarkedale, AR",635,2,107,1.04,0.53,51,200,6.8,4.6,NA,NA,NA,NA,NA,NA,NA
88,40,"DEL",27,"Clarkedale, AR",649,1,117,1.13,0.55,48.7,205,6.5,4.5,NA,NA,NA,NA,NA,NA,NA
88,40,"DEL",27,"Clarkedale, AR",649,2,114,1.14,0.55,48.2,216,6,4.6,NA,NA,NA,NA,NA,NA,NA
88,40,"DEL",27,"Clarkedale, AR",685,1,113,1.17,0.57,48.7,196,7.5,4.4,NA,NA,NA,NA,NA,NA,NA
88,40,"DEL",27,"Clarkedale, AR",685,2,115,1.17,0.57,48.7,203,7.3,3.9,NA,NA,NA,NA,NA,NA,NA
88,40,"DEL",27,"Clarkedale, AR",689,1,111,1.14,0.53,46.5,190,8,4.2,NA,NA,NA,NA,NA,NA,NA
88,40,"DEL",27,"Clarkedale, AR",689,2,96,1.15,0.56,48.7,169,8.5,4.3,NA,NA,NA,NA,NA,NA,NA
88,40,"DEL",27,"Clarkedale, AR",748,1,118,1.18,0.58,49.2,199,6.5,4.6,NA,NA,NA,NA,NA,NA,NA
88,40,"DEL",27,"Clarkedale, AR",748,2,112,1.21,0.59,48.8,201,6.8,4.2,NA,NA,NA,NA,NA,NA,NA
88,40,"DEL",27,"Clarkedale, AR",750,1,108,1.15,0.57,49.6,200,9.3,4.2,NA,NA,NA,NA,NA,NA,NA
88,40,"DEL",27,"Clarkedale, AR",750,2,108,1.12,0.56,50,191,9.3,4.2,NA,NA,NA,NA,NA,NA,NA
88,40,"DEL",75,"Portageville, MO",473,1,102,1.12,0.56,50,189,8,4.2,1.07,47.4,19.2,6.8,72,7.6,4.4
88,40,"DEL",75,"Portageville, MO",473,2,103,1.13,0.57,50.4,199,8,4.3,1.1,46.9,19.2,6.9,73.4,8.1,4.3
88,40,"DEL",75,"Portageville, MO",477,1,134,1.18,0.58,49.2,238,6,3.9,1.15,47.5,25.4,6.5,71.4,8.2,3.9
88,40,"DEL",75,"Portageville, MO",477,2,127,1.2,0.58,48.3,244,6,3.9,1.15,48.4,25.4,6.5,69.9,7.5,3.8
88,40,"DEL",75,"Portageville, MO",570,1,117,1.19,0.57,47.9,218,7,4.1,1.14,46.3,22.1,6.4,68.8,8,4
88,40,"DEL",75,"Portageville, MO",570,2,116,1.17,0.56,47.9,220,6,4.2,1.12,44,21.9,6.3,72.2,8,4
88,40,"DEL",75,"Portageville, MO",575,1,113,1.14,0.56,49.1,213,6.3,4.8,1.09,46.6,20.9,6.4,72.3,7.9,4.8
88,40,"DEL",75,"Portageville, MO",575,2,108,1.14,0.56,49.1,195,6.3,4.7,1.09,45.8,20,6.2,73.6,7.6,4.7
88,40,"DEL",75,"Portageville, MO",611,1,107,1.13,0.55,48.7,228,7.3,4.5,1.09,46.7,20.6,6.6,72.1,7.7,4.4
88,40,"DEL",75,"Portageville, MO",611,2,112,1.15,0.56,48.7,214,7,4.5,1.11,47.5,21.1,6.6,70.6,7.4,4.5
88,40,"DEL",75,"Portageville, MO",635,1,110,1.11,0.56,50.5,209,6.5,4.1,1.05,46.7,22.1,6.5,69.7,8,4
88,40,"DEL",75,"Portageville, MO",635,2,110,1.09,0.55,50.5,205,6.8,4,1.04,47.9,21.1,6.5,69.2,7.8,4.1
88,40,"DEL",75,"Portageville, MO",649,1,114,1.13,0.56,49.6,223,6.3,4.7,1.09,47.1,21.8,6.3,72.9,8.1,4.5
88,40,"DEL",75,"Portageville, MO",649,2,116,1.16,0.58,50,213,6.8,4.6,1.11,45.7,22.9,6.4,71.4,8.5,4.6
88,40,"DEL",75,"Portageville, MO",685,1,119,1.18,0.57,48.3,217,7.3,4.2,1.12,43.4,22,6.5,71.6,8.5,4.2
88,40,"DEL",75,"Portageville, MO",685,2,113,1.18,0.58,49.2,222,7.3,4,1.12,44.6,23.1,6.4,70.4,8.2,4
88,40,"DEL",75,"Portageville, MO",689,1,107,1.15,0.56,48.7,192,7,4.6,1.11,44.2,20.5,6.7,73.9,7.8,4.3
88,40,"DEL",75,"Portageville, MO",689,2,106,1.16,0.57,49.1,195,7.5,4.5,1.13,45,19,6.8,73.8,8.1,4.5
88,40,"DEL",75,"Portageville, MO",748,1,114,1.17,0.56,47.9,204,6,4.3,1.15,46.2,20.5,6.5,71,8,4.3
88,40,"DEL",75,"Portageville, MO",748,2,115,1.17,0.57,48.7,215,6.3,4.4,1.14,44.8,21.4,6.3,72.4,7.6,4.1
88,40,"DEL",75,"Portageville, MO",750,1,109,1.16,0.59,50.9,218,7.8,4.6,1.11,46.7,21.4,6.8,71.6,8.3,4.5
88,40,"DEL",75,"Portageville, MO",750,2,118,1.17,0.57,48.7,215,8.3,4.4,1.12,48,20.6,6.7,69.7,8.1,4.3
88,52,"WES",7,"University Park, NM",314,1,141,1.3,0.66,50.8,224,7,3.5,1.21,51.8,21.9,6.7,77.8,7.9,4
88,52,"WES",7,"University Park, NM",314,2,142,1.24,0.64,51.6,231,8,4.5,1.21,52,23.2,7.2,77.5,7.9,3.9
88,52,"WES",7,"University Park, NM",450,1,124,1.19,0.63,52.9,179,9,4.2,1.18,50.3,17.7,6.9,79,8,4.2
88,52,"WES",7,"University Park, NM",450,2,122,1.19,0.57,47.9,192,8,4.2,1.17,48.6,20.4,7.1,77.8,7.8,4.1
88,52,"WES",7,"University Park, NM",477,1,145,1.3,0.65,50,226,7.8,4,1.21,50,21.4,6.9,77.5,7.1,4
88,52,"WES",7,"University Park, NM",477,2,148,1.29,0.67,51.9,229,6.8,4,1.22,49.1,21.6,7.3,79.8,7.8,3.8
88,52,"WES",7,"University Park, NM",580,1,147,1.25,0.64,51.2,224,8,4,1.25,49.2,24,6.8,77.4,8.1,4.2
88,52,"WES",7,"University Park, NM",580,2,155,1.26,0.64,50.8,234,6.8,4.5,1.22,49.2,24.1,7.1,77.4,8.7,4.4
88,52,"WES",7,"University Park, NM",611,1,111,1.2,0.59,49.2,202,9.3,3.8,1.17,44.9,19.2,7.3,78.5,7.7,3.7
88,52,"WES",7,"University Park, NM",611,2,112,1.21,0.59,48.8,186,9.8,4.2,1.18,46.7,20.3,6.9,80,8.3,4.2
88,52,"WES",7,"University Park, NM",635,1,118,1.15,0.6,52.2,203,7,4.3,1.09,47.4,18.5,7.2,79,8,4.2
88,52,"WES",7,"University Park, NM",635,2,117,1.16,0.59,50.9,189,7.3,3.9,1.09,50.6,19.8,7.8,76.4,7.6,4.1
88,52,"WES",7,"University Park, NM",649,1,128,1.22,0.6,49.2,228,9.3,3.9,1.22,47.2,21.2,6.8,78.5,8.5,4.1
88,52,"WES",7,"University Park, NM",649,2,125,1.22,0.61,50,219,9.8,4.1,1.18,48.5,21.1,7.6,78.3,8.2,4.3
88,52,"WES",7,"University Park, NM",670,1,121,1.22,0.6,49.2,194,9.5,4.3,1.2,46.6,18.4,7.5,78.7,8.3,4.3
88,52,"WES",7,"University Park, NM",670,2,119,1.21,0.59,48.8,199,8.8,4.4,1.17,45.4,19,6.7,80.2,8.2,4.4
88,52,"WES",7,"University Park, NM",679,1,135,1.22,0.64,52.5,236,8.3,4,1.19,50.7,20.9,7.2,79.3,8.4,3.7
88,52,"WES",7,"University Park, NM",679,2,146,1.21,0.64,52.9,225,8.3,4.1,1.17,51.6,21.8,7.1,78.9,7.9,4.1
88,52,"WES",7,"University Park, NM",689,1,106,1.24,0.62,50,171,8.8,4.3,1.23,48.5,16.7,7.6,81,7.8,3.9
88,52,"WES",7,"University Park, NM",689,2,111,1.25,0.63,50.4,181,9,4.3,1.2,46.5,17.1,7,79.5,8.4,4.3
88,52,"WES",7,"University Park, NM",701,1,144,1.31,0.68,51.9,215,6.5,3.9,1.26,49.7,21,7.2,76.6,8.3,4.1
88,52,"WES",7,"University Park, NM",701,2,150,1.31,0.68,51.9,235,6.5,4.2,1.23,49.7,21.6,7.3,77.8,8.3,4.2
88,52,"WES",7,"University Park, NM",730,1,142,1.32,0.66,50,219,7,3.8,1.23,52.3,22,7.4,76.5,8,4
88,52,"WES",7,"University Park, NM",730,2,128,1.24,0.64,51.6,227,7.8,3.6,1.26,50.4,21,7.4,76.4,7,3.9
88,52,"WES",7,"University Park, NM",731,1,150,1.28,0.62,48.4,241,6,3.8,1.22,49.2,20.9,7,72.9,7.8,3.9
88,52,"WES",7,"University Park, NM",731,2,139,1.32,0.65,49.2,241,6.8,4.1,1.25,46.1,21.5,7.1,78.2,8.4,4.4
88,52,"WES",7,"University Park, NM",732,1,149,1.26,0.68,54,224,7,3.7,1.23,52.6,22.3,7.4,79.2,7.7,4
88,52,"WES",7,"University Park, NM",732,2,152,1.28,0.67,52.3,245,6.8,4.2,1.2,49.9,24.6,7.1,77.7,8,4.2
88,52,"WES",7,"University Park, NM",748,1,129,1.27,0.62,48.8,191,7,4.2,1.26,49.2,19.4,6.9,77.3,8.2,4
88,52,"WES",7,"University Park, NM",748,2,130,1.28,0.63,49.2,196,7,4.1,1.26,48.3,20,7.1,79.5,8.3,4.3
88,52,"WES",8,"El Paso, TX(irri)",314,1,152,1.22,0.62,50.8,230,7.8,3.7,1.19,50.5,21.4,7.2,80.9,7.6,4
88,52,"WES",8,"El Paso, TX(irri)",314,2,144,1.2,0.6,50,227,8,3.9,1.18,48.4,20.8,6.8,81.3,7.7,4
88,52,"WES",8,"El Paso, TX(irri)",450,1,116,1.11,0.55,49.5,198,7.5,3.8,1.07,46.8,19.3,6.4,78,8,3.9
88,52,"WES",8,"El Paso, TX(irri)",450,2,120,1.1,0.53,48.2,185,7.3,4.1,1.1,45.7,19,6.4,76.6,7.9,3.8
88,52,"WES",8,"El Paso, TX(irri)",477,1,147,1.23,0.64,52,236,8.5,3.7,1.19,49.5,21,7,81.6,7.3,3.9
88,52,"WES",8,"El Paso, TX(irri)",477,2,148,1.21,0.61,50.4,232,8.3,3.7,1.23,49.9,21.3,6.9,81.4,7.5,3.9
88,52,"WES",8,"El Paso, TX(irri)",580,1,147,1.22,0.64,52.5,231,7.3,4.2,1.19,50.8,22.3,6.9,79,8,4.2
88,52,"WES",8,"El Paso, TX(irri)",580,2,147,1.22,0.61,50,227,7.5,4.2,1.19,48.9,21.7,6.6,79.1,7.7,4.2
88,52,"WES",8,"El Paso, TX(irri)",611,1,117,1.1,0.55,50,190,9,3.8,1.1,46.5,17.3,6.5,79.8,8.6,3.7
88,52,"WES",8,"El Paso, TX(irri)",611,2,111,1.14,0.56,49.1,177,8,4.4,1.12,45.2,18.6,6.9,77.2,7.8,4.3
88,52,"WES",8,"El Paso, TX(irri)",635,1,102,1.06,0.54,50.9,185,9,3.5,1.02,46.5,19.3,6.5,79,7,4
88,52,"WES",8,"El Paso, TX(irri)",635,2,111,1.05,0.52,49.5,191,9,4,1.08,48.4,18.7,6.9,78.3,7.8,3.9
88,52,"WES",8,"El Paso, TX(irri)",649,1,143,1.15,0.57,49.6,212,8.3,3.7,1.11,47.1,20.9,6.8,83.4,8.2,3.4
88,52,"WES",8,"El Paso, TX(irri)",649,2,136,1.12,0.55,49.1,227,8.3,4.4,1.14,47.8,21,7.4,80.7,7.5,4.3
88,52,"WES",8,"El Paso, TX(irri)",670,1,114,1.18,0.56,47.5,193,8.3,3.9,1.15,46.6,17.7,7.1,80.8,8,3.9
88,52,"WES",8,"El Paso, TX(irri)",670,2,114,1.14,0.58,50.9,188,7.5,4.8,1.11,46.5,17.5,7,78,8.1,4.4
88,52,"WES",8,"El Paso, TX(irri)",679,1,147,1.16,0.59,50.9,224,7.5,4.1,1.14,51.1,24.2,7.4,81.9,7.7,3.8
88,52,"WES",8,"El Paso, TX(irri)",679,2,135,1.2,0.59,49.2,209,8,4.1,1.08,49.2,21.7,6.9,81.9,7.9,4.1
88,52,"WES",8,"El Paso, TX(irri)",689,1,102,1.16,0.55,47.4,177,9.8,3.9,1.16,46,17.8,7.4,83.3,7.8,3.7
88,52,"WES",8,"El Paso, TX(irri)",689,2,115,1.13,0.53,46.9,179,10.3,3.8,1.17,48.6,17.2,7.4,81.9,8.3,3.9
88,52,"WES",8,"El Paso, TX(irri)",701,1,123,1.23,0.62,50.4,212,8,3.9,1.19,48.8,18.1,6.8,77.5,8.6,4
88,52,"WES",8,"El Paso, TX(irri)",701,2,143,1.23,0.63,51.2,242,6.5,4,1.21,48.7,23.6,6.7,78.6,8.1,4
88,52,"WES",8,"El Paso, TX(irri)",730,1,153,1.21,0.6,49.6,232,7.5,3.6,1.19,48.2,22.3,6.8,79.8,7.8,3.9
88,52,"WES",8,"El Paso, TX(irri)",730,2,140,1.19,0.6,50.4,225,7.5,4.1,1.15,48.6,21.7,7,79.5,8.3,4.2
88,52,"WES",8,"El Paso, TX(irri)",731,1,140,1.2,0.6,50,218,7.5,3.6,1.19,47.8,22,6.5,80.7,8.1,3.6
88,52,"WES",8,"El Paso, TX(irri)",731,2,139,1.2,0.58,48.3,216,8.3,3.6,1.17,47.3,22.6,6.9,79.4,8,3.7
88,52,"WES",8,"El Paso, TX(irri)",732,1,149,1.23,0.63,51.2,227,6.8,4.1,1.2,49.6,22.5,7.1,79.6,7.6,3.9
88,52,"WES",8,"El Paso, TX(irri)",732,2,151,1.2,0.61,50.8,241,7.5,4,1.19,50.2,22.4,7,77.5,7.6,4
88,52,"WES",8,"El Paso, TX(irri)",748,1,124,1.18,0.57,48.3,187,9,3.9,1.16,48.2,18.9,6.9,79.4,8.1,3.9
88,52,"WES",8,"El Paso, TX(irri)",748,2,122,1.19,0.58,48.7,198,8.8,4.6,1.18,44.4,18.9,6.5,78.8,8.1,4.2
88,52,"WES",9,"Pecos, TX(irri)",314,1,119,1.12,0.54,48.2,222,7,4.2,1.12,47.6,22.9,6.8,82.4,8.5,4.2
88,52,"WES",9,"Pecos, TX(irri)",314,2,132,1.14,0.56,49.1,257,7,4.2,1.11,46.4,22.5,7,80.7,9,4.4
88,52,"WES",9,"Pecos, TX(irri)",450,1,107,1.02,0.51,50,174,8,4.5,0.99,44.6,17.8,6.1,81,9.2,4.4
88,52,"WES",9,"Pecos, TX(irri)",450,2,106,1,0.5,50,165,8.3,4.6,0.98,46.4,18.3,6.6,79.7,9.7,4.8
88,52,"WES",9,"Pecos, TX(irri)",477,1,144,1.12,0.57,50.9,238,6.5,3.9,1.11,49.2,22.8,7,81.9,8.6,4.1
88,52,"WES",9,"Pecos, TX(irri)",477,2,123,1.12,0.58,51.8,235,6.8,3.9,1.1,48.2,23,6.9,81.9,8.5,3.9
88,52,"WES",9,"Pecos, TX(irri)",580,1,130,1.14,0.56,49.1,242,7.3,4.1,1.14,47.7,24.7,6.6,80.8,9.1,4.1
88,52,"WES",9,"Pecos, TX(irri)",580,2,137,1.12,0.57,50.9,242,7.5,4.3,1.12,49.8,23.7,7.1,81.5,9.3,4.4
88,52,"WES",9,"Pecos, TX(irri)",611,1,93,1.06,0.53,50,170,8,4.8,1.04,46.4,18.5,7,82,9.1,4.8
88,52,"WES",9,"Pecos, TX(irri)",611,2,96,1.05,0.53,50.5,171,8.8,4.6,1.02,45.8,17.9,6.8,81.8,9.1,4.8
88,52,"WES",9,"Pecos, TX(irri)",635,1,114,0.96,0.49,51,178,8,4.3,0.92,46.4,17.2,5.7,81.4,8.5,4.8
88,52,"WES",9,"Pecos, TX(irri)",635,2,100,0.93,0.47,50.5,192,7.8,4.5,0.94,48.2,18.3,6.5,79.7,9,4.6
88,52,"WES",9,"Pecos, TX(irri)",649,1,102,1.07,0.54,50.5,218,7.5,4.9,1.04,47,20.2,6.8,81.7,8.9,4.8
88,52,"WES",9,"Pecos, TX(irri)",649,2,105,1.06,0.53,50,193,7.8,4.7,1.05,47,21.1,7,82.5,8.7,4.5
88,52,"WES",9,"Pecos, TX(irri)",670,1,98,1.02,0.5,49,179,8,5.1,1.03,46.6,18.7,7,80.7,8.9,4.9
88,52,"WES",9,"Pecos, TX(irri)",670,2,99,1.02,0.49,48,182,8,5,1.02,43.6,16.9,6.6,79.9,9.2,5.1
88,52,"WES",9,"Pecos, TX(irri)",679,1,134,1.07,0.56,52.3,232,7.3,4.4,1.06,48.9,24.1,7.2,78.6,8.8,4.3
88,52,"WES",9,"Pecos, TX(irri)",679,2,129,1.06,0.55,51.9,228,7.5,4.4,1.04,49.4,23.8,6.9,81.9,8.8,4.4
88,52,"WES",9,"Pecos, TX(irri)",689,1,87,1.05,0.52,49.5,179,7.5,5,1.02,47.2,17.3,7.2,82,9,5
88,52,"WES",9,"Pecos, TX(irri)",689,2,91,1.04,0.53,51,178,7.5,5,1.02,45.9,17.1,6.9,82.7,9.3,5.1
88,52,"WES",9,"Pecos, TX(irri)",701,1,140,1.1,0.55,50,233,7,3.8,1.12,50,23.1,6.9,80.9,9.3,4.1
88,52,"WES",9,"Pecos, TX(irri)",701,2,137,1.13,0.58,51.3,241,7,4.1,1.12,48.3,23.8,6.8,80.2,9.4,4
88,52,"WES",9,"Pecos, TX(irri)",730,1,128,1.14,0.59,51.8,235,7.5,4.1,1.15,48.7,23.4,7,81.4,9.1,4.4
88,52,"WES",9,"Pecos, TX(irri)",730,2,139,1.13,0.56,49.6,236,7.5,4.2,1.09,47,24.2,6.8,79.5,8.8,4.2
88,52,"WES",9,"Pecos, TX(irri)",731,1,125,1.09,0.5,45.9,220,7.8,4,1.1,44.9,22,6.8,77.2,8.6,4.3
88,52,"WES",9,"Pecos, TX(irri)",731,2,125,1.11,0.55,49.5,227,7,4.4,1.1,46.6,22.9,6.9,78.5,9,4.5
88,52,"WES",9,"Pecos, TX(irri)",732,1,132,1.09,0.57,52.3,234,7.3,4,1.06,48.3,23.5,6.8,78,8.8,4.1
88,52,"WES",9,"Pecos, TX(irri)",732,2,140,1.11,0.58,52.3,248,6.8,4,1.11,48.5,24.7,7,79.5,8.8,4.2
88,52,"WES",9,"Pecos, TX(irri)",748,1,104,1.06,0.53,50,193,5.5,4.8,1.02,46.8,18,6.6,80.1,9.1,4.8
88,52,"WES",9,"Pecos, TX(irri)",748,2,109,1.07,0.54,50.5,198,6.5,5,1.06,46.1,18.5,6.6,80.1,8.7,5
88,52,"WES",40,"Artesia, NM(irri)",314,1,140,1.16,0.55,47.4,217,7.8,3.7,1.16,48.3,22.9,7.2,80.8,8.7,3.9
88,52,"WES",40,"Artesia, NM(irri)",314,2,143,1.19,0.61,51.3,253,7.5,4.2,1.19,50.5,23,7.2,79.9,8.8,4.3
88,52,"WES",40,"Artesia, NM(irri)",450,1,127,1.07,0.53,49.5,180,8.3,3.3,1.04,47.4,21.3,6.7,79.7,9.1,3.4
88,52,"WES",40,"Artesia, NM(irri)",450,2,110,1.11,0.56,50.5,187,6.8,4.1,1.05,45.1,19,6.7,76.5,8.8,4.2
88,52,"WES",40,"Artesia, NM(irri)",477,1,151,1.16,0.58,50,245,7.3,3.6,1.1,47.7,23.2,7,78,8.9,3.6
88,52,"WES",40,"Artesia, NM(irri)",477,2,148,1.14,0.61,53.5,260,7,3.9,1.12,47.9,21.6,7.1,81.1,8.8,4
88,52,"WES",40,"Artesia, NM(irri)",580,1,153,1.2,0.6,50,218,7.3,4.4,1.16,47.9,22.9,7.2,78.9,9.4,4.1
88,52,"WES",40,"Artesia, NM(irri)",580,2,149,1.16,0.59,50.9,241,7.5,4.2,1.16,48.8,22.1,7.1,79.9,9.1,4.2
88,52,"WES",40,"Artesia, NM(irri)",611,1,113,1.13,0.56,49.6,185,8,3.7,1.1,48.1,19,7.5,79.9,9.3,4.2
88,52,"WES",40,"Artesia, NM(irri)",611,2,109,1.13,0.56,49.6,184,8.5,3.9,1.1,48.4,19.4,7.4,80.9,8.6,4
88,52,"WES",40,"Artesia, NM(irri)",635,1,113,1.06,0.54,50.9,197,9,4.4,1.01,48.4,19,6.9,76.5,9.2,4.4
88,52,"WES",40,"Artesia, NM(irri)",635,2,117,1.06,0.55,51.9,177,8,4.4,1.02,49.1,18.9,6.8,79.8,8.5,4.2
88,52,"WES",40,"Artesia, NM(irri)",649,1,129,1.13,0.54,47.8,212,9,3.8,1.08,46.5,20.6,7.4,80.1,8.8,4.1
88,52,"WES",40,"Artesia, NM(irri)",649,2,122,1.11,0.57,51.4,194,8.5,4.3,1.12,47.8,19.6,7.3,80.1,9.1,4.4
88,52,"WES",40,"Artesia, NM(irri)",670,1,105,1.16,0.55,47.4,180,7.5,4.2,1.1,45.1,17.5,6.8,80.7,9.1,4.3
88,52,"WES",40,"Artesia, NM(irri)",670,2,106,1.15,0.56,48.7,185,7,4.3,1.08,45.5,19.1,7,79.4,9.3,4.1
88,52,"WES",40,"Artesia, NM(irri)",679,1,146,1.11,0.58,52.3,228,7.8,4,1.1,49.4,22,7.2,80.6,9.1,4
88,52,"WES",40,"Artesia, NM(irri)",679,2,149,1.11,0.58,52.3,231,8.3,4,1.07,51.4,23.3,7.4,81,9.2,3.8
88,52,"WES",40,"Artesia, NM(irri)",689,1,107,1.13,0.55,48.7,182,9.3,3.9,1.12,43.5,17.7,6.8,81.6,8.8,3.8
88,52,"WES",40,"Artesia, NM(irri)",689,2,106,1.1,0.55,50,184,9.8,4.5,1.06,46.3,17.7,7.6,81.9,8.8,4.4
88,52,"WES",40,"Artesia, NM(irri)",701,1,140,1.2,0.61,50.8,210,8,3.5,1.14,47.1,23,6.9,79.4,9.4,3.7
88,52,"WES",40,"Artesia, NM(irri)",701,2,147,1.19,0.6,50.4,226,8,4.2,1.14,47,23,7.1,78,9.4,3.7
88,52,"WES",40,"Artesia, NM(irri)",730,1,143,1.2,0.61,50.8,232,8.3,4.1,1.15,50.7,22.2,7.4,80.1,9.3,4.3
88,52,"WES",40,"Artesia, NM(irri)",730,2,148,1.25,0.59,47.2,241,8,4.1,1.25,49.2,25.2,7.2,78.6,8.9,3.9
88,52,"WES",40,"Artesia, NM(irri)",731,1,148,1.2,0.58,48.3,214,7.8,4.3,1.18,44.3,20.6,6.7,80.6,9.2,4.1
88,52,"WES",40,"Artesia, NM(irri)",731,2,130,1.22,0.6,49.2,240,7,4.2,1.15,48.8,23.1,7.2,79.1,9.8,4.3
88,52,"WES",40,"Artesia, NM(irri)",732,1,151,1.19,0.59,49.6,226,8,3.8,1.16,47.6,23.6,7.2,79.1,9.1,4
88,52,"WES",40,"Artesia, NM(irri)",732,2,144,1.15,0.59,51.3,243,7,4.4,1.15,48,23.5,7.3,80,8.7,4.1
88,52,"WES",40,"Artesia, NM(irri)",748,1,123,1.15,0.57,49.6,188,8.3,3.7,1.11,43.5,18.5,6.3,78.2,9,4
88,52,"WES",40,"Artesia, NM(irri)",748,2,121,1.15,0.57,49.6,196,8.8,4.2,1.07,47,19,6.4,80.1,9.3,3.9
88,61,"PIM",42,"Yuma, AZ",471,1,174,1.38,0.68,49.3,295,7,4.1,1.35,48.8,27.7,6.7,66,11.4,3.9
88,61,"PIM",42,"Yuma, AZ",471,2,166,1.35,0.64,47.4,333,6.8,3.9,1.34,47.8,25.9,6.9,58.1,11.5,3.8
88,61,"PIM",42,"Yuma, AZ",615,1,175,1.43,0.71,49.7,307,6.5,4.1,1.43,49.3,32,7.3,66.1,10.9,3.9
88,61,"PIM",42,"Yuma, AZ",615,2,161,1.4,0.67,47.9,333,6,3.6,1.34,45.8,27.8,6.9,60.1,10.3,4
88,61,"PIM",42,"Yuma, AZ",617,1,169,1.44,0.71,49.3,295,6,4,1.43,49.8,28.8,6.6,70,10.9,3.7
88,61,"PIM",42,"Yuma, AZ",617,2,157,1.43,0.69,48.3,309,6.3,3.8,1.45,NA,29.4,7.1,NA,9.5,3.7
88,61,"PIM",42,"Yuma, AZ",727,1,189,1.47,0.75,51,345,5.5,3.9,1.42,52.8,32.2,7.3,70.7,8.6,3.9
88,61,"PIM",42,"Yuma, AZ",727,2,178,1.43,0.71,49.7,353,6.3,3.8,1.42,52.4,31.3,7.3,63.3,8.4,3.7
88,61,"PIM",42,"Yuma, AZ",746,1,178,1.44,0.73,50.7,327,6.5,4.3,1.37,50.9,30.7,7.4,73.9,7.9,4
88,61,"PIM",42,"Yuma, AZ",746,2,172,1.39,0.67,48.2,336,6.5,4,1.39,48.9,28.2,6.5,66.1,7.7,3.9
88,61,"PIM",42,"Yuma, AZ",747,1,162,1.43,0.69,48.3,307,6.5,3.9,1.43,51.5,25.5,6.6,67.2,11,3.6
88,61,"PIM",42,"Yuma, AZ",747,2,163,1.41,0.69,48.9,292,6.5,3.8,1.4,49,28.4,6.6,61.8,10.9,3.5
88,61,"PIM",44,"Marana, AZ",471,1,148,1.43,0.73,51,275,8.5,4.5,1.39,51.8,26.5,7.4,63.7,13.4,4
88,61,"PIM",44,"Marana, AZ",471,2,154,1.43,0.73,51,287,8.5,4.3,1.43,48.7,26.8,7.2,63.6,13.2,4.2
88,61,"PIM",44,"Marana, AZ",615,1,172,1.42,0.73,51.4,307,7.3,4.1,1.37,51.5,27.7,7.2,66.1,12.5,4
88,61,"PIM",44,"Marana, AZ",615,2,168,1.4,0.71,50.7,299,6.8,4.2,1.41,46.4,27.3,7,62.8,12.9,3.9
88,61,"PIM",44,"Marana, AZ",617,1,162,1.47,0.73,49.7,282,8,4,1.48,51,26.4,6.9,67.5,12.1,3.7
88,61,"PIM",44,"Marana, AZ",617,2,160,1.48,0.71,48,269,7.5,3.9,1.45,46.2,28.5,6.8,68.1,11.6,3.8
88,61,"PIM",44,"Marana, AZ",727,1,184,1.51,0.79,52.3,297,7,4.4,1.46,51.1,30.6,7.3,73.2,10,4
88,61,"PIM",44,"Marana, AZ",727,2,177,1.5,0.76,50.7,308,7.5,4.3,1.44,54.9,33.4,8,71.4,10.4,3.9
88,61,"PIM",44,"Marana, AZ",746,1,172,1.43,0.73,51,288,7,4.3,1.41,52.8,26,6.7,72.9,10.1,4.1
88,61,"PIM",44,"Marana, AZ",746,2,177,1.42,0.74,52.1,298,7,4.3,1.43,52.3,30.1,7.5,73.5,10.5,4
88,61,"PIM",44,"Marana, AZ",747,1,146,1.45,0.7,48.3,259,7.5,4,1.41,46.9,25.1,6.6,65.9,12.4,3.6
88,61,"PIM",44,"Marana, AZ",747,2,154,1.45,0.69,47.6,283,7,3.8,1.41,46.5,23.7,6.5,64.7,12.1,3.6
88,61,"PIM",182,"Maricopa, AZ",471,1,173,1.45,0.76,52.4,305,7,4.4,1.45,54.2,28,7.2,63.9,13.4,4.3
88,61,"PIM",182,"Maricopa, AZ",471,2,176,1.45,0.71,49,297,8,4.3,1.44,54.3,30.1,7.5,64.9,13,4.3
88,61,"PIM",182,"Maricopa, AZ",615,1,192,1.48,0.76,51.4,356,7.3,4.4,1.48,53.3,31.2,7.2,64.6,12.6,4.3
88,61,"PIM",182,"Maricopa, AZ",615,2,188,1.47,0.76,51.7,365,7.5,4.7,1.43,51.5,29.5,7.4,64.6,12.8,4.4
88,61,"PIM",182,"Maricopa, AZ",617,1,137,1.53,0.74,48.4,309,7.5,4.5,1.44,54.2,28.2,7.1,66.8,12.5,4.1
88,61,"PIM",182,"Maricopa, AZ",617,2,190,1.5,0.77,51.3,307,6.5,4.3,1.49,53.9,27.7,6.8,65.8,12.7,4.2
88,61,"PIM",182,"Maricopa, AZ",727,1,194,1.53,0.78,51,332,8,4.7,1.5,55.3,34.3,7.8,71.7,10.8,4.1
