"sample","test","regcode","location","loccode","varcode","rep","mic","uhm","ui","str","elo","rd","b","cgrd","area_percent","sfc_percent","trash_cnt","leaf_code","maturity"
"28056","HIGH QUAL","071","KEISER","184","1589","2",4.34,1.18,84.5,31.25,7.61981981981982,75.6,7.75,"41-1",0.57,7.7,36,4,0.85
"39005","HIGH QUAL","072","FLORENCE","036","1503","1",4.7,1.16,84.5,33.45,7.27477477477477,80.55,7.75,"21-2",0.17,7.3,16,1.5,0.86
"39006","HIGH QUAL","072","FLORENCE","036","1503","2",4.63,1.15,85.2,32.9,7.27477477477477,81.35,8.7,"21-1",0.13,6.9,13,1,0.86
"39001","HIGH QUAL","072","FLORENCE","036","1516","1",4.91,1.18,84.1,31.45,9.34504504504505,75.2,8.55,"31-4",0.34,7.2,32,2.5,0.86
"39002","HIGH QUAL","072","FLORENCE","036","1516","2",4.79,1.17,84.3,29.1,10.2076576576577,81.2,9.15,"11-1",0.27,7.6,26,2.5,0.85
"39003","HIGH QUAL","072","FLORENCE","036","1536","1",4.03,1.13,85.1,34.2,8.30990990990991,77.55,9.25,"21-4",0.28,6.8,23,2.5,0.84
"39004","HIGH QUAL","072","FLORENCE","036","1536","2",4.18,1.15,86,35.4,8.65495495495496,78.8,9.45,"21-3",0.26,6.8,28,2,0.84
"39007","HIGH QUAL","072","FLORENCE","036","1556","1",4.7,1.13,83.8,31.8,6.92972972972973,80.6,7.9,"21-2",0.24,6.5,17,2.5,0.86
"39008","HIGH QUAL","072","FLORENCE","036","1556","2",4.64,1.09,84.3,31.25,7.27477477477477,80.45,8.2,"21-1",0.28,7.4,26,2.5,0.86
"39009","HIGH QUAL","072","FLORENCE","036","1557","1",4.68,1.22,85.8,34.35,9,78.45,8.75,"21-2",0.13,6.4,19,1,0.85
"39010","HIGH QUAL","072","FLORENCE","036","1557","2",4.95,1.14,83.8,33.45,9,79,8.9,"21-1",0.11,7.2,16,1,0.86
"39011","HIGH QUAL","072","FLORENCE","036","1558","1",4.65,1.22,85.7,34.1,9.69009009009009,80.55,8.3,"21-1",0.56,6.6,25,4,0.85
"39012","HIGH QUAL","072","FLORENCE","036","1558","2",4.83,1.18,86.1,33.55,9.17252252252252,79.3,8.15,"31-1",0.27,6.8,22,2.5,0.86
"39013","HIGH QUAL","072","FLORENCE","036","1559","1",4.98,1.11,81.9,31.75,6.41216216216216,77.8,8.45,"31-1",0.52,8.9,38,3.5,0.87
"39014","HIGH QUAL","072","FLORENCE","036","1559","2",5.08,1.15,84.6,33.45,6.41216216216216,78.5,8.55,"21-2",0.8,7.1,40,5,0.87
"39031","HIGH QUAL","072","FLORENCE","036","1567","1",4.76,1.16,84.8,35.35,7.61981981981982,79.5,8.75,"21-1",0.18,7.1,23,1.5,0.86
"39032","HIGH QUAL","072","FLORENCE","036","1567","2",4.75,1.21,85.5,38,7.10225225225225,78.15,8.95,"21-2",0.21,6,12,2,0.87
"39037","HIGH QUAL","072","FLORENCE","036","1569","1",4.92,1.12,86.4,29.15,10.3801801801802,77.95,9.8,"21-3",0.2,6.2,14,2,0.85
"39038","HIGH QUAL","072","FLORENCE","036","1569","2",4.87,1.13,85.5,30.05,9.34504504504505,79.1,9.35,"21-3",0.41,6.7,22,3.5,0.86
"39015","HIGH QUAL","072","FLORENCE","036","1580","1",5.15,1.15,85.3,32.6,9,78.45,9.4,"21-3",0.14,6.1,10,1,0.87
"39016","HIGH QUAL","072","FLORENCE","036","1580","2",4.84,1.14,84.7,30.9,8.65495495495496,79.35,8.6,"21-2",0.07,6.8,5,1,0.86
"39017","HIGH QUAL","072","FLORENCE","036","1581","1",4.54,1.16,84,33.25,7.4472972972973,78.45,8.65,"21-2",0.57,6.7,37,4.5,0.86
"39018","HIGH QUAL","072","FLORENCE","036","1581","2",4.69,1.19,85.2,35.3,7.10225225225225,79.3,8.5,"21-2",0.26,6.4,24,2,0.86
"39020","HIGH QUAL","072","FLORENCE","036","1582","2",4.53,1.2,84.3,34.75,7.4472972972973,80.15,8.75,"21-1",0.46,7.3,24,4,0.86
"39019","HIGH QUAL","072","FLORENCE","036","1582","1",4.64,1.16,85.4,32.2,8.30990990990991,80.25,8.95,"21-1",0.25,7,18,2.5,0.86
"39021","HIGH QUAL","072","FLORENCE","036","1583","1",4.42,1.21,86.4,33.7,7.96486486486487,77.55,8.45,"31-1",0.46,6.2,42,3.5,0.85
"39022","HIGH QUAL","072","FLORENCE","036","1583","2",4.38,1.19,85.9,32.8,8.65495495495496,80.15,8.75,"21-1",0.28,6.4,25,2.5,0.85
"39023","HIGH QUAL","072","FLORENCE","036","1584","1",4.6,1.17,85.7,33.1,7.79234234234234,80.35,9.15,"21-1",0.22,5.9,23,1.5,0.86
"39024","HIGH QUAL","072","FLORENCE","036","1584","2",4,1.18,83.2,30.2,7.79234234234234,80.8,7.95,"21-1",0.29,7.7,29,2.5,0.84
"39025","HIGH QUAL","072","FLORENCE","036","1585","1",4.52,1.14,83.6,31.8,7.79234234234234,81.2,8.45,"21-1",0.12,7.3,9,1,0.86
"39026","HIGH QUAL","072","FLORENCE","036","1585","2",4.13,1.07,81.9,27.35,7.61981981981982,78.95,9.45,"21-3",0.23,9.1,21,2,0.84
"39027","HIGH QUAL","072","FLORENCE","036","1586","1",4.67,1.15,85.2,35.1,8.13738738738739,78.6,9.8,"11-4",0.18,5.9,21,1.5,0.86
"39028","HIGH QUAL","072","FLORENCE","036","1586","2",4.6,1.14,85.6,32.5,9,79.35,9.1,"21-1",0.46,6.6,26,3.5,0.85
"39029","HIGH QUAL","072","FLORENCE","036","1587","1",4.67,1.16,85.1,33.8,7.79234234234234,78.75,8.5,"21-2",0.27,7,19,2.5,0.86
"39030","HIGH QUAL","072","FLORENCE","036","1587","2",4.16,1.16,83.9,34.45,7.96486486486487,76.45,9.45,"31-3",0.39,7.1,29,3,0.85
"39033","HIGH QUAL","072","FLORENCE","036","1588","1",4.09,1.36,86,36.9,7.10225225225225,79.45,9,"21-1",0.14,5.2,11,1,0.85
"39034","HIGH QUAL","072","FLORENCE","036","1588","2",4.17,1.31,86.4,37.9,7.4472972972973,77.95,9,"21-2",0.65,5.5,32,4.5,0.85
"39035","HIGH QUAL","072","FLORENCE","036","1589","1",4.9,1.11,84.6,30.55,9.34504504504505,81.45,8.65,"11-2",0.07,7.3,7,1,0.86
"39036","HIGH QUAL","072","FLORENCE","036","1589","2",5.03,1.09,84,28.9,8.48243243243243,80.8,9,"11-2",0.08,7.5,6,1,0.86
"26113","BLACKLD","160","COMMERCE","194","1404","1",4.33,1.14,83.8,34.95,7.4472972972973,72.25,6.35,"51-1",1.73,7,83,7.5,0.85
"26114","BLACKLD","160","COMMERCE","194","1404","2",4,1.14,84.5,33.25,7.4472972972973,73.95,7.3,"41-2",2.23,7.3,103,8,0.84
"26123","BLACKLD","160","COMMERCE","194","1497","1",4.01,1.08,83.4,30.65,5.72207207207207,71.5,5.75,"51-1",2.89,9.3,132,8,0.85
"26124","BLACKLD","160","COMMERCE","194","1497","2",4.32,1.13,82.8,31.45,5.8945945945946,72.1,6.25,"51-1",2.31,8.7,111,8,0.86
"26125","BLACKLD","160","COMMERCE","194","1503","1",4.04,1.16,82.5,32.8,5.72207207207207,75.55,5.4,"51-1",1.73,8.4,70,7,0.85
"26126","BLACKLD","160","COMMERCE","194","1503","2",4.04,1.13,83.6,31.75,4.85945945945946,75.25,5.8,"51-1",1.77,8.4,69,8,0.85
"26115","BLACKLD","160","COMMERCE","194","1516","1",4.18,1.15,82.4,29.8,7.27477477477477,73.1,5.45,"51-1",2.05,8.8,98,8,0.85
"26116","BLACKLD","160","COMMERCE","194","1516","2",4.09,1.21,83.3,32.15,6.58468468468469,75.55,6.15,"41-2",2.03,8.1,79,8,0.85
"26117","BLACKLD","160","COMMERCE","194","1535","1",4.39,1.06,82.1,31.1,4.68693693693694,72.95,6.7,"51-1",2.49,8.8,96,8,0.86
"26118","BLACKLD","160","COMMERCE","194","1535","2",4.44,1.07,82.6,29.2,4.51441441441441,73.85,6.6,"41-2",1.88,8.9,83,8,0.86
"26119","BLACKLD","160","COMMERCE","194","1536","1",3.96,1.13,83.5,37.5,6.41216216216216,71.95,5.85,"51-1",2.61,7.7,90,8,0.85
"26120","BLACKLD","160","COMMERCE","194","1536","2",3.74,1.17,84.4,38.2,6.23963963963964,73.05,5.85,"51-1",1.47,7.6,65,7,0.84
"26121","BLACKLD","160","COMMERCE","194","1537","1",4.03,1.12,83.6,33.75,7.79234234234234,71.45,6.3,"51-1",3.22,8.3,90,8,0.84
"26122","BLACKLD","160","COMMERCE","194","1537","2",4.42,1.11,83.4,31.1,7.4472972972973,71.55,6.35,"51-1",2.47,7.9,111,8,0.85
"26127","BLACKLD","160","COMMERCE","194","1551","1",4.3,1.06,83.8,28.5,7.4472972972973,72.3,6,"51-1",1.51,7.8,86,7,0.85
"26128","BLACKLD","160","COMMERCE","194","1551","2",3.7,1.12,84.2,32.4,7.10225225225225,75.95,7.1,"41-1",0.82,7.7,80,5,0.84
"26129","BLACKLD","160","COMMERCE","194","1552","1",4.38,1.13,83.8,33.35,6.58468468468469,73.75,6.25,"51-1",1.22,8.5,85,7,0.86
"26130","BLACKLD","160","COMMERCE","194","1552","2",4.47,1.14,83,32.35,6.06711711711712,75.5,6.25,"41-2",1.68,8.2,64,8,0.86
