"yr","regcode","reg","lococde","loc","vcode","rep","yt","x25sl","x50sl","t1","e1","mic","elg_hvi","uhml","ui","str","rd","b","mic_hvi"
97,11,"PLA",12,"Lubbock, TX",578,1,136,1.11,0.58,244,11,5,11,1.1,84.6,30,76,9.9,4.8
97,11,"PLA",12,"Lubbock, TX",578,3,129,1.11,0.56,231,11,5,11,1,83.9,31,761,0,4.8
97,11,"PLA",12,"Lubbock, TX",773,1,151,1.15,0.57,257,7.8,3.7,12,0.96,84.6,33,78,9.5,3.6
97,11,"PLA",12,"Lubbock, TX",773,3,160,1.15,0.57,246,7,3.8,11,0.95,83.3,33,77,9.9,3.8
97,11,"PLA",12,"Lubbock, TX",893,1,134,1.12,0.56,214,8.5,3.9,11,0.98,82.8,31,731,1,3.9
97,11,"PLA",12,"Lubbock, TX",893,3,135,1.13,0.56,224,9,4.2,11,1,83.7,31,741,1,4.1
97,11,"PLA",12,"Lubbock, TX",906,1,128,1.07,0.53,211,6.5,4.9,10,0.98,82.2,32,77,9.9,5
97,11,"PLA",12,"Lubbock, TX",906,3,135,1.07,0.52,224,7,5.1,11,0.97,81.7,32,77,9.3,4.7
97,11,"PLA",12,"Lubbock, TX",953,1,120,1.11,0.56,210,9.5,4.4,11.08,1,3.2,7,7,1,4.3
97,11,"PLA",12,"Lubbock, TX",953,3,124,1.11,0.54,213,10,4.4,11,0.98,82.8,26,751,1,4.3
97,11,"PLA",12,"Lubbock, TX",1018,1,138,1.09,0.54,223,6.5,5.1,11,0.99,83.3,30,741,0,5
97,11,"PLA",12,"Lubbock, TX",1018,3,127,1.09,0.54,213,7.3,5.3,11,0.98,83.2,31,78,9.3,5.2
97,11,"PLA",12,"Lubbock, TX",1019,1,127,1.11,0.56,223,9.3,5.1,11,1.1,83.5,31,771,0,5
97,11,"PLA",12,"Lubbock, TX",1019,3,124,1.11,0.58,217,10,5.2,11,1,83.6,30,79,8.5,4.9
97,11,"PLA",12,"Lubbock, TX",1020,1,129,1.1,0.53,205,9,4.6,11,1,82.4,29,78,8.9,4.4
97,11,"PLA",12,"Lubbock, TX",1020,3,129,1.11,0.55,210,8.3,4.3,12,0.99,82.3,29,77,9.4,4.2
97,11,"PLA",12,"Lubbock, TX",1021,1,125,1.07,0.55,223,10,5.1,10,1,83.3,31,761,0,5
97,11,"PLA",12,"Lubbock, TX",1021,3,125,1.09,0.56,220,11,5.2,10,1,84.1,31,77,9.1,5.1
97,11,"PLA",12,"Lubbock, TX",1022,1,130,1.08,0.53,218,7,4.6,11,0.97,82.6,31,77,9.4,4.4
97,11,"PLA",12,"Lubbock, TX",1022,3,139,1.11,0.56,218,8,4.6,11,0.97,82.7,30,78,9.3,4.5
97,11,"PLA",12,"Lubbock, TX",1023,1,113,1.01,0.54,198,6.5,5.4,9,1,81.7,30,77,9.8,5.2
97,11,"PLA",12,"Lubbock, TX",1023,3,109,1,0.52,208,7.3,5.5,10,0.99,82.3,30,78,9.1,5.4
97,11,"PLA",163,"Lamesa, TX(dry)",578,1,138,1.1,0.57,231,10,5.1,11,1,83.2,32,79,8.2,4.9
97,11,"PLA",163,"Lamesa, TX(dry)",578,3,129,1.11,0.56,238,10,5,11,1,82.7,31,79,8.2,5.1
97,11,"PLA",163,"Lamesa, TX(dry)",773,1,153,1.17,0.55,252,7,4.1,12,0.94,84.2,33,78,8.9,3.9
97,11,"PLA",163,"Lamesa, TX(dry)",773,3,167,1.17,0.57,257,6.3,4.2,12,0.97,84.5,35,80,8.2,4.1
97,11,"PLA",163,"Lamesa, TX(dry)",893,1,129,1.15,0.57,230,9.5,4.6,11,1,83.5,32,78,9,4.5
97,11,"PLA",163,"Lamesa, TX(dry)",893,3,143,1.15,0.57,241,9.5,4.5,12,1,83.8,32,78,8.7,4.4
97,11,"PLA",163,"Lamesa, TX(dry)",906,1,143,1.11,0.55,244,7,4.7,11,0.99,82.6,33,78,9,4.8
97,11,"PLA",163,"Lamesa, TX(dry)",906,3,132,1.11,0.53,222,7.5,4.8,11,1,82.2,33,78,8.8,4.9
97,11,"PLA",163,"Lamesa, TX(dry)",953,1,122,1.13,0.55,216,11,4.2,11,0.99,83.7,26,77,8.9,4.1
97,11,"PLA",163,"Lamesa, TX(dry)",953,3,121,1.13,0.56,214,10,4.8,11,1,82.8,27,77,8.7,4.6
97,11,"PLA",163,"Lamesa, TX(dry)",1018,1,136,1.12,0.54,227,7,5.3,11,0.97,83.4,32,78,8.6,5.1
97,11,"PLA",163,"Lamesa, TX(dry)",1018,3,145,1.12,0.55,243,7.5,5.2,11,0.99,83.8,32,78,8.5,5.1
97,11,"PLA",163,"Lamesa, TX(dry)",1019,1,135,1.09,0.56,235,9.5,4.8,11,1,84.1,31,79,8.2,4.9
97,11,"PLA",163,"Lamesa, TX(dry)",1019,3,134,1.09,0.54,229,9,4.7,11,1,83.1,32,77,8.4,4.7
97,11,"PLA",163,"Lamesa, TX(dry)",1020,1,135,1.13,0.54,216,8.3,4.8,11,0.96,82.8,29,79,8.4,4.6
97,11,"PLA",163,"Lamesa, TX(dry)",1020,3,123,1.13,0.56,222,9.5,4.9,11,0.99,83.1,29,79,8.5,4.8
97,11,"PLA",163,"Lamesa, TX(dry)",1021,1,129,1.05,0.54,234,11,5.1,10,1,83,32,78,8.3,5.1
97,11,"PLA",163,"Lamesa, TX(dry)",1021,3,124,1.06,0.56,234,11,5.2,10,1,83.9,31,77,8.5,5.1
97,11,"PLA",163,"Lamesa, TX(dry)",1022,1,143,1.12,0.55,238,8,4.3,11,0.95,82.4,31,79,8.4,4.2
97,11,"PLA",163,"Lamesa, TX(dry)",1022,3,141,1.12,0.54,220,8,4.8,11,0.98,82.2,32,79,8.5,4.8
97,11,"PLA",163,"Lamesa, TX(dry)",1023,1,108,1.01,0.53,212,7.5,5.2,10,0.98,81.5,29,78,9.1,5.2
97,11,"PLA",163,"Lamesa, TX(dry)",1023,3,112,1.01,0.53,198,7,5.2,10,0.97,82.2,28,78,9.1,5.4
97,12,"PLA",16,"Altus, OK(iir)",578,1,134,1.1,0.57,227,9.3,4,11,1,83.1,31,71,6.9,3.6
97,12,"PLA",16,"Altus, OK(iir)",578,2,135,1.09,0.56,234,9,4.4,11,1,84,30,72,7.6,4.3
97,12,"PLA",16,"Altus, OK(iir)",773,1,155,1.13,0.57,217,8.3,3.3,11,0.88,82.9,30,71,7.6,3.2
97,12,"PLA",16,"Altus, OK(iir)",773,2,150,1.13,0.53,242,7.8,3.6,11,0.9,85.2,29,69,7,3.3
97,12,"PLA",16,"Altus, OK(iir)",893,1,143,1.17,0.57,218,8.8,3.9,11,0.94,82.9,28,69,8.1,3.6
97,12,"PLA",16,"Altus, OK(iir)",893,2,145,1.17,0.57,212,9,3.5,11,0.97,83.5,30,71,8.2,3.2
97,12,"PLA",16,"Altus, OK(iir)",906,1,136,1,0.52,215,7.5,4,11,0.91,82.2,29,72,7.7,3.8
97,12,"PLA",16,"Altus, OK(iir)",906,2,138,1.07,0.54,237,7.3,4,11,0.91,82.8,31,72,7.3,3.7
97,12,"PLA",16,"Altus, OK(iir)",953,1,121,1.13,0.56,186,9.3,3.7,11,1,83.9,26,72,7.7,3.5
97,12,"PLA",16,"Altus, OK(iir)",953,2,120,1.13,0.56,183,10,3.5,11,1,82.1,25,71,7.4,3.3
97,12,"PLA",16,"Altus, OK(iir)",1018,1,142,1.11,0.58,245,7.8,4.4,11,0.93,84.2,28,70,7.3,4.2
97,12,"PLA",16,"Altus, OK(iir)",1018,2,144,1.05,0.54,217,7.5,4.6,11,0.93,83,28,69,7.5,4.3
97,12,"PLA",16,"Altus, OK(iir)",1019,1,132,1.09,0.57,213,8.5,4.4,11,1,84.1,29,71,7.6,4.1
97,12,"PLA",16,"Altus, OK(iir)",1019,2,140,1.09,0.56,229,9.3,4.3,11,1,82.9,29,72,7.6,4.1
97,12,"PLA",16,"Altus, OK(iir)",1020,1,132,1.07,0.53,213,7.8,3.9,11,0.99,82.7,29,74,7.7,3.8
97,12,"PLA",16,"Altus, OK(iir)",1020,2,133,1.09,0.56,212,9.3,3.7,11,0.99,84.2,29,73,7.1,3.7
97,12,"PLA",16,"Altus, OK(iir)",1021,1,125,1.01,0.56,218,9,4.8,10,1,82,28,70,7.2,4.6
97,12,"PLA",16,"Altus, OK(iir)",1021,2,125,1.01,0.54,214,8.8,4.4,10,1,82.2,28,70,7.2,4.3
97,12,"PLA",16,"Altus, OK(iir)",1022,1,139,1.11,0.56,218,8,4.1,11,0.9,82.9,28,73,6.9,3.8
97,12,"PLA",16,"Altus, OK(iir)",1022,2,148,1.1,0.55,233,7.5,3.9,11,0.91,82.3,30,74,6.7,3.6
97,12,"PLA",16,"Altus, OK(iir)",1023,1,118,1,0.53,196,7.3,5,10,0.96,81.6,29,69,8.1,4.7
97,12,"PLA",16,"Altus, OK(iir)",1023,2,116,1,0.56,200,8.5,4.7,10,1,82.4,29,70,7.9,4.5
97,12,"PLA",191,"Tipton, OK",578,1,130,1.06,0.58,230,10,5,10,1,83.7,33,68,6.9,4.9
97,12,"PLA",191,"Tipton, OK",578,2,132,1.05,0.56,234,10,5,11,1.1,83.4,35,69,6.9,5
97,12,"PLA",191,"Tipton, OK",773,1,168,1.15,0.59,258,7,4.4,11,1,84.2,36,67,7,4.2
97,12,"PLA",191,"Tipton, OK",773,2,157,1.15,0.6,259,7,4.6,11,0.98,84.2,34,69,6.5,4.3
97,12,"PLA",191,"Tipton, OK",893,1,149,1.17,0.59,231,8.5,5,12,1,85.6,32,70,7.6,4.7
97,12,"PLA",191,"Tipton, OK",893,2,150,1.17,0.57,253,8,4.5,12,1,85.5,33,70,7.5,4.4
97,12,"PLA",191,"Tipton, OK",906,1,144,1.07,0.57,231,7.5,4.8,11,0.99,83.4,32,69,7.3,4.7
97,12,"PLA",191,"Tipton, OK",906,2,148,1.06,0.56,219,6.5,5,10,0.98,82.9,35,70,7.4,5
97,12,"PLA",191,"Tipton, OK",953,1,123,1.11,0.56,192,9.8,5.4,11,1,84.1,27,71,7.5,5.2
97,12,"PLA",191,"Tipton, OK",953,2,121,1.11,0.58,198,10,5,11,1,85.8,27,70,7.3,5.1
97,12,"PLA",191,"Tipton, OK",1018,1,137,1.11,0.59,235,7.5,5.2,11,1,85.6,33,67,7,5.2
97,12,"PLA",191,"Tipton, OK",1018,2,147,1.09,0.58,234,6.5,5.2,11,1,83.6,34,68,7,5.3
97,12,"PLA",191,"Tipton, OK",1019,1,138,1.07,0.55,227,9.5,5.1,11,1,83.3,32,70,6.8,5.1
97,12,"PLA",191,"Tipton, OK",1019,2,132,1.09,0.57,217,9,5.1,11,1.1,84,34,72,7.1,4.9
97,12,"PLA",191,"Tipton, OK",1020,1,140,1.12,0.59,226,9.5,5,11,1,84,33,72,7.2,4.9
97,12,"PLA",191,"Tipton, OK",1020,2,136,1.11,0.59,222,8.5,4.9,11,1,84.2,31,71,7.2,4.8
97,12,"PLA",191,"Tipton, OK",1021,1,126,1.06,0.57,211,10,5.3,10,1,82.6,33,65,7.6,5.3
97,12,"PLA",191,"Tipton, OK",1021,2,132,1.06,0.56,224,9.5,5.3,10,1,82.7,32,68,6.9,5.3
97,12,"PLA",191,"Tipton, OK",1022,1,146,1.09,0.56,237,7,4.8,11,0.96,83.2,31,70,7.6,4.8
97,12,"PLA",191,"Tipton, OK",1022,2,146,1.11,0.56,228,7.5,4.8,11,1,85.4,34,71,6.6,4.7
97,12,"PLA",191,"Tipton, OK",1023,1,113,0.99,0.56,218,7,5.6,10,1,82.9,32,69,8.1,5.5
97,12,"PLA",191,"Tipton, OK",1023,2,112,0.98,0.52,206,6.5,5.5,10,0.97,79.9,30,68,8.2,5.4
97,20,"EAS",33,"Auburn, AL",578,1,137,1.07,0.57,223,9,4.6,11,1.1,83.5,32,77,8.1,4.6
97,20,"EAS",33,"Auburn, AL",578,2,130,1.06,0.56,231,9.3,5,10,1,82.3,30,72,7.8,4.8
97,20,"EAS",33,"Auburn, AL",741,1,159,1.15,0.59,246,9,4.6,12,1,84.8,34,77,7.7,4.6
97,20,"EAS",33,"Auburn, AL",741,2,151,1.15,0.58,249,9.5,4.4,12,1,84.8,32,77,7.3,4.5
97,20,"EAS",33,"Auburn, AL",773,1,165,1.13,0.57,261,7.5,3.8,11,1,85.1,35,74,8.1,3.7
97,20,"EAS",33,"Auburn, AL",773,2,170,1.13,0.6,275,6.8,4.2,11,1,85.2,36,78,8.2,3.9
97,20,"EAS",33,"Auburn, AL",834,1,156,1.15,0.59,251,7.5,4.4,12,1,85,35,76,8.6,4.3
97,20,"EAS",33,"Auburn, AL",834,2,157,1.15,0.58,260,7.5,4.4,11,1,83.8,35,77,7.6,4.4
97,20,"EAS",33,"Auburn, AL",849,1,148,1.13,0.57,229,6.5,5.1,11,1,82.8,32,76,8.3,5.1
97,20,"EAS",33,"Auburn, AL",849,2,149,1.13,0.58,228,7.3,4.8,12,1,85.1,33,76,7.3,4.6
97,20,"EAS",33,"Auburn, AL",857,1,135,1.12,0.56,202,8.5,4.6,11,1,84,29,74,7.5,4.6
97,20,"EAS",33,"Auburn, AL",857,2,136,1.12,0.56,211,8,4.9,11,1,84.4,29,76,8.7,4.7
97,20,"EAS",33,"Auburn, AL",865,1,152,1.15,0.58,229,7.3,3.8,12,1,85,33,76,7.8,3.9
97,20,"EAS",33,"Auburn, AL",865,2,155,1.15,0.57,248,8,4.4,11,1,84.6,33,77,7.9,4.2
97,20,"EAS",33,"Auburn, AL",893,1,148,1.15,0.58,222,7.3,4,11,1,84.5,32,75,9.6,3.8
97,20,"EAS",33,"Auburn, AL",893,2,140,1.15,0.57,207,7,5.2,11,1,83.8,31,73,9.3,5
97,20,"EAS",33,"Auburn, AL",915,1,145,1.11,0.6,231,9.3,4.6,11,1,84.5,32,75,8.1,4.5
97,20,"EAS",33,"Auburn, AL",915,2,136,1.12,0.57,222,9,4.8,11,1.1,82.5,31,73,8.3,4.8
97,20,"EAS",33,"Auburn, AL",919,1,129,1.12,0.56,194,7.8,4.6,11,1,84.5,31,77,7.2,4.5
97,20,"EAS",33,"Auburn, AL",919,2,121,1.12,0.54,198,8.8,4.7,11,1.1,84.4,28,76,7.6,4.4
97,20,"EAS",33,"Auburn, AL",953,1,136,1.15,0.55,198,8.5,4.2,11,1,84.8,28,75,8.6,4.1
97,20,"EAS",33,"Auburn, AL",953,2,135,1.15,0.57,197,8.5,4.6,11,1,84.2,27,75,8.8,4.4
97,20,"EAS",33,"Auburn, AL",971,1,129,1.11,0.56,209,10,4.8,11,1,84.6,28,75,9.4,4.6
97,20,"EAS",33,"Auburn, AL",971,2,125,1.11,0.57,198,9,4.9,11,1,84.5,29,73,8.9,5
97,20,"EAS",33,"Auburn, AL",1015,1,142,1.17,0.6,211,8.5,4.4,12,1,85.6,29,75,8.9,4
97,20,"EAS",33,"Auburn, AL",1015,2,141,1.17,0.57,224,8.8,3.6,12,0.99,84.8,30,76,8.4,3.6
97,20,"EAS",33,"Auburn, AL",1016,1,137,1.11,0.56,215,8.5,5.1,11,1.1,84.8,32,75,8.6,4.9
97,20,"EAS",33,"Auburn, AL",1016,2,130,1.11,0.6,230,8.5,5.3,11,1,83.5,30,74,8.5,5.3
97,20,"EAS",33,"Auburn, AL",1075,1,129,1.12,0.58,206,8.5,5,11,1,84.7,29,72,8.5,4.7
97,20,"EAS",33,"Auburn, AL",1075,2,126,1.11,0.6,212,9,4.9,11,1,85.1,27,70,8.4,4.8
97,20,"EAS",36,"Florence, SC",578,1,124,1.09,0.56,203,7.5,4.7,11,0.98,81,29,73,7.1,4.5
97,20,"EAS",36,"Florence, SC",578,2,124,1.09,0.56,203,7.5,4.7,11,0.98,81,29,73,7.1,4.5
97,20,"EAS",36,"Florence, SC",578,3,131,1.09,0.56,215,7.5,4.7,11,0.99,81.2,30,71,7.9,4.5
97,20,"EAS",36,"Florence, SC",578,4,131,1.09,0.56,215,7.5,4.7,11,0.99,81.2,30,71,7.9,4.5
97,20,"EAS",36,"Florence, SC",741,1,129,1.15,0.58,220,6.8,4.7,11,0.97,83.9,29,72,6.8,4.7
97,20,"EAS",36,"Florence, SC",741,2,129,1.15,0.58,220,6.8,4.7,11,0.97,83.9,29,72,6.8,4.7
97,20,"EAS",36,"Florence, SC",741,3,131,1.15,0.58,224,6.8,5.1,11,0.95,81.7,30,71,6.8,4.8
97,20,"EAS",36,"Florence, SC",741,4,131,1.15,0.58,224,6.8,5.1,11,0.95,81.7,30,71,6.8,4.8
97,20,"EAS",36,"Florence, SC",773,1,145,1.13,0.56,231,6,4.5,11,0.9,83.9,31,71,7.3,4.3
97,20,"EAS",36,"Florence, SC",773,2,145,1.13,0.56,231,6,4.5,11,0.9,83.9,31,71,7.3,4.3
97,20,"EAS",36,"Florence, SC",773,3,162,1.19,0.59,248,5.5,4.2,12,0.97,86,33,70,6.9,3.9
97,20,"EAS",36,"Florence, SC",773,4,162,1.19,0.59,248,5.5,4.2,12,0.97,86,33,70,6.9,3.9
97,20,"EAS",36,"Florence, SC",834,1,127,1.13,0.56,216,6,4.9,11,0.94,82,30,74,7.6,4.8
97,20,"EAS",36,"Florence, SC",834,2,127,1.13,0.56,216,6,4.9,11,0.94,82,30,74,7.6,4.8
97,20,"EAS",36,"Florence, SC",834,3,135,1.13,0.57,221,6.5,4.7,11,0.92,83,29,74,6.9,4.5
97,20,"EAS",36,"Florence, SC",834,4,135,1.13,0.57,221,6.5,4.7,11,0.92,83,29,74,6.9,4.5
97,20,"EAS",36,"Florence, SC",849,1,113,1.09,0.54,193,6.3,5.3,10,0.99,80.9,30,73,7.2,5.2
97,20,"EAS",36,"Florence, SC",849,2,113,1.09,0.54,193,6.3,5.3,10,0.99,80.9,30,73,7.2,5.2
97,20,"EAS",36,"Florence, SC",849,3,129,1.13,0.56,185,7,4.7,11,0.89,82.7,29,70,6.9,4.9
97,20,"EAS",36,"Florence, SC",849,4,129,1.13,0.56,185,7,4.7,11,0.89,82.7,29,70,6.9,4.9
97,20,"EAS",36,"Florence, SC",857,1,126,1.1,0.53,216,7,5.2,11,1,81.9,29,74,7.6,5.1
97,20,"EAS",36,"Florence, SC",857,2,126,1.1,0.53,216,7,5.2,11,1,81.9,29,74,7.6,5.1
97,20,"EAS",36,"Florence, SC",857,3,122,1.11,0.55,207,7.5,5.1,11,1,82.3,29,74,7.6,5
97,20,"EAS",36,"Florence, SC",857,4,122,1.11,0.55,207,7.5,5.1,11,1,82.3,29,74,7.6,5
97,20,"EAS",36,"Florence, SC",865,1,125,1.11,0.55,210,7.5,5,11,0.98,80.9,30,73,7.5,4.8
97,20,"EAS",36,"Florence, SC",865,2,125,1.11,0.55,210,7.5,5,11,0.98,80.9,30,73,7.5,4.8
97,20,"EAS",36,"Florence, SC",865,3,128,1.11,0.54,225,6.5,4.2,11,0.96,81.9,30,75,7.5,4.5
97,20,"EAS",36,"Florence, SC",865,4,128,1.11,0.54,225,6.5,4.2,11,0.96,81.9,30,75,7.5,4.5
97,20,"EAS",36,"Florence, SC",893,1,125,1.09,0.54,209,6.8,5.2,11,1,81,27,71,8.3,5.1
97,20,"EAS",36,"Florence, SC",893,2,125,1.09,0.54,209,6.8,5.2,11,1,81,27,71,8.3,5.1
97,20,"EAS",36,"Florence, SC",893,3,127,1.11,0.56,203,6.5,5.1,11,0.98,81.1,28,71,7.9,5
97,20,"EAS",36,"Florence, SC",893,4,127,1.11,0.56,203,6.5,5.1,11,0.98,81.1,28,71,7.9,5
97,20,"EAS",36,"Florence, SC",915,1,135,1.07,0.55,236,7,5.2,11,1,81.9,30,72,7.3,5.1
97,20,"EAS",36,"Florence, SC",915,2,135,1.07,0.55,236,7,5.2,11,1,81.9,30,72,7.3,5.1
97,20,"EAS",36,"Florence, SC",915,3,142,1.11,0.59,224,7.5,5.2,11,1,84,31,71,7,4.8
97,20,"EAS",36,"Florence, SC",915,4,142,1.11,0.59,224,7.5,5.2,11,1,84,31,71,7,4.8
97,20,"EAS",36,"Florence, SC",919,1,117,1.13,0.54,206,7,4.7,11,0.98,80.5,27,72,7.1,4.4
97,20,"EAS",36,"Florence, SC",919,2,117,1.13,0.54,206,7,4.7,11,0.98,80.5,27,72,7.1,4.4
97,20,"EAS",36,"Florence, SC",919,3,120,1.13,0.54,196,7.3,4.6,11,0.92,81.7,26,73,7.4,4.3
97,20,"EAS",36,"Florence, SC",919,4,120,1.13,0.54,196,7.3,4.6,11,0.92,81.7,26,73,7.4,4.3
97,20,"EAS",36,"Florence, SC",953,1,112,1.13,0.57,188,8.5,5,11,0.99,83.1,24,70,7.7,4.8
97,20,"EAS",36,"Florence, SC",953,2,112,1.13,0.57,188,8.5,5,11,0.99,83.1,24,70,7.7,4.8
97,20,"EAS",36,"Florence, SC",953,3,121,1.13,0.57,195,8,4.9,11,1,83.8,26,72,7.4,4.7
97,20,"EAS",36,"Florence, SC",953,4,121,1.13,0.57,195,8,4.9,11,1,83.8,26,72,7.4,4.7
97,20,"EAS",36,"Florence, SC",971,1,114,1.1,0.55,202,7.5,5.3,11,0.99,81.7,27,70,7.9,5.1
97,20,"EAS",36,"Florence, SC",971,2,114,1.1,0.55,202,7.5,5.3,11,0.99,81.7,27,70,7.9,5.1
97,20,"EAS",36,"Florence, SC",971,3,108,1.12,0.55,198,7,5.4,11,0.96,81.4,27,69,7.6,5.2
97,20,"EAS",36,"Florence, SC",971,4,108,1.12,0.55,198,7,5.4,11,0.96,81.4,27,69,7.6,5.2
97,20,"EAS",36,"Florence, SC",1015,1,129,1.13,0.56,215,7,4.8,11,0.97,82.5,28,70,7.6,4.6
97,20,"EAS",36,"Florence, SC",1015,2,129,1.13,0.56,215,7,4.8,11,0.97,82.5,28,70,7.6,4.6
97,20,"EAS",36,"Florence, SC",1015,3,111,1.05,0.52,179,7,5.4,10,0.99,80.3,26,72,8.7,5.4
97,20,"EAS",36,"Florence, SC",1015,4,111,1.05,0.52,179,7,5.4,10,0.99,80.3,26,72,8.7,5.4
97,20,"EAS",36,"Florence, SC",1016,1,125,1.11,0.54,198,6.8,5.6,11,1,81,29,71,7.8,5.6
97,20,"EAS",36,"Florence, SC",1016,2,125,1.11,0.54,198,6.8,5.6,11,1,81,29,71,7.8,5.6
97,20,"EAS",36,"Florence, SC",1016,3,113,1.11,0.55,209,6,5,11,0.99,82.9,30,69,7.6,5.2
97,20,"EAS",36,"Florence, SC",1016,4,113,1.11,0.55,209,6,5,11,0.99,82.9,30,69,7.6,5.2
97,20,"EAS",36,"Florence, SC",1075,1,118,1.1,0.55,189,7.5,5.4,11,0.95,80.8,26,70,7.9,5.3
97,20,"EAS",36,"Florence, SC",1075,2,118,1.1,0.55,189,7.5,5.4,11,0.95,80.8,26,70,7.9,5.3
97,20,"EAS",36,"Florence, SC",1075,3,106,1.11,0.56,193,6.8,5.5,11,0.95,80.8,27,69,7.8,5.2
97,20,"EAS",36,"Florence, SC",1075,4,106,1.11,0.56,193,6.8,5.5,11,0.95,80.8,27,69,7.8,5.2
97,20,"EAS",87,"Belle Mina, AL",578,1,139,1.09,0.57,230,11,4.8,11,1,84.8,31,74,7.8,4.8
97,20,"EAS",87,"Belle Mina, AL",578,2,145,1.21,0.6,244,11,3.6,12,1.1,86.3,32,79,7.5,3.7
97,20,"EAS",87,"Belle Mina, AL",741,1,162,1.21,0.6,257,9.5,3.8,12,1,84.9,34,80,7.5,4.1
97,20,"EAS",87,"Belle Mina, AL",741,2,154,1.21,0.6,244,7.5,4.3,12,1,87,33,78,7.9,4.2
97,20,"EAS",87,"Belle Mina, AL",773,1,170,1.19,0.6,278,9,4.2,12,1,87.1,36,78,8.3,4.2
97,20,"EAS",87,"Belle Mina, AL",773,2,159,1.19,0.6,262,9,4.3,12,1,85.6,35,77,7.9,4.2
97,20,"EAS",87,"Belle Mina, AL",834,1,158,1.19,0.6,260,9,3.6,12,1,86.8,35,78,8,3.7
97,20,"EAS",87,"Belle Mina, AL",834,2,158,1.19,0.59,260,9.5,4.2,12,1,83.9,32,78,8.3,4
97,20,"EAS",87,"Belle Mina, AL",849,1,149,1.19,0.6,225,11,4.3,12,1,85.8,32,79,8.3,4.3
97,20,"EAS",87,"Belle Mina, AL",849,2,156,1.19,0.6,253,10,4,12,1.1,86.3,35,79,7.7,3.8
97,20,"EAS",87,"Belle Mina, AL",857,1,147,1.19,0.6,224,10,5.1,12,1.1,86,32,79,7.8,4.7
97,20,"EAS",87,"Belle Mina, AL",857,2,146,1.19,0.6,232,11,4.5,12,1.1,86.7,31,79,7.9,4.2
97,20,"EAS",87,"Belle Mina, AL",865,1,162,1.19,0.6,247,10,4.3,12,1,85.8,35,78,8.7,4.1
97,20,"EAS",87,"Belle Mina, AL",865,2,153,1.19,0.6,247,11,4.3,12,1,87.1,32,77,8.2,4
97,20,"EAS",87,"Belle Mina, AL",893,1,153,1.19,0.6,248,12,3.7,12,1.1,86.3,33,77,8.6,3.7
97,20,"EAS",87,"Belle Mina, AL",893,2,143,1.19,0.6,238,11,4.4,12,1,87.4,30,75,8.3,4.4
97,20,"EAS",87,"Belle Mina, AL",915,1,152,1.17,0.6,245,10,4.5,12,1.1,85.5,33,75,8.5,4
97,20,"EAS",87,"Belle Mina, AL",915,2,153,1.19,0.6,246,8.5,4.3,12,1,85.2,31,76,8,4.2
97,20,"EAS",87,"Belle Mina, AL",919,1,145,1.19,0.59,222,10,4.4,12,1,85.4,30,77,8.1,4.1
97,20,"EAS",87,"Belle Mina, AL",919,2,150,1.19,0.6,220,10,4.6,12,1,86.1,30,77,8.4,4.5
97,20,"EAS",87,"Belle Mina, AL",953,1,131,1.17,0.57,214,12,4.5,12,1.1,87.1,29,76,8.7,4.5
97,20,"EAS",87,"Belle Mina, AL",953,2,134,1.19,0.6,233,11,4.3,12,1.1,88.3,30,76,8.3,4.1
97,20,"EAS",87,"Belle Mina, AL",971,1,136,1.17,0.6,210,9.5,4.2,12,1,85.6,30,75,8.8,4
97,20,"EAS",87,"Belle Mina, AL",971,2,137,1.17,0.6,209,9.5,4,12,1,85.7,29,76,8.6,3.9
97,20,"EAS",87,"Belle Mina, AL",1015,1,137,1.19,0.6,226,11,4.4,12,1.1,85.9,30,74,9.2,4.2
97,20,"EAS",87,"Belle Mina, AL",1015,2,144,1.19,0.6,222,11,4.3,12,1,85.6,30,76,8.2,3.9
97,20,"EAS",87,"Belle Mina, AL",1016,1,149,1.19,0.6,233,11,4.8,12,1.1,87.1,33,77,8.4,4.6
97,20,"EAS",87,"Belle Mina, AL",1016,2,151,1.19,0.6,233,10,4.1,12,1,86.8,34,78,8.5,3.5
97,20,"EAS",87,"Belle Mina, AL",1075,1,136,1.15,0.58,224,9.5,3.7,12,1,84.8,30,74,8.7,3.4
97,20,"EAS",87,"Belle Mina, AL",1075,2,141,1.19,0.6,222,9,3.5,12,1,86.8,31,77,8.7,3.4
97,30,"CEN",19,"College Station, TX",578,1,132,1.11,0.56,255,8,4.9,11,1,84.3,33,63,6.7,4.9
97,30,"CEN",19,"College Station, TX",579,3,125,1.08,0.54,237,7.5,5,11,1,83,31,63,6.5,4.9
97,30,"CEN",19,"College Station, TX",689,1,113,1.13,0.56,196,6.3,5.3,11,0.95,83.4,26,63,6.1,5.2
97,30,"CEN",19,"College Station, TX",689,3,104,1.13,0.56,201,6.5,5.1,11,0.93,84.1,27,64,6.6,5.2
97,30,"CEN",19,"College Station, TX",773,1,147,1.15,0.58,259,5.3,4.1,11,0.95,85.2,35,63,6.8,4.1
97,30,"CEN",19,"College Station, TX",773,3,151,1.15,0.58,251,5.5,4.2,11,0.94,84.5,34,61,6.1,4
97,30,"CEN",19,"College Station, TX",893,1,137,1.17,0.59,223,7,5.3,12,0.97,83.7,31,61,6.5,4.9
