"yr","regcode","reg","lococde","loc","vcode","rep","yt","x25sl","x50sl","t1","e1","mic","elg_hvi","uhml","ui","str","rd","b","mic_hvi"
97,72,"RHQ",36,"Florence, SC",1046,4,128,1.12,0.54,218,6.8,4.6,11,0.94,82.9,29,72,6.7,4.5
97,72,"RHQ",36,"Florence, SC",1057,1,117,1.09,0.54,221,9.5,5.2,11,1,81.8,30,72,7.4,5.1
97,72,"RHQ",36,"Florence, SC",1057,2,117,1.09,0.54,221,9.5,5.2,11,1,81.8,30,72,7.4,5.1
97,72,"RHQ",36,"Florence, SC",1057,3,128,1.11,0.53,212,10,5,11,1,83.1,31,72,7.5,5.1
97,72,"RHQ",36,"Florence, SC",1057,4,128,1.11,0.53,212,10,5,11,1,83.1,31,72,7.5,5.1
97,72,"RHQ",36,"Florence, SC",1058,1,105,1.11,0.54,222,9,5.4,11,0.97,81.6,30,72,7.2,5.3
97,72,"RHQ",36,"Florence, SC",1058,2,105,1.11,0.54,222,9,5.4,11,0.97,81.6,30,72,7.2,5.3
97,72,"RHQ",36,"Florence, SC",1058,3,120,1.12,0.53,227,9,5.1,11,0.98,83.1,30,70,7.2,5
97,72,"RHQ",36,"Florence, SC",1058,4,120,1.12,0.53,227,9,5.1,11,0.98,83.1,30,70,7.2,5
97,72,"RHQ",36,"Florence, SC",1059,1,134,1.12,0.54,230,8,5,11,0.94,83.2,30,70,7.3,5
97,72,"RHQ",36,"Florence, SC",1059,2,134,1.12,0.54,230,8,5,11,0.94,83.2,30,70,7.3,5
97,72,"RHQ",36,"Florence, SC",1059,3,127,1.13,0.57,246,9,5.2,12,0.97,82,31,69,6.8,5
97,72,"RHQ",36,"Florence, SC",1059,4,127,1.13,0.57,246,9,5.2,12,0.97,82,31,69,6.8,5
97,72,"RHQ",36,"Florence, SC",1060,1,142,1.13,0.56,243,8,4.7,11,0.97,83.4,32,74,7.4,4.6
97,72,"RHQ",36,"Florence, SC",1060,2,142,1.13,0.56,243,8,4.7,11,0.97,83.4,32,74,7.4,4.6
97,72,"RHQ",36,"Florence, SC",1060,3,136,1.13,0.56,244,9,5.2,11,0.99,80.5,32,69,7.8,5
97,72,"RHQ",36,"Florence, SC",1060,4,136,1.13,0.56,244,9,5.2,11,0.99,80.5,32,69,7.8,5
97,72,"RHQ",36,"Florence, SC",1061,1,147,1.15,0.57,230,7.8,4.3,11,0.9,84.1,29,74,6.7,4.3
97,72,"RHQ",36,"Florence, SC",1061,2,147,1.15,0.57,230,7.8,4.3,11,0.9,84.1,29,74,6.7,4.3
97,72,"RHQ",36,"Florence, SC",1061,3,139,1.15,0.55,228,7.5,4.4,12,0.91,83.9,30,72,7,4.3
97,72,"RHQ",36,"Florence, SC",1061,4,139,1.15,0.55,228,7.5,4.4,12,0.91,83.9,30,72,7,4.3
97,72,"RHQ",36,"Florence, SC",1062,1,129,1.13,0.56,256,6.8,5.3,11,0.89,82.5,31,73,6.9,5
97,72,"RHQ",36,"Florence, SC",1062,2,129,1.13,0.56,256,6.8,5.3,11,0.89,82.5,31,73,6.9,5
97,72,"RHQ",36,"Florence, SC",1062,3,127,1.15,0.57,235,6,4.6,12,0.87,82.1,31,72,7.1,4.6
97,72,"RHQ",36,"Florence, SC",1062,4,127,1.15,0.57,235,6,4.6,12,0.87,82.1,31,72,7.1,4.6
97,72,"RHQ",36,"Florence, SC",1063,1,127,1.15,0.57,214,8,5,12,1,82.7,27,72,6.9,4.9
97,72,"RHQ",36,"Florence, SC",1063,2,127,1.15,0.57,214,8,5,12,1,82.7,27,72,6.9,4.9
97,72,"RHQ",36,"Florence, SC",1063,3,125,1.15,0.56,207,7.8,5,11,0.99,83.5,30,70,6.8,4.9
97,72,"RHQ",36,"Florence, SC",1063,4,125,1.15,0.56,207,7.8,5,11,0.99,83.5,30,70,6.8,4.9
97,72,"RHQ",36,"Florence, SC",1064,1,91,1.12,0.53,198,6,4.6,11,0.84,81.4,28,70,8.1,4.3
97,72,"RHQ",36,"Florence, SC",1064,2,91,1.12,0.53,198,6,4.6,11,0.84,81.4,28,70,8.1,4.3
97,72,"RHQ",36,"Florence, SC",1064,3,129,1.15,0.55,194,6,4.1,12,0.84,82.8,30,68,7.1,3.5
97,72,"RHQ",36,"Florence, SC",1064,4,129,1.15,0.55,194,6,4.1,12,0.84,82.8,30,68,7.1,3.5
97,72,"RHQ",36,"Florence, SC",1065,1,120,1.13,0.54,219,7.5,4.8,11,0.94,83.5,30,73,7.8,4.7
97,72,"RHQ",36,"Florence, SC",1065,2,120,1.13,0.54,219,7.5,4.8,11,0.94,83.5,30,73,7.8,4.7
97,72,"RHQ",36,"Florence, SC",1065,3,128,1.13,0.57,233,7,4.7,12,0.9,83.3,33,71,7.6,4.4
97,72,"RHQ",36,"Florence, SC",1065,4,128,1.13,0.57,233,7,4.7,12,0.9,83.3,33,71,7.6,4.4
97,72,"RHQ",36,"Florence, SC",1066,1,128,1.19,0.57,215,9,4.5,12,1,81.7,31,71,7.8,4.6
97,72,"RHQ",36,"Florence, SC",1066,2,128,1.19,0.57,215,9,4.5,12,1,81.7,31,71,7.8,4.6
97,72,"RHQ",36,"Florence, SC",1066,3,140,1.19,0.56,238,8,4.3,12,1,86.2,33,66,7.4,3.9
97,72,"RHQ",36,"Florence, SC",1066,4,140,1.19,0.56,238,8,4.3,12,1,86.2,33,66,7.4,3.9
97,72,"RHQ",36,"Florence, SC",1067,1,110,1.13,0.54,203,7.8,5,11,1,82,29,73,6.8,4.9
97,72,"RHQ",36,"Florence, SC",1067,2,110,1.13,0.54,203,7.8,5,11,1,82,29,73,6.8,4.9
97,72,"RHQ",36,"Florence, SC",1067,3,119,1.13,0.56,185,6.5,5,11,0.91,81.1,28,72,7.1,4.6
97,72,"RHQ",36,"Florence, SC",1067,4,119,1.13,0.56,185,6.5,5,11,0.91,81.1,28,72,7.1,4.6
97,72,"RHQ",36,"Florence, SC",1068,1,93,1.05,0.52,198,8.3,5,10,1,81.3,28,73,7.5,5.2
97,72,"RHQ",36,"Florence, SC",1068,2,93,1.05,0.52,198,8.3,5,10,1,81.3,28,73,7.5,5.2
97,72,"RHQ",36,"Florence, SC",1068,3,104,1.09,0.52,192,8,5.4,11,0.98,80.9,29,72,7,5.1
97,72,"RHQ",36,"Florence, SC",1068,4,104,1.09,0.52,192,8,5.4,11,0.98,80.9,29,72,7,5.1
97,72,"RHQ",36,"Florence, SC",1069,1,125,1.11,0.56,222,9.5,5.2,11,1,80.2,30,70,7.8,5.2
97,72,"RHQ",36,"Florence, SC",1069,2,125,1.11,0.56,222,9.5,5.2,11,1,80.2,30,70,7.8,5.2
97,72,"RHQ",36,"Florence, SC",1069,3,121,1.1,0.53,234,9.8,5.2,11,1,82.1,31,70,7.8,5
97,72,"RHQ",36,"Florence, SC",1069,4,121,1.1,0.53,234,9.8,5.2,11,1,82.1,31,70,7.8,5
97,72,"RHQ",36,"Florence, SC",1091,1,123,1.17,0.57,235,8.3,5.3,12,1,83.6,32,71,7.6,5
97,72,"RHQ",36,"Florence, SC",1091,2,123,1.17,0.57,235,8.3,5.3,12,1,83.6,32,71,7.6,5
97,72,"RHQ",36,"Florence, SC",1091,3,121,1.17,0.57,233,8.5,4.9,12,0.98,84.8,31,69,7.3,4.5
97,72,"RHQ",36,"Florence, SC",1091,4,121,1.17,0.57,233,8.5,4.9,12,0.98,84.8,31,69,7.3,4.5
97,72,"RHQ",36,"Florence, SC",1092,1,120,1.12,0.56,226,8,5.1,11,0.96,81.8,28,73,7.4,5
97,72,"RHQ",36,"Florence, SC",1092,2,120,1.12,0.56,226,8,5.1,11,0.96,81.8,28,73,7.4,5
97,72,"RHQ",36,"Florence, SC",1092,3,121,1.11,0.56,211,8.3,4.9,11,0.95,82.6,30,71,6.9,4.8
97,72,"RHQ",36,"Florence, SC",1092,4,121,1.11,0.56,211,8.3,4.9,11,0.95,82.6,30,71,6.9,4.8
97,72,"RHQ",36,"Florence, SC",1093,1,103,1.07,0.53,189,8.5,4.9,10,0.95,80.5,26,72,7.3,5
97,72,"RHQ",36,"Florence, SC",1093,2,103,1.07,0.53,189,8.5,4.9,10,0.95,80.5,26,72,7.3,5
97,72,"RHQ",36,"Florence, SC",1093,3,103,1.07,0.52,191,8.5,4.9,11,1,82.3,28,70,7,4.6
97,72,"RHQ",36,"Florence, SC",1093,4,103,1.07,0.52,191,8.5,4.9,11,1,82.3,28,70,7,4.6
97,72,"RHQ",87,"Belle Mina, AL",773,1,169,1.21,0.62,272,6.5,3.9,12,1,87.7,35,78,8.4,3.7
97,72,"RHQ",87,"Belle Mina, AL",773,2,168,1.21,0.6,263,7.5,4.2,12,1,88.3,35,78,8.3,4
97,72,"RHQ",87,"Belle Mina, AL",893,1,157,1.21,0.6,256,9.5,3.7,12,1,87.6,33,76,8.9,3.6
97,72,"RHQ",87,"Belle Mina, AL",893,2,160,1.21,0.6,260,11,4.1,12,1,86.8,34,78,8.9,4
97,72,"RHQ",87,"Belle Mina, AL",953,1,142,1.21,0.64,230,9,4.3,12,1,86.1,31,75,8.6,4.2
97,72,"RHQ",87,"Belle Mina, AL",953,2,133,1.19,0.6,211,9.5,4.8,12,1.1,85.6,29,73,9.4,5
97,72,"RHQ",87,"Belle Mina, AL",1045,1,156,1.25,0.62,244,7,4.4,13,0.99,87.6,31,77,7.8,4.2
97,72,"RHQ",87,"Belle Mina, AL",1045,2,153,1.25,0.64,237,7.3,4.3,12,1,87.5,32,78,8.2,4.2
97,72,"RHQ",87,"Belle Mina, AL",1046,1,156,1.19,0.6,249,8,3.9,12,1,86.7,33,80,8.4,3.6
97,72,"RHQ",87,"Belle Mina, AL",1046,2,154,1.21,0.6,244,8.5,4.1,12,1,86.3,35,77,8.1,3.8
97,72,"RHQ",87,"Belle Mina, AL",1056,1,132,1.19,0.6,203,8,4.8,12,1,85.9,27,76,8.3,4.6
97,72,"RHQ",87,"Belle Mina, AL",1056,2,137,1.19,0.6,218,7.5,4.8,12,1,85.7,29,75,8.2,4.8
97,72,"RHQ",87,"Belle Mina, AL",1057,1,154,1.25,0.65,248,8,4.5,13,1.1,88.8,33,76,8,4.6
97,72,"RHQ",87,"Belle Mina, AL",1057,2,156,1.27,0.64,249,8.8,4.5,13,1.1,88.3,34,79,8.1,4.2
97,72,"RHQ",87,"Belle Mina, AL",1058,1,161,1.23,0.62,244,7.8,4.5,12,1,86.9,36,79,8,3.6
97,72,"RHQ",87,"Belle Mina, AL",1058,2,153,1.23,0.6,253,8.8,4.8,12,1,86.6,32,78,8.1,4.3
97,72,"RHQ",87,"Belle Mina, AL",1059,1,152,1.23,0.62,259,8.3,4.6,12,1.1,86.1,35,74,9,4.4
97,72,"RHQ",87,"Belle Mina, AL",1059,2,159,1.23,0.63,255,7.3,4.6,12,1,87.3,35,74,8.6,4
97,72,"RHQ",87,"Belle Mina, AL",1060,1,162,1.21,0.63,255,7.5,4,12,1,86.9,34,78,7.7,4
97,72,"RHQ",87,"Belle Mina, AL",1060,2,170,1.23,0.65,289,8,4.5,13,1,87.3,36,76,8.1,4
97,72,"RHQ",87,"Belle Mina, AL",1061,1,170,1.23,0.65,262,7.8,3.5,13,1,89.1,33,76,7.9,3.6
97,72,"RHQ",87,"Belle Mina, AL",1061,2,172,1.23,0.65,261,7,4.1,13,1,87,36,76,6.8,3.8
97,72,"RHQ",87,"Belle Mina, AL",1062,1,173,1.21,0.6,281,6.3,3.5,12,0.95,85.6,34,78,7.9,3.3
97,72,"RHQ",87,"Belle Mina, AL",1062,2,180,1.21,0.62,265,6,4.1,0,0.97,88.3,34,78,7.3,3.8
97,72,"RHQ",87,"Belle Mina, AL",1063,1,153,1.21,0.64,237,11,4.1,12,1,88,29,78,8.7,3.8
97,72,"RHQ",87,"Belle Mina, AL",1063,2,151,1.21,0.6,229,8.5,5.2,12,1.1,86.1,33,73,8.4,5
97,72,"RHQ",87,"Belle Mina, AL",1064,1,154,1.25,0.6,245,8,3.3,13,0.95,88.1,30,76,8.6,3.2
97,72,"RHQ",87,"Belle Mina, AL",1064,2,159,1.29,0.64,259,7.5,4.5,13,0.96,86.3,32,75,8.5,4.2
97,72,"RHQ",87,"Belle Mina, AL",1065,1,159,1.21,0.59,249,7,3,12,0.98,86.8,33,77,8,2.9
97,72,"RHQ",87,"Belle Mina, AL",1065,2,160,1.21,0.6,253,6.5,4.4,12,1,86.9,33,78,8.3,4.3
97,72,"RHQ",87,"Belle Mina, AL",1066,1,160,1.29,0.69,252,11,3.6,13,1.1,87.7,35,77,8.7,3.4
97,72,"RHQ",87,"Belle Mina, AL",1066,2,155,1.31,0.64,243,11,4.1,13,1.1,88.3,35,75,8,4.2
97,72,"RHQ",87,"Belle Mina, AL",1067,1,148,1.21,0.6,238,9.5,4.1,12,1,86.7,31,77,7.9,4.3
97,72,"RHQ",87,"Belle Mina, AL",1067,2,152,1.21,0.6,222,9,4.6,12,1,85.9,31,78,8,4.2
97,72,"RHQ",87,"Belle Mina, AL",1068,1,146,1.21,0.61,217,8.5,4.7,12,1,85.7,31,78,8.4,4.6
97,72,"RHQ",87,"Belle Mina, AL",1068,2,143,1.21,0.6,213,7.8,4.8,12,1,86.7,31,79,7.8,4.5
97,72,"RHQ",87,"Belle Mina, AL",1069,1,159,1.19,0.62,258,7.5,4.4,12,1.1,85.4,37,75,9.5,4.2
97,72,"RHQ",87,"Belle Mina, AL",1069,2,161,1.19,0.61,261,7,4.7,12,1,85.3,36,75,9,4.7
97,72,"RHQ",87,"Belle Mina, AL",1091,1,135,1.21,0.62,212,9,4.4,12,1,85.8,30,74,9.9,4.7
97,72,"RHQ",87,"Belle Mina, AL",1091,2,150,1.23,0.62,230,9,4.6,12,1,88.1,32,74,9,4.5
97,80,"San Joaquin",1,"Shafter, CA",578,1,120,1.15,0.56,214,9.5,3.9,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",578,2,123,1.15,0.58,231,9.8,4.3,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",773,1,131,1.17,0.59,234,6.8,3.8,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",773,2,140,1.17,0.59,235,7,4.1,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",893,1,126,1.19,0.57,216,8,4,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",893,2,121,1.17,0.57,212,9,4,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",953,1,109,1.17,0.59,180,10,4,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",953,2,111,1.17,0.57,186,10,4,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1024,1,147,1.23,0.64,254,8,4.2,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1024,2,143,1.23,0.62,241,7.5,4,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1025,1,144,1.19,0.6,253,7.3,3.4,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1025,2,145,1.19,0.59,264,7,3.6,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1028,1,150,1.19,0.59,245,7,4.7,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1028,2,152,1.21,0.6,255,6.8,3.8,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1030,1,139,1.21,0.59,235,5.8,3.6,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1030,2,133,1.21,0.57,224,6.3,3.9,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1033,1,146,1.19,0.59,278,6.3,4.3,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1033,2,141,1.19,0.6,243,6.8,3.5,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1081,1,145,1.21,0.59,231,7.3,3.6,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1081,2,146,1.21,0.6,247,5.8,3.7,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1082,1,143,1.17,0.59,229,6.5,4.1,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1082,2,136,1.17,0.57,228,7.3,4,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1083,1,144,1.19,0.6,248,8,4.1,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1083,2,142,1.19,0.59,233,8.3,4.5,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1084,1,153,1.19,0.59,262,6.8,4.6,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1084,2,139,1.17,0.57,235,6.8,3.9,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1085,1,150,1.21,0.59,255,7.3,4,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1085,2,154,1.21,0.59,279,7,3.8,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1086,1,153,1.21,0.59,261,7.3,4.1,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1086,2,155,1.21,0.6,260,5.8,4.5,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1087,1,155,1.21,0.59,253,6,4.2,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1087,2,147,1.21,0.59,264,5.5,3.8,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1088,1,153,1.19,0.59,238,6.5,4,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1088,2,143,1.19,0.59,241,5.5,3.9,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1089,1,148,1.19,0.6,249,5.5,3.8,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1089,2,140,1.19,0.59,229,6,3.7,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1090,1,140,1.19,0.6,233,7.3,4,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",1,"Shafter, CA",1090,2,135,1.19,0.59,221,5.5,4.2,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",578,1,119,1.11,0.57,210,8.8,4.7,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",578,2,121,1.1,0.56,204,8.5,4.6,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",773,1,140,1.17,0.59,234,7.3,4.2,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",773,2,143,1.17,0.57,236,7.5,4.2,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",893,1,119,1.15,0.57,210,6.8,4.6,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",893,2,122,1.15,0.57,198,6.8,4.4,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",953,1,110,1.13,0.57,202,8.3,4.8,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",953,2,110,1.15,0.57,196,9,4.5,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1024,1,149,1.19,0.6,257,7.5,4.2,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1024,2,136,1.19,0.6,240,7.5,4.3,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1025,1,146,1.19,0.59,251,6,4.2,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1025,2,149,1.19,0.6,244,7.5,3.8,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1028,1,158,1.19,0.6,257,6.3,4.5,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1028,2,149,1.19,0.6,238,7,4.1,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1030,1,133,1.19,0.59,232,6.3,4.4,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1030,2,140,1.19,0.59,235,6.5,4.3,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1033,1,152,1.19,0.6,263,6.8,4.5,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1033,2,153,1.19,0.6,261,7.8,4.3,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1081,1,153,1.19,0.59,245,6.5,4.3,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1081,2,148,1.21,0.58,231,6.3,4,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1082,1,139,1.17,0.57,229,6.5,4.5,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1082,2,141,1.17,0.57,228,6.8,4.3,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1083,1,146,1.19,0.6,242,8.8,4.4,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1083,2,143,1.19,0.6,235,8,4.3,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1084,1,140,1.17,0.58,242,6.8,4.5,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1084,2,148,1.17,0.6,254,6.5,4.5,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1085,1,151,1.21,0.6,251,6.8,4.3,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1085,2,151,1.21,0.62,247,6.8,4,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1086,1,161,1.19,0.6,243,6.3,4.3,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1086,2,154,1.19,0.6,242,6,3.9,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1087,1,157,1.19,0.6,241,6.5,4.4,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1087,2,150,1.19,0.6,237,6.3,4.2,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1088,1,139,1.15,0.58,210,6.5,4.6,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1088,2,142,1.15,0.58,236,6,4.5,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1089,1,153,1.19,0.6,247,6.3,4.4,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1089,2,146,1.21,0.6,238,7,4.4,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1090,1,146,1.19,0.6,234,7,4.3,NA,NA,NA,NA,NA,NA,NA
97,80,"San Joaquin",132,"W Side Field Station, CA",1090,2,146,1.19,0.6,217,8.3,4.1,NA,NA,NA,NA,NA,NA,NA
97,160,"BLA",180,"Dallas, TX",578,1,162,1.11,0.58,277,7,4.6,11,0.99,83.4,36,67,8.4,4.3
97,160,"BLA",180,"Dallas, TX",578,3,157,1.13,0.58,263,6.5,4.6,11,0.94,84.7,32,69,8.6,4.3
97,160,"BLA",180,"Dallas, TX",689,1,125,1.07,0.54,219,8,5.5,11,0.99,83.3,27,67,9.6,5.6
97,160,"BLA",180,"Dallas, TX",689,3,134,1.11,0.56,219,8,5.5,11,1,84.2,32,66,9.3,5.3
97,160,"BLA",180,"Dallas, TX",773,1,140,1.13,0.58,237,7.5,5.3,11,1,83.5,32,63,7,5.1
97,160,"BLA",180,"Dallas, TX",773,3,135,1.13,0.57,258,7.5,5.4,12,1,84.5,34,64,6.7,5.3
97,160,"BLA",180,"Dallas, TX",893,1,112,1.05,0.53,193,8.3,6,10,0.97,82.8,27,70,9.7,5.8
97,160,"BLA",180,"Dallas, TX",893,3,125,1.09,0.55,200,9,5.3,11,0.99,84.8,27,70,9.2,5.2
97,160,"BLA",180,"Dallas, TX",953,1,128,1.01,0.55,223,8,5.3,10,1,82.1,30,71,8,5.5
97,160,"BLA",180,"Dallas, TX",953,3,124,1.01,0.54,232,10,5,10,1,83.4,31,68,7.8,5.4
97,160,"BLA",180,"Dallas, TX",1018,1,113,1.1,0.54,202,7.3,5.5,10,0.97,83.9,25,74,8.3,5.5
97,160,"BLA",180,"Dallas, TX",1018,1,125,1.01,0.52,222,6,5.6,10,0.97,81.5,28,70,8.4,6
97,160,"BLA",180,"Dallas, TX",1018,2,126,1.01,0.52,246,6,5.4,10,0.96,82.4,30,71,8.6,5.5
97,160,"BLA",180,"Dallas, TX",1018,3,114,1.11,0.56,212,7,5.3,11,0.98,84.2,26,73,8.2,5.3
97,160,"BLA",181,"Thrall, TX",578,1,138,1.06,0.58,226,7.8,5.1,10,0.96,83.4,30,72,8.3,5
97,160,"BLA",181,"Thrall, TX",578,3,131,1.03,0.56,233,7.3,5.3,10,0.98,83.4,30,71,7.9,5.2
97,160,"BLA",181,"Thrall, TX",689,1,115,1.09,0.56,201,6,5.4,11,0.87,84.3,25,73,8.5,5.3
97,160,"BLA",181,"Thrall, TX",689,3,115,1.09,0.56,195,6.8,5.7,11,0.94,85.5,26,72,8.9,5.8
97,160,"BLA",181,"Thrall, TX",773,1,162,1.09,0.56,258,6,5.1,11,0.96,85.1,35,72,8.7,4.6
97,160,"BLA",181,"Thrall, TX",773,3,155,1.09,0.54,264,6,4.6,11,0.92,82.6,33,69,8.8,4.4
97,160,"BLA",181,"Thrall, TX",893,1,131,1.07,0.55,215,6,5.5,11,0.96,83.8,30,70,9.9,5.6
97,160,"BLA",181,"Thrall, TX",893,3,135,1.09,0.56,236,6,5.5,11,0.97,84.4,30,70,9.8,5.7
97,160,"BLA",181,"Thrall, TX",953,1,125,1.11,0.58,204,7,5.5,11,0.95,85.5,28,70,9.5,5.6
97,160,"BLA",181,"Thrall, TX",953,3,129,1.11,0.56,214,7.3,5.6,11,0.96,85.5,28,71,9.8,5.7
97,160,"BLA",181,"Thrall, TX",1018,1,142,1.06,0.57,219,5.5,5.6,10,0.91,82.9,29,70,8.8,5.4
97,160,"BLA",181,"Thrall, TX",1018,3,132,1.06,0.57,232,5.5,5.5,10,0.95,84.4,30,73,8.6,5.8
97,170,"ARI",6,"Safford, AZ",578,1,122,1.08,0.53,198,8.5,4,NA,NA,NA,NA,NA,NA,NA
97,170,"ARI",6,"Safford, AZ",578,2,114,1.07,0.54,203,7.5,4.4,NA,NA,NA,NA,NA,NA,NA
