"br","sam","yr","re_gcode","reg","lo_ccode","loc","varcode","var","rep","mic","mat","uhml","ui","sf","str","elong","rd","plus_b","yt","waste","nepct","scn_ct","l_n","sfc_n","l_w","sfc_w","uql_w","fine","ifc","mat_ratio"
12,6,15,20,"EAS",67,"Starkville, MS",1404,"PHY 499wrf",2,4.76,0.86,1.203,86.9,5.9,33.1,8.4,70.3,8.4,75.66,"6.05",62,2,0.96,13,1.1,4,1.26,199,1.8,1.04
12,1,15,20,"EAS",67,"Starkville, MS",1412,"DP 0912B2RF",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,2,0.98,10,1.1,3,1.26,207,1.3,1.06
12,2,15,20,"EAS",67,"Starkville, MS",1412,"DP 0912B2RF",2,4.71,0.86,1.168,84.7,7,32.6,7.9,68.3,7.8,72.14,"7.76",74,4,0.94,13,1,4.1,1.24,198,2,1.03
12,7,15,20,"EAS",67,"Starkville, MS",1426,"PHY 725RF",1,4.46,0.86,1.259,86.2,6,35.6,7.9,68.2,8.2,87.39,"5.81",74,4,0.98,12,1.1,3.7,1.32,187,1.7,1.06
12,8,15,20,"EAS",67,"Starkville, MS",1426,"PHY 725RF",2,4.4,0.86,1.279,85.8,5.7,35.3,7.6,69.1,8,75.53,"6.54",72,6,1,11,1.1,3.2,1.33,188,1.4,1.07
12,3,15,20,"EAS",67,"Starkville, MS",1441,"FM 2484B2F",1,3.9,0.85,1.307,87.4,5.3,34,6.1,72.7,8,91.26,"6.77",100,3,1.01,13,1.1,3.8,1.37,177,2.2,1.04
12,4,15,20,"EAS",67,"Starkville, MS",1441,"FM 2484B2F",2,4.09,0.86,1.276,86.9,5.7,34.7,6.8,70.6,7.4,90.47,"6.11",64,1,1,12,1.1,3.7,1.34,182,1.9,1.05
12,27,15,20,"EAS",67,"Starkville, MS",1459,"PHY 444WRF",1,4.12,0.86,1.304,87.5,5.4,33.8,6.7,70.5,8,78.66,"5.68",83,2,1.07,11,1.2,3,1.41,180,2.8,1
12,28,15,20,"EAS",67,"Starkville, MS",1459,"PHY 444WRF",2,3.78,0.85,1.331,87,5.1,33.1,6.4,68.4,8.2,73.49,"7.55",117,4,1.06,12,1.2,3.3,1.43,184,2.7,1.03
12,17,15,20,"EAS",67,"Starkville, MS",1468,"ST 4946GLB2",1,4.4,0.86,1.242,86.7,6.3,35.6,7.3,70.1,8,82.5,"8.77",74,2,0.98,12,1.1,3.6,1.3,198,2.4,1.02
12,18,15,20,"EAS",67,"Starkville, MS",1468,"ST 4946GLB3",2,4.34,0.85,1.205,86,6.4,32.4,8,70.7,8.4,87.54,"7.08",143,2,0.93,14,1,4.6,1.25,190,3.2,1
12,19,15,20,"EAS",67,"Starkville, MS",1476,"ST 4747GLB2",1,4.37,0.87,1.312,85.9,5.3,31.3,5.5,73.2,7.3,80.92,"8.61",84,2,1,14,1.1,4.1,1.37,182,2.5,1.02
12,20,15,20,"EAS",67,"Starkville, MS",1476,"ST 4747GLB2",2,4.4,0.87,1.244,84.6,6.7,32.1,6.1,72.5,7.1,65.41,"6.35",84,2,0.96,14,1.1,4.4,1.32,184,2.6,1.02
12,25,15,20,"EAS",67,"Starkville, MS",1478,"PHY 333WRF",1,4.33,0.86,1.265,86.1,6,32.3,7.1,69.6,8.5,85.07,"7.08",101,4,0.99,15,1.1,4.4,1.37,183,3.2,0.99
12,26,15,20,"EAS",67,"Starkville, MS",1478,"PHY 333WRF",2,4.44,0.86,1.248,86.6,6.5,31.5,7,69.5,8.3,80.12,"5.79",65,2,0.98,14,1.1,4.1,1.32,186,3.3,0.99
12,31,15,20,"EAS",67,"Starkville, MS",1497,"PHY 312WRF",1,4.5,0.86,1.266,86.1,6.4,31.7,7.3,70.2,7.5,79.94,"7.14",76,4,1,14,1.1,4.1,1.35,188,2.8,1.02
12,32,15,20,"EAS",67,"Starkville, MS",1497,"PHY 312WRF",2,4.45,0.86,1.238,85.9,6.2,33.1,7.4,71.2,7.8,77.85,"6.53",74,5,1.01,12,1.1,3.4,1.32,197,2.2,1.04
12,29,15,20,"EAS",67,"Starkville, MS",1502,"PHY 552WRF",1,4.2,0.85,1.271,86.4,5.8,32.7,7.1,69,8.3,77.55,"6.51",81,2,1.05,10,1.1,2.8,1.35,188,2.4,1.03
12,30,15,20,"EAS",67,"Starkville, MS",1502,"PHY 552WRF",2,4.04,0.85,1.282,87,5.6,34.2,7.5,67,7.3,78.84,"6.73",109,2,0.99,14,1.1,4,1.33,185,2.6,1.02
12,9,15,20,"EAS",67,"Starkville, MS",1507,"DP 1553B2XF",1,4.33,0.85,1.273,86.3,6.2,32.8,7.9,68.7,8,68.29,"5.53",87,5,0.98,14,1.1,4.5,1.35,193,2.3,1.02
12,10,15,20,"EAS",67,"Starkville, MS",1507,"DP 1553B2XF",2,4.59,0.85,1.252,85.8,6.4,29.8,8.6,69.5,8.6,90.68,"5.78",89,2,0.99,13,1.1,4,1.34,191,2.2,1.01
12,11,15,20,"EAS",67,"Starkville, MS",1508,"DP 1555B2RF",1,4.68,0.87,1.28,86.6,5.9,33.4,7.3,72.5,8.5,85.72,"5.89",74,3,1.01,13,1.1,3.7,1.35,201,1.5,1.07
12,12,15,20,"EAS",67,"Starkville, MS",1508,"DP 1555B2RF",2,4.57,0.86,1.239,86.1,6.2,33.1,7.8,72.9,8.1,82.77,"5.26",69,2,0.97,15,1.1,4.5,1.32,190,1.9,1.03
12,13,15,20,"EAS",67,"Starkville, MS",1509,"DP 1558NRB2RF",1,4.75,0.87,1.252,86.3,6.4,34.4,7.5,71,9.6,77.77,"6.15",78,2,0.99,12,1.1,3.8,1.32,202,1.7,1.05
12,14,15,20,"EAS",67,"Starkville, MS",1509,"DP 1558NRB2RF",2,4.92,0.87,1.261,86.6,6.3,35.5,7.4,68.4,9.5,81.03,"6.04",46,1,1.02,10,1.1,3,1.32,220,1.2,1.09
12,15,15,20,"EAS",67,"Starkville, MS",1510,"DP 1538B2XF",1,4.66,0.86,1.206,86.7,6.4,31.8,8.5,70.9,8.3,60.47,"6.66",66,2,0.96,12,1,3.8,1.25,191,3,0.99
12,16,15,20,"EAS",67,"Starkville, MS",1510,"DP 1538B2XF",2,4.87,0.86,1.163,85.8,6.9,29.5,8.2,70.4,7.9,72.93,"6.12",59,0,0.96,11,1,3.6,1.23,202,2.5,1.01
12,21,15,20,"EAS",67,"Starkville, MS",1511,"ST 6182GLT",1,4.67,0.87,1.255,85.7,6.2,30.4,6.9,71.4,7.5,79.59,"7.06",94,4,0.98,13,1.1,4,1.31,186,3.3,0.99
12,22,15,20,"EAS",67,"Starkville, MS",1511,"ST 6182GLT",2,4.78,0.87,1.214,85.2,6.8,31.2,7.2,68.8,8.3,76.8,"6.62",96,3,0.96,12,1.1,3.7,1.27,195,2.4,1.02
12,23,15,20,"EAS",67,"Starkville, MS",1512,"ST 5115GLT",1,4.2,0.86,1.231,84.8,6.8,33.9,7.1,70.2,8.6,75.15,"6.71",71,3,0.96,14,1.1,4.6,1.32,179,3.5,0.98
12,24,15,20,"EAS",67,"Starkville, MS",1512,"ST 5115GLT",2,4.37,0.85,1.24,85.2,6.4,33.9,8,73.8,8,86.39,"5.99",99,10,0.93,16,1,5.2,1.29,180,3.6,0.98
71,5,15,20,"EAS",153,"Griffin, GA",1404,"PHY 499wrf",1,4.58,0.85,1.19,84.7,6.5,32.9,8.7,68.3,6.6,63.9,"11.96",160,13,0.91,15,1,4.7,1.24,188,2.9,1.01
71,6,15,20,"EAS",153,"Griffin, GA",1404,"PHY 499wrf",2,4.82,0.86,1.182,85.3,6.6,33.1,8.1,70.8,7.7,69.07,"11.77",110,11,0.94,13,1,4.1,1.23,204,1.9,1.05
71,1,15,20,"EAS",153,"Griffin, GA",1412,"DP 0912B2RF",1,4.73,0.86,1.148,83.5,8.1,31.2,7.4,69.6,6.5,69.52,"13.02",201,26,0.83,17,0.9,6.1,1.14,193,3.3,1
71,2,15,20,"EAS",153,"Griffin, GA",1412,"DP 0912B2RF",2,5,0.86,1.118,83.9,7.4,29.8,9.1,67.6,6.1,69.07,"11.48",145,16,0.87,15,0.9,5,1.16,204,2.5,1.02
71,7,15,20,"EAS",153,"Griffin, GA",1426,"PHY 725RF",1,4.27,0.85,1.203,83.5,7,34.5,7.8,65.3,7.3,93.09,"15.43",158,24,0.9,16,1,5.2,1.25,179,3.1,1.02
71,8,15,20,"EAS",153,"Griffin, GA",1426,"PHY 725RF",2,4.36,0.86,1.216,83.7,7.1,35.2,7.8,66.3,7.9,79.3,"13.92",140,20,0.92,14,1,4.5,1.26,183,3.1,1.03
71,3,15,20,"EAS",153,"Griffin, GA",1441,"FM 2484B2F",1,4.42,0.86,1.189,84.3,7.1,34.1,6.8,69.1,6.9,77.39,"11.59",131,19,0.89,18,1,5.8,1.25,178,3.7,1.01
71,4,15,20,"EAS",153,"Griffin, GA",1441,"FM 2484B2F",2,4.37,0.86,1.173,82.3,8,31.6,6.8,72.8,5.5,76.14,"10.25",134,14,0.91,16,1,5.1,1.25,184,2.9,1.03
71,27,15,20,"EAS",153,"Griffin, GA",1459,"PHY 444WRF",1,3.96,0.85,1.273,85.7,6.5,32.5,7.3,70.6,7.5,76.66,"9.18",229,14,0.98,14,1.1,4.2,1.35,175,3.7,0.99
71,28,15,20,"EAS",153,"Griffin, GA",1459,"PHY 444WRF",2,3.96,0.85,1.263,86.4,6.5,32.4,6.8,67.4,7.7,72.77,"13.76",186,10,1,15,1.1,4.3,1.38,172,3.8,0.99
71,17,15,20,"EAS",153,"Griffin, GA",1468,"ST 4946GLB2",1,4.63,0.86,1.15,84.5,6.8,31.9,8,70.3,6.4,85.13,"12.73",136,17,0.86,16,1,5.2,1.17,189,3.3,1.01
71,18,15,20,"EAS",153,"Griffin, GA",1468,"ST 4946GLB3",2,4.48,0.86,1.165,84,7.3,31.2,7.9,70.4,7,73.77,"11.85",132,15,0.88,17,1,5.4,1.2,187,3.4,1
71,19,15,20,"EAS",153,"Griffin, GA",1476,"ST 4747GLB2",1,4.21,0.86,1.177,84,7.9,31.3,5.8,71.3,6,79,"13.02",173,23,0.91,17,1,5.5,1.27,181,2.9,1.02
71,20,15,20,"EAS",153,"Griffin, GA",1476,"ST 4747GLB2",2,4.56,0.87,1.202,84.4,7.2,32.4,6,71.5,5.7,81.78,"10.54",139,11,0.89,18,1,5.9,1.27,185,3,1.03
71,25,15,20,"EAS",153,"Griffin, GA",1478,"PHY 333WRF",1,4.22,0.85,1.223,84.4,7.1,32.3,7.3,69.4,7.1,69.44,"11.65",120,12,0.95,15,1.1,4.6,1.29,183,3.3,1
71,26,15,20,"EAS",153,"Griffin, GA",1478,"PHY 333WRF",2,4.51,0.86,1.184,85.2,6.6,32.4,7.7,69.7,8,71.11,"11.97",120,14,0.93,15,1,4.6,1.26,193,2.9,1.01
71,31,15,20,"EAS",153,"Griffin, GA",1497,"PHY 312WRF",1,4.44,0.86,1.166,84.8,7,31.9,7.7,67.9,7.5,62.96,"14.26",180,9,0.88,17,1,5.5,1.23,185,4.1,0.98
71,32,15,20,"EAS",153,"Griffin, GA",1497,"PHY 312WRF",2,4.28,0.85,1.172,84.6,7,29.7,7.6,66.2,7,66.88,"12.28",202,22,0.88,16,1,5.3,1.2,184,3.8,0.98
71,29,15,20,"EAS",153,"Griffin, GA",1502,"PHY 552WRF",1,4.23,0.85,1.177,86.6,6,32.9,7.3,71.1,6.5,72.99,"13.38",188,12,0.9,17,1,5.3,1.23,171,3.7,0.99
71,30,15,20,"EAS",153,"Griffin, GA",1502,"PHY 552WRF",2,4.63,0.86,1.172,86.2,6.1,32.3,7.2,66.6,6.9,76.53,"9.2899999999999991",156,4,0.95,12,1,3.5,1.24,189,2.4,1.03
71,9,15,20,"EAS",153,"Griffin, GA",1507,"DP 1553B2XF",1,4.27,0.85,1.241,86.5,6.2,30.7,8.3,72.3,7.4,63.88,"11.64",136,4,0.95,15,1.1,4.6,1.29,180,3.8,0.98
71,10,15,20,"EAS",153,"Griffin, GA",1507,"DP 1553B2XF",2,4.57,0.85,1.238,85.9,6.2,29.9,8.5,71.5,7.5,63.77,"10.43",102,2,0.94,14,1,4.4,1.27,194,3.4,0.99
71,11,15,20,"EAS",153,"Griffin, GA",1508,"DP 1555B2RF",1,4.59,0.86,1.183,83.8,7.1,32.2,8,70.7,7.6,67.84,"11.47",119,4,0.92,15,1,4.7,1.24,188,3.1,1.01
71,12,15,20,"EAS",153,"Griffin, GA",1508,"DP 1555B2RF",2,4.35,0.85,1.2,84,7.1,32.7,8.1,70.5,7.2,74.19,"12.24",200,8,0.91,18,1,5.5,1.28,185,3.6,1
71,13,15,20,"EAS",153,"Griffin, GA",1509,"DP 1558NRB2RF",1,5.27,0.88,1.164,84.2,7.3,32.4,7.9,66.9,6.6,66.57,"10.88",88,4,0.93,13,1,4.1,1.22,212,2.1,1.05
71,14,15,20,"EAS",153,"Griffin, GA",1509,"DP 1558NRB2RF",2,4.84,0.87,1.185,84.4,7.1,34.5,7.8,68.8,7.8,67.88,"11.47",82,9,0.91,15,1,4.7,1.22,203,2.8,1.03
71,15,15,20,"EAS",153,"Griffin, GA",1510,"DP 1538B2XF",1,4.67,0.86,1.132,85.1,6.9,28.1,8,71.6,7.1,62.05,"11.45",145,12,0.91,13,1,4.3,1.2,190,3.6,0.98
71,16,15,20,"EAS",153,"Griffin, GA",1510,"DP 1538B2XF",2,4.63,0.86,1.129,84.8,6.6,28.7,8.1,73.7,6.6,75.15,"10.95",132,6,0.92,12,1,4.1,1.19,186,3.2,0.98
71,21,15,20,"EAS",153,"Griffin, GA",1511,"ST 6182GLT",1,4.49,0.86,1.224,84.6,7,31.5,7.1,70.9,7.3,71.37,"10.96",145,6,0.94,14,1,4.4,1.25,184,3.2,1
71,22,15,20,"EAS",153,"Griffin, GA",1511,"ST 6182GLT",2,4.66,0.86,1.226,85.5,6.6,31.6,7.2,71.1,7.3,75.16,"12.86",132,10,0.9,17,1,5.5,1.24,188,3.7,1
71,23,15,20,"EAS",153,"Griffin, GA",1512,"ST 5115GLT",1,4.54,0.86,1.17,84.3,6.7,30.5,7.6,73.4,6,72,"10.63",101,9,0.9,15,1,4.9,1.22,184,3.4,0.99
71,24,15,20,"EAS",153,"Griffin, GA",1512,"ST 5115GLT",2,4.74,0.87,1.114,82.7,8.4,30.7,7.4,70,7.1,59.93,"9.98",103,6,0.88,15,1,5,1.19,191,2.8,1.01
78,5,15,20,"EAS",166,"Suffolk, VA",1404,"PHY 499wrf",1,4.72,0.86,1.179,85.4,6.6,32.2,8.7,79.1,8.1,66.98,"4.9400000000000004",115,3,0.96,12,1,3.5,1.24,197,2.2,1.04
78,6,15,20,"EAS",166,"Suffolk, VA",1404,"PHY 499wrf",2,4.82,0.86,1.154,84.7,7.3,31,8.8,76.3,7.5,75.36,"6.18",138,10,0.93,13,1,4.2,1.22,201,2.4,1.03
78,1,15,20,"EAS",166,"Suffolk, VA",1412,"DP 0912B2RF",1,5.07,0.86,1.147,84.2,7.2,30,8.7,80.9,7.4,68.72,"4.34",152,9,0.94,11,1,3.4,1.21,205,2.2,1.04
78,2,15,20,"EAS",166,"Suffolk, VA",1412,"DP 0912B2RF",2,5.15,0.87,1.156,85.8,6.7,30.2,8,80.9,7.1,69.49,"4.75",97,1,0.93,11,1,3.6,1.2,204,2.2,1.04
78,7,15,20,"EAS",166,"Suffolk, VA",1426,"PHY 725RF",1,4.44,0.86,1.252,85,6.5,35.7,8,78,8.3,98.21,"4.1500000000000004",106,1,1.01,9,1.1,2.8,1.31,185,2,1.05
78,8,15,20,"EAS",166,"Suffolk, VA",1426,"PHY 725RF",2,4.77,0.86,1.183,85.9,6.3,35.5,8.8,77.7,8.5,92.08,"3.96",70,1,1.01,8,1.1,2.5,1.28,193,1.5,1.07
78,3,15,20,"EAS",166,"Suffolk, VA",1441,"FM 2484B2F",1,4.49,0.87,1.25,84.8,6.7,32,6.6,82.7,6.9,83.34,"4.22",137,1,0.98,14,1.1,4,1.33,183,2.6,1.04
78,4,15,20,"EAS",166,"Suffolk, VA",1441,"FM 2484B2F",2,4.22,0.86,1.258,85.2,6.8,31.8,6.8,83,6.4,78.39,"4.7699999999999996",132,3,0.97,14,1.1,4.1,1.33,177,2.8,1.03
78,27,15,20,"EAS",166,"Suffolk, VA",1459,"PHY 444WRF",1,3.94,0.85,1.286,85.1,6,31,7.4,82.5,7.6,71.48,"4.3099999999999996",165,4,1.03,13,1.1,3.6,1.39,178,2.4,1.03
78,28,15,20,"EAS",166,"Suffolk, VA",1459,"PHY 444WRF",2,4.07,0.85,1.283,85.7,6.2,30.4,7.3,81.6,7.2,84.09,"4.34",135,1,1.02,11,1.1,3.2,1.35,181,2,1.03
78,17,15,20,"EAS",166,"Suffolk, VA",1468,"ST 4946GLB2",1,4.63,0.86,1.209,85.4,6.7,32.8,8.4,79.9,7.5,83.66,"4.54",111,2,0.97,12,1.1,3.5,1.27,194,2.1,1.04
78,18,15,20,"EAS",166,"Suffolk, VA",1468,"ST 4946GLB3",2,4.85,0.86,1.194,84.4,6.8,31.2,8.6,80.7,8.1,85.55,"3.98",119,0,0.99,11,1.1,3.2,1.28,192,2.1,1.04
78,19,15,20,"EAS",166,"Suffolk, VA",1476,"ST 4747GLB2",1,4.22,0.86,1.225,83.4,8.1,30.8,6.5,74.6,6.1,94.97,"5.09",160,2,0.95,16,1.1,4.7,1.32,177,2.8,1.02
78,20,15,20,"EAS",166,"Suffolk, VA",1476,"ST 4747GLB2",2,4.2,0.86,1.229,83.6,7.4,31.2,6.2,81.1,6.7,82.35,"4.54",149,2,0.95,14,1.1,4.5,1.3,179,2.3,1.04
78,25,15,20,"EAS",166,"Suffolk, VA",1478,"PHY 333WRF",1,4.39,0.86,1.164,84.3,7.4,31.9,7.6,74.4,7.1,69.28,"5.44",171,4,0.93,14,1,4.4,1.23,186,2.4,1.02
78,26,15,20,"EAS",166,"Suffolk, VA",1478,"PHY 333WRF",2,4.28,0.85,1.195,85.3,7.2,30,7.7,79.6,7.8,87.25,"6.09",172,16,0.97,13,1.1,3.7,1.27,185,2.5,1.03
78,31,15,20,"EAS",166,"Suffolk, VA",1497,"PHY 312WRF",1,4.64,0.86,1.209,85.8,6.3,31.3,7.9,79.1,6.9,75.9,"9.3800000000000008",131,14,0.94,17,1.1,5.1,1.27,186,3.4,1.01
78,32,15,20,"EAS",166,"Suffolk, VA",1497,"PHY 312WRF",2,4.53,0.86,1.191,84.6,7.1,31.2,7.8,81.1,7.6,71.57,"4.57",200,11,0.93,16,1,5,1.26,186,3,1.01
78,29,15,20,"EAS",166,"Suffolk, VA",1502,"PHY 552WRF",1,4.08,0.85,1.195,85.3,6.6,31.8,7.8,81.5,6.9,75.6,"7.3",120,1,0.99,10,1.1,2.9,1.27,189,1.9,1.05
78,30,15,20,"EAS",166,"Suffolk, VA",1502,"PHY 552WRF",2,4.41,0.85,1.199,85,6.7,31.4,7.9,79.6,6.9,80.18,"5.21",136,4,1.01,10,1.1,2.8,1.29,182,1.8,1.04
78,9,15,20,"EAS",166,"Suffolk, VA",1507,"DP 1553B2XF",1,4.63,0.86,1.229,85.9,6.5,30.6,8.3,82.1,8.1,88.81,"3.31",116,0,1.02,9,1.1,2.7,1.3,195,2.5,1.02
78,10,15,20,"EAS",166,"Suffolk, VA",1507,"DP 1553B2XF",2,4.6,0.85,1.207,85.7,6.4,29.6,8.5,82.5,8.1,77.61,"4.13",104,2,1.01,9,1.1,2.8,1.28,197,2.2,1.03
78,11,15,20,"EAS",166,"Suffolk, VA",1508,"DP 1555B2RF",1,4.71,0.86,1.2,85.4,6.7,31.8,7.8,82.4,7.9,79.41,"3.95",124,10,0.97,13,1.1,3.8,1.29,197,2,1.06
78,12,15,20,"EAS",166,"Suffolk, VA",1508,"DP 1555B2RF",2,4.69,0.86,1.213,84.6,7,33.1,8.1,82.2,7.7,85.07,"3.99",152,2,0.96,14,1.1,4.3,1.3,198,2,1.05
78,13,15,20,"EAS",166,"Suffolk, VA",1509,"DP 1558NRB2RF",1,5.03,0.87,1.235,86.7,6.3,32.7,8,80.4,8.2,70.12,"9",71,1,1.06,8,1.1,2.1,1.33,208,1.2,1.07
78,14,15,20,"EAS",166,"Suffolk, VA",1509,"DP 1558NRB2RF",2,5.18,0.87,1.199,84.8,7.3,31.6,8.1,80.5,7.8,65.75,"4.01",87,0,0.98,11,1.1,3.3,1.27,204,1.6,1.05
78,15,15,20,"EAS",166,"Suffolk, VA",1510,"DP 1538B2XF",1,4.77,0.85,1.145,84.4,6.5,30.2,9.4,82.1,7.8,76.57,"9.2799999999999994",116,2,0.98,9,1,2.9,1.23,194,2,1.02
78,16,15,20,"EAS",166,"Suffolk, VA",1510,"DP 1538B2XF",2,4.73,0.86,1.147,85.2,7.2,30.2,8.5,80.2,7.5,73.02,"4.04",158,0,0.94,11,1,3.7,1.2,203,2,1.03
78,21,15,20,"EAS",166,"Suffolk, VA",1511,"ST 6182GLT",1,4.73,0.86,1.166,84.1,7,29.4,7.8,81.9,7.4,69.46,"4.59",145,3,0.93,11,1,3.7,1.2,198,1.9,1.03
78,22,15,20,"EAS",166,"Suffolk, VA",1511,"ST 6182GLT",2,4.96,0.87,1.154,85.3,6.5,28.3,7.8,82.1,7.6,64.81,"4",126,4,0.97,10,1,2.9,1.22,187,1.9,1.02
78,23,15,20,"EAS",166,"Suffolk, VA",1512,"ST 5115GLT",1,4.25,0.85,1.191,84,7.1,33.7,8,82.1,7.1,70.36,"4.63",125,2,0.92,15,1,4.9,1.26,183,2.5,1.02
78,24,15,20,"EAS",166,"Suffolk, VA",1512,"ST 5115GLT",2,4.01,0.85,1.182,83.4,8.1,30.9,7.7,79.3,6.9,67.92,"4.9400000000000004",162,2,0.91,16,1,5.3,1.27,181,3,1
26,5,15,30,"CEN",19,"College Station, TX",1404,"PHY 499wrf",1,4.69,0.86,1.078,83.9,8,31.3,7.8,78.1,8.4,71.8,"3.84",76,5,0.85,16,0.9,5.5,1.13,191,1.9,1.05
26,6,15,30,"CEN",19,"College Station, TX",1404,"PHY 499wrf",2,5.02,0.87,1.137,85.2,6.5,32.1,7.9,74.8,7.2,82.29,"9.67",71,6,0.93,11,1,3.6,1.2,207,1.2,1.08
26,1,15,30,"CEN",19,"College Station, TX",1412,"DP 0912B2RF",1,4.88,0.87,1.079,82.9,8.3,28.3,7.3,74.8,7.9,74.37,"6.47",150,5,0.83,17,0.9,6.3,1.12,203,1.7,1.06
26,2,15,30,"CEN",19,"College Station, TX",1412,"DP 0912B2RF",2,5.02,0.87,1.082,82.9,8.5,28.9,7.2,75.8,7.3,74.98,"5.29",111,6,0.85,15,0.9,5.2,1.13,205,1.5,1.08
26,7,15,30,"CEN",19,"College Station, TX",1426,"PHY 725RF",1,4.42,0.86,1.189,85.1,6.1,35.6,7.9,76,8.6,86.87,"6.02",66,0,0.94,13,1,4,1.26,185,1.6,1.07
26,8,15,30,"CEN",19,"College Station, TX",1426,"PHY 725RF",2,4.54,0.86,1.246,85.1,6.2,37,7.3,77.7,9,81.63,"4.58",102,2,0.99,12,1.1,3.6,1.33,188,1.4,1.08
26,15,15,30,"CEN",19,"College Station, TX",1427,"DP 1044B2RF",1,3.94,0.84,1.09,82.3,10.7,30.8,8.3,77.3,7.6,57.35,"7.47",114,7,0.81,21,0.9,7.7,1.15,171,4.7,0.97
26,16,15,30,"CEN",19,"College Station, TX",1427,"DP 1044B2RF",2,4.84,0.86,1.128,84.3,7.3,31.7,8.7,79.5,8.2,63.96,"5.01",138,2,0.84,19,1,6.5,1.18,198,3,1.02
26,13,15,30,"CEN",19,"College Station, TX",1436,"DP 1219B2RF",1,4.7,0.87,1.152,83.2,8.2,32.3,6.4,79.1,7.7,75.56,"6.24",82,2,0.87,17,1,5.6,1.2,189,2.1,1.06
26,14,15,30,"CEN",19,"College Station, TX",1436,"DP 1219B2RF",2,4.61,0.87,1.148,82.9,8.2,31.1,6.9,79.8,9,84.39,"17.07",77,2,0.85,19,1,6.7,1.21,186,2.3,1.05
26,17,15,30,"CEN",19,"College Station, TX",1438,"All-Tex Nitro 44B2RF",1,4.34,0.85,1.156,84.6,6.7,30.2,7.6,79.3,8.3,69.74,"5.35",90,4,0.92,13,1,4,1.22,182,2.4,1.03
26,18,15,30,"CEN",19,"College Station, TX",1438,"All-Tex Nitro 44B2RF",2,4.25,0.85,1.192,84.4,6.8,32.1,7.4,75.2,6.8,75.02,"10.52",164,13,0.91,15,1,4.9,1.24,177,2.8,1.03
26,3,15,30,"CEN",19,"College Station, TX",1441,"FM 2484B2F",1,3.86,0.85,1.147,83,8.6,31.9,6.3,80.3,7.4,83.42,"5.87",95,6,0.94,13,1,4.3,1.27,178,1.6,1.06
26,4,15,30,"CEN",19,"College Station, TX",1441,"FM 2484B2F",2,4.58,0.87,1.206,84.7,7,33.5,6.2,79.7,6.9,78.44,"8.1",58,5,0.99,11,1.1,3.3,1.31,197,1.1,1.1
26,9,15,30,"CEN",19,"College Station, TX",1465,"NG 1511B2RF",1,4.4,0.86,1.086,82.2,8,29.8,7.6,77.1,7.9,67.56,"5.32",118,3,0.87,15,1,5.3,1.17,190,2.2,1.04
26,10,15,30,"CEN",19,"College Station, TX",1465,"NG 1511B2RF",2,5.14,0.87,1.135,84.2,6.7,31.2,7.8,78.5,7.9,74.04,"4.49",53,2,0.89,13,1,4.5,1.17,201,1.6,1.06
26,11,15,30,"CEN",19,"College Station, TX",1495,"Croplan 3787B2RF",1,4.5,0.86,1.126,84.2,7,29.2,7.7,75.3,8.6,62.51,"7.13",84,1,0.9,15,1,5,1.2,186,2.3,1.02
26,12,15,30,"CEN",19,"College Station, TX",1495,"Croplan 3787B2RF",2,5.01,0.87,1.136,84,7.6,29.2,7.4,78.1,8.4,77.59,"6.42",65,0,0.92,13,1,4.3,1.21,204,1.3,1.07
26,23,15,30,"CEN",21,"Weslaco, TX",1404,"PHY 499wrf",1,4.4,0.85,1.16,84,6.9,29.9,8.1,78.6,9.7,75.13,"5.45",159,10,0.87,17,1,5.6,1.19,189,2.7,1.02
26,24,15,30,"CEN",21,"Weslaco, TX",1404,"PHY 499wrf",2,4.78,0.86,1.156,85.6,6.6,30.4,8.6,79.2,9.2,70.56,"3.34",140,2,0.89,14,1,4.6,1.18,191,2.4,1.02
26,19,15,30,"CEN",21,"Weslaco, TX",1412,"DP 0912B2RF",1,4.78,0.86,1.116,83.4,7.6,28.3,7.9,77.8,8.6,63.73,"4.78",102,3,0.89,13,1,4.1,1.16,200,2.2,1.04
26,20,15,30,"CEN",21,"Weslaco, TX",1412,"DP 0912B2RF",2,4.82,0.87,1.099,83.9,7.8,26.4,7.4,76.8,8.6,58.26,"6.6",134,8,0.86,15,0.9,5.2,1.15,201,2.4,1.03
26,25,15,30,"CEN",21,"Weslaco, TX",1426,"PHY 725RF",1,4.19,0.85,1.147,83,8.5,31.5,7.4,77.4,10.4,75.97,"6.14",124,4,0.96,12,1.1,3.8,1.28,183,2.3,1.04
26,26,15,30,"CEN",21,"Weslaco, TX",1426,"PHY 725RF",2,4.15,0.85,1.2,84.8,6.3,32.3,7.3,77.4,9.7,70.36,"6.11",139,4,0.89,17,1,5.7,1.25,172,3.5,1.01
26,33,15,30,"CEN",21,"Weslaco, TX",1427,"DP 1044B2RF",1,4.62,0.86,1.118,85,6.9,28.3,8.1,80.6,8.9,62.62,"6.22",104,5,0.85,18,0.9,6,1.15,191,3.3,1
26,34,15,30,"CEN",21,"Weslaco, TX",1427,"DP 1044B2RF",2,4.84,0.86,1.142,84.1,6.9,29.3,8.7,78.9,8.9,63.39,"6.91",102,2,0.92,13,1,4,1.19,203,2.3,1.02
