"br","sam","yr","re_gcode","reg","lo_ccode","loc","varcode","var","rep","mic","mat","uhml","ui","sf","str","elong","rd","plus_b","yt","waste","nepct","scn_ct","l_n","sfc_n","l_w","sfc_w","uql_w","fine","ifc","mat_ratio"
60,5,15,11,"PLA",12,"Lubbock, TX",1404,"PHY 499wrf",1,4.23,0.85,1.2,84.6,6.9,35.3,8.5,76.5,8.4,78.86,"6.56",164,8,0.91,15,1,4.7,1.23,178,3.7,0.96
60,6,15,11,"PLA",12,"Lubbock, TX",1404,"PHY 499wrf",2,4.24,0.85,1.202,83,7.4,33.7,7.5,76.2,8.6,81.28,"6.57",214,21,0.89,17,1,5.3,1.23,172,3.6,0.97
60,1,15,11,"PLA",12,"Lubbock, TX",1412,"DP 0912B2RF",1,4.59,0.86,1.128,82.7,8.2,31.8,8.2,76.8,8.6,75.55,"6.61",174,12,0.84,18,0.9,6.2,1.14,186,3.7,0.98
60,2,15,11,"PLA",12,"Lubbock, TX",1412,"DP 0912B2RF",2,4.76,0.86,1.13,82.7,8,30.9,8,75.8,8.1,81.16,"6.08",196,10,0.84,16,0.9,5.6,1.14,191,3.2,0.99
60,7,15,11,"PLA",12,"Lubbock, TX",1426,"PHY 725RF",1,4.12,0.85,1.207,82.6,7.2,36.5,8,76.4,8.3,77.89,"5.83",229,17,0.91,15,1,4.8,1.26,174,3.3,0.99
60,8,15,11,"PLA",12,"Lubbock, TX",1426,"PHY 725RF",2,4.53,0.86,1.195,83.6,7.5,33.5,7.9,75.9,8.8,73.09,"4.32",261,10,0.9,16,1,5.1,1.24,178,3.3,0.99
60,17,15,11,"PLA",12,"Lubbock, TX",1427,"DP 1044B2RF",1,4.22,0.84,1.202,84,7.4,32.5,8.7,77.6,8.4,66.15,"6.3",245,7,0.94,15,1.1,4.6,1.29,178,4.3,0.93
60,18,15,11,"PLA",12,"Lubbock, TX",1427,"DP 1044B2RF",2,4.51,0.85,1.163,83.5,7.5,32.5,8.9,77.7,8.4,70.83,"5.74",208,7,0.88,17,1,5.8,1.22,179,4.5,0.93
60,13,15,11,"PLA",12,"Lubbock, TX",1438,"All-Tex Nitro 44B2RF",1,4.85,0.87,1.173,82.6,7.5,33.8,7.2,78.6,7.3,82.46,"5.21",169,8,0.93,14,1,4.2,1.24,185,2.8,1
60,14,15,11,"PLA",12,"Lubbock, TX",1438,"All-Tex Nitro 44B2RF",2,3.72,0.84,1.242,85,6.9,35.4,7.6,75.4,7.7,80.19,"7.78",258,10,0.99,13,1.1,3.9,1.35,160,4.4,0.95
60,3,15,11,"PLA",12,"Lubbock, TX",1441,"FM 2484B2F",1,3.89,0.85,1.24,83.3,7.3,34.8,6.6,80.8,7.7,80.72,"7.71",206,8,0.91,17,1,5.3,1.28,162,4.1,0.98
60,4,15,11,"PLA",12,"Lubbock, TX",1441,"FM 2484B2F",2,4.31,0.84,1.156,83.5,7.3,33.2,9,76,8.4,76.72,"6.98",203,7,0.85,18,1,6.1,1.17,179,4.2,0.96
60,15,15,11,"PLA",12,"Lubbock, TX",1465,"NG 1511B2RF",1,3.91,0.84,1.186,82.6,8.2,34.2,7.6,79.1,8.2,80.04,"5.56",259,11,0.88,19,1,6.5,1.28,165,5.1,0.95
60,16,15,11,"PLA",12,"Lubbock, TX",1465,"NG 1511B2RF",2,4.6,0.85,1.168,83.2,7.2,32.6,8.8,76.3,8.4,85.97,"6.3",154,5,0.9,14,1,4.7,1.22,180,3.6,0.96
60,11,15,11,"PLA",12,"Lubbock, TX",1468,"ST 4946GLB2",1,4.28,0.85,1.177,83.8,7.6,32.8,8,76.9,8.8,75.92,"4.93",202,6,0.93,14,1,4.3,1.25,175,4,0.96
60,12,15,11,"PLA",12,"Lubbock, TX",1468,"ST 4946GLB3",2,4.42,0.85,1.177,84,7.5,33.8,8.2,78,8.6,84.85,"5.56",193,7,0.93,14,1,4.5,1.25,177,3.7,0.96
60,9,15,11,"PLA",12,"Lubbock, TX",1475,"FM 2011GT",1,4.24,0.86,1.174,83.2,7.3,33.2,6.7,79.7,7.7,82.96,"9.0299999999999994",209,8,0.85,19,1,6.6,1.19,165,4.8,0.97
60,10,15,11,"PLA",12,"Lubbock, TX",1475,"FM 2011GT",2,4.2,0.85,1.169,83.2,7.5,32.6,7.2,78.9,8,78.32,"5.41",286,9,0.87,17,1,5.8,1.21,166,4.8,0.96
60,23,15,11,"PLA",163,"Lamesa, TX(dry)",1404,"PHY 499wrf",1,4.83,0.86,1.079,82.5,8.9,30.9,8.5,79.1,9.5,73.05,"5.91",200,6,0.82,19,0.9,6.8,1.13,186,4,0.96
60,24,15,11,"PLA",163,"Lamesa, TX(dry)",1404,"PHY 499wrf",2,4.73,0.86,1.098,83.5,8.1,32.1,8.5,79.1,9.5,91.04,"5.59",180,13,0.83,19,0.9,6.5,1.13,187,3.6,0.97
60,19,15,11,"PLA",163,"Lamesa, TX(dry)",1412,"DP 0912B2RF",1,5.3,0.88,1.058,82.4,9.4,28.1,7.5,79.5,9.7,68.75,"5.48",132,4,0.82,17,0.9,6,1.09,200,2.9,1
60,20,15,11,"PLA",163,"Lamesa, TX(dry)",1412,"DP 0912B2RF",2,5.06,0.87,1.072,82.7,9.3,29.1,7.9,79.4,9.7,67.77,"4.6100000000000003",188,10,0.81,19,0.9,6.8,1.11,198,3,0.98
60,25,15,11,"PLA",163,"Lamesa, TX(dry)",1426,"PHY 725RF",1,4.68,0.86,1.12,81.3,8.4,34.2,8.4,78.8,9.7,90.3,"5.0999999999999996",247,7,0.84,19,0.9,6.8,1.18,175,4,0.97
60,26,15,11,"PLA",163,"Lamesa, TX(dry)",1426,"PHY 725RF",2,4.46,0.86,1.13,82.7,8.6,34.1,8,78.3,9.4,90.08,"5.91",193,7,0.86,16,1,5.7,1.18,180,3.2,0.99
60,35,15,11,"PLA",163,"Lamesa, TX(dry)",1427,"DP 1044B2RF",1,4.59,0.85,1.09,82.2,9.7,31.2,8.3,80.2,9.3,81.17,"6.58",194,5,0.79,22,0.9,8.3,1.13,184,5.3,0.93
60,36,15,11,"PLA",163,"Lamesa, TX(dry)",1427,"DP 1044B2RF",2,4.67,0.86,1.075,81.2,9.6,30.1,8,80.2,9.3,69.71,"5.95",196,6,0.81,21,0.9,7.4,1.14,183,5.1,0.94
60,31,15,11,"PLA",163,"Lamesa, TX(dry)",1438,"All-Tex Nitro 44B2RF",1,4.13,0.85,1.145,82.7,8.8,33.4,8,80.3,9.2,84.31,"4.5",260,6,0.87,18,1,6.1,1.21,169,5.4,0.94
60,32,15,11,"PLA",163,"Lamesa, TX(dry)",1438,"All-Tex Nitro 44B2RF",2,4.1,0.85,1.152,82.9,8,33.9,7.8,80.8,9.4,86.86,"4.92",246,5,0.88,16,1,5.4,1.21,172,4.2,0.95
60,21,15,11,"PLA",163,"Lamesa, TX(dry)",1441,"FM 2484B2F",1,4.15,0.86,1.125,82.2,9.3,32.5,6.3,82.7,8.4,76.74,"4.84",286,2,0.83,20,0.9,7.1,1.18,170,4.5,0.96
60,22,15,11,"PLA",163,"Lamesa, TX(dry)",1441,"FM 2484B2F",2,4.39,0.87,1.135,81.9,9,30.7,6.1,83.1,8.2,92.97,"5.89",203,2,0.84,20,1,7.1,1.2,175,4,0.97
60,33,15,11,"PLA",163,"Lamesa, TX(dry)",1465,"NG 1511B2RF",1,5.07,0.86,1.044,82.1,9.9,29.6,8.6,79.3,9.9,77.49,"5.42",127,2,0.82,17,0.9,6.1,1.1,196,3.4,0.97
60,34,15,11,"PLA",163,"Lamesa, TX(dry)",1465,"NG 1511B2RF",2,4.85,0.86,1.045,81.3,10.4,30.2,8.8,78.9,9.8,67.3,"5.93",214,10,0.79,19,0.9,7.3,1.09,189,3.9,0.96
60,29,15,11,"PLA",163,"Lamesa, TX(dry)",1468,"ST 4946GLB2",1,5,0.87,1.072,82.4,8.5,31.9,8.1,78.7,9.6,94.7,"4.66",168,4,0.84,16,0.9,5.7,1.12,194,3.2,0.99
60,30,15,11,"PLA",163,"Lamesa, TX(dry)",1468,"ST 4946GLB3",2,4.9,0.87,1.083,83.2,8.4,30.7,7.8,79.1,9.6,83.24,"4.5999999999999996",166,5,0.83,18,0.9,6.3,1.12,190,3.7,0.97
60,27,15,11,"PLA",163,"Lamesa, TX(dry)",1475,"FM 2011GT",1,4.03,0.86,1.075,81.2,9.8,32.5,6.3,80.3,8.9,79.7,"5.79",217,8,0.77,25,0.9,9.4,1.12,163,5.7,0.94
60,28,15,11,"PLA",163,"Lamesa, TX(dry)",1475,"FM 2011GT",2,4.21,0.86,1.092,82.6,9.2,29.6,6.5,81,8.8,94.13,"5.73",263,4,0.76,25,0.9,9.2,1.11,168,5.7,0.94
26,59,15,12,"PLA",15,"hillicothe, TX",1404,"PHY 499wrf",1,5.23,0.87,1.128,85.2,6.8,33.4,8.9,78.1,8.2,79.9,"5.39",80,4,0.93,11,1,3.5,1.2,209,1.3,1.07
26,60,15,12,"PLA",15,"hillicothe, TX",1404,"PHY 499wrf",2,4.9,0.85,1.133,85.1,6.1,34.7,9.9,80.7,8.6,70.22,"3.78",62,2,0.92,11,1,3.4,1.16,206,1.5,1.06
26,55,15,12,"PLA",15,"hillicothe, TX",1412,"DP 0912B2RF",1,5.2,0.87,1.056,83.1,7.5,29.3,8.3,78.4,8.6,65.19,"4.08",76,2,0.83,15,0.9,5.3,1.08,211,2,1.06
26,56,15,12,"PLA",15,"hillicothe, TX",1412,"DP 0912B2RF",2,5.35,0.87,1.085,83.3,7.7,30.7,8.3,76.9,8.4,71.79,"5.52",98,5,0.83,16,0.9,5.9,1.12,217,1.8,1.06
26,61,15,12,"PLA",15,"hillicothe, TX",1426,"PHY 725RF",1,4.72,0.86,1.209,86,5.7,37.2,8.9,77.8,8.7,87.74,"14.17",88,4,0.98,10,1.1,3,1.27,197,1.4,1.08
26,62,15,12,"PLA",15,"hillicothe, TX",1426,"PHY 725RF",2,4.77,0.86,1.194,85.1,6.4,35.7,8.3,78.6,8.3,82.47,"5.26",78,4,0.95,11,1,3.6,1.24,199,1.2,1.08
26,71,15,12,"PLA",15,"hillicothe, TX",1427,"DP 1044B2RF",1,4.94,0.86,1.141,84.3,7.1,31.9,9.1,80.1,8.3,73.35,"11.65",96,1,0.89,16,1,5.2,1.2,209,2.1,1.04
26,72,15,12,"PLA",15,"hillicothe, TX",1427,"DP 1044B2RF",2,5.18,0.87,1.115,84.2,5.8,31.4,8.5,80.1,8.3,85.33,"5.0999999999999996",56,1,0.92,12,1,3.6,1.19,215,1.2,1.06
26,67,15,12,"PLA",15,"hillicothe, TX",1438,"All-Tex Nitro 44B2RF",1,4.63,0.86,1.17,85.4,6.1,34.2,8.4,76.2,7.6,82.29,"7.33",76,10,0.91,14,1,4.4,1.21,197,1.7,1.06
26,68,15,12,"PLA",15,"hillicothe, TX",1438,"All-Tex Nitro 44B2RF",2,4.42,0.85,1.194,86.6,5.4,33.7,9,79.6,8.1,90.68,"6.12",71,4,0.95,11,1,3.4,1.23,195,1.7,1.06
26,57,15,12,"PLA",15,"hillicothe, TX",1441,"FM 2484B2F",1,4.77,0.87,1.209,85.2,6.6,34.4,6.7,81.7,7.2,87.93,"6.2",86,4,0.97,12,1.1,3.6,1.28,197,1.6,1.07
26,58,15,12,"PLA",15,"hillicothe, TX",1441,"FM 2484B2F",2,4.59,0.86,1.2,85.3,5.9,33.3,7.1,83,7.4,84.53,"4.7699999999999996",71,6,0.96,11,1,3.5,1.25,193,1.7,1.07
26,69,15,12,"PLA",15,"hillicothe, TX",1465,"NG 1511B2RF",1,5.26,0.86,1.139,86.1,6.1,32.2,9.3,79.9,8.5,82.61,"4.1900000000000004",56,2,0.91,11,1,3.5,1.16,215,1.5,1.07
26,70,15,12,"PLA",15,"hillicothe, TX",1465,"NG 1511B2RF",2,5.36,0.86,1.088,84.1,6.8,30.6,10.1,78.1,8.8,67.6,"5.32",89,4,0.85,14,0.9,5,1.11,221,1.5,1.08
26,65,15,12,"PLA",15,"hillicothe, TX",1468,"ST 4946GLB2",1,5.24,0.87,1.148,85.5,6.1,34.1,8.9,79.4,8.3,80.29,"6.34",62,3,0.92,12,1,3.9,1.2,218,1.6,1.08
26,66,15,12,"PLA",15,"hillicothe, TX",1468,"ST 4946GLB3",2,5.17,0.87,1.138,85.1,6.6,32.8,8.8,79.6,8.7,100.2,"3.33",40,2,0.9,12,1,4,1.16,218,1.4,1.09
26,63,15,12,"PLA",15,"hillicothe, TX",1475,"FM 2011GT",1,4.88,0.87,1.134,84.9,6.5,31.2,6.9,81.3,8.2,75.27,"7.18",71,1,0.92,12,1,3.9,1.2,191,2,1.05
26,64,15,12,"PLA",15,"hillicothe, TX",1475,"FM 2011GT",2,5.16,0.88,1.146,84.6,6.2,32.2,7.1,80.3,8.2,75.19,"4.95",78,4,0.89,12,1,4.3,1.17,205,1.6,1.07
58,5,15,20,"EAS",36,"Florence, SC",1404,"PHY 499wrf",1,4.82,0.86,1.108,83.1,8.2,28.7,8.8,57.3,8.8,49.1,"11.89",118,13,0.78,24,0.9,8.6,1.14,193,4.4,0.97
58,6,15,20,"EAS",36,"Florence, SC",1404,"PHY 499wrf",2,4.8,0.86,1.101,82.5,8.4,27.1,7.6,58.2,8.6,49.91,"11.52",135,9,0.8,23,0.9,8.3,1.14,186,4.9,0.96
58,1,15,20,"EAS",36,"Florence, SC",1412,"DP 0912B2RF",1,5.07,0.87,1.113,84,7.6,29.4,7.8,62.3,7.7,54.1,"12.29",88,10,0.85,17,0.9,5.6,1.13,207,3,1.02
58,2,15,20,"EAS",36,"Florence, SC",1412,"DP 0912B2RF",2,5.05,0.87,1.106,83.4,8.5,28.7,7.8,59.2,8.3,53.09,"12.02",130,4,0.8,21,0.9,7.6,1.12,203,3.9,0.99
58,7,15,20,"EAS",36,"Florence, SC",1426,"PHY 725RF",1,4.45,0.86,1.162,83.2,8.6,29.5,7.1,56.3,8.4,60.61,"12.61",132,12,0.82,22,1,7.9,1.2,177,4.6,0.97
58,8,15,20,"EAS",36,"Florence, SC",1426,"PHY 725RF",2,4.41,0.86,1.173,82.2,7.7,30.3,7.3,56.5,9,82.42,"13.99",156,10,0.84,23,1,8,1.24,178,4.8,0.98
58,3,15,20,"EAS",36,"Florence, SC",1441,"FM 2484B2F",1,4.23,0.86,1.198,84.2,7.9,31.1,6.6,61.7,7.4,62.85,"9.82",101,7,0.86,19,1,6.4,1.23,186,3.5,1
58,4,15,20,"EAS",36,"Florence, SC",1441,"FM 2484B2F",2,3.72,0.85,1.174,84.2,7.2,31.6,6.3,63.6,7.6,78.47,"12.16",124,4,0.87,20,1,6.5,1.25,181,3.9,1
58,27,15,20,"EAS",36,"Florence, SC",1459,"PHY 444WRF",1,3.82,0.85,1.191,81.7,9.2,27.2,6,60.2,8.5,47.03,"23.26",165,14,0.84,24,1,8.2,1.27,171,5.1,0.95
58,28,15,20,"EAS",36,"Florence, SC",1459,"PHY 444WRF",2,3.84,0.85,1.221,82.1,8.2,27.3,6.4,61,8.2,51.33,"13.59",166,8,0.83,26,1,8.9,1.27,171,5.2,0.96
58,17,15,20,"EAS",36,"Florence, SC",1468,"ST 4946GLB2",1,4.98,0.87,1.152,83.2,8,27.3,7.8,60.6,7.7,68.91,"13.53",122,7,0.79,23,0.9,8.5,1.15,194,4.5,0.97
58,18,15,20,"EAS",36,"Florence, SC",1468,"ST 4946GLB3",2,4.94,0.87,1.14,85.1,7.1,31.2,7.9,60.6,8,60.79,"12.22",78,8,0.84,20,0.9,6.9,1.19,189,3.8,0.99
58,19,15,20,"EAS",36,"Florence, SC",1476,"ST 4747GLB2",1,4.82,0.88,1.132,82,9.9,26,5,60.9,7.5,54.97,"13.18",118,11,0.85,20,1,6.9,1.22,183,3.7,0.99
58,20,15,20,"EAS",36,"Florence, SC",1476,"ST 4747GLB2",2,4.72,0.88,1.151,83.1,8.1,27.3,5.2,58.8,7.9,58.29,"11.12",95,13,0.85,20,1,6.7,1.19,191,3.1,1.02
58,25,15,20,"EAS",36,"Florence, SC",1478,"PHY 333WRF",1,4.05,0.85,1.138,82.4,10,26.1,6.2,56.3,8.9,45.11,"24.39",137,6,0.82,23,1,8.3,1.21,180,4.6,0.96
58,26,15,20,"EAS",36,"Florence, SC",1478,"PHY 333WRF",2,4.23,0.86,1.133,82.3,9.1,25.1,6.3,58.6,8.9,55.07,"12.9",204,4,0.78,26,0.9,9.6,1.18,177,5.7,0.94
58,31,15,20,"EAS",36,"Florence, SC",1497,"PHY 312WRF",1,4.5,0.86,1.153,83.3,7.9,27.8,6.7,62,8.6,53.28,"10.81",101,7,0.87,21,1,6.9,1.23,189,3.7,1
58,32,15,20,"EAS",36,"Florence, SC",1497,"PHY 312WRF",2,4.66,0.87,1.146,83.1,7.7,28.3,6.9,58.6,8.2,49.01,"12.32",90,6,0.81,23,0.9,8,1.18,193,4.3,0.99
58,29,15,20,"EAS",36,"Florence, SC",1502,"PHY 552WRF",1,4.15,0.85,1.141,83.3,8.6,28.7,6.8,58.9,7.9,61.12,"11.96",129,6,0.84,21,1,7.3,1.21,179,4.1,0.98
58,30,15,20,"EAS",36,"Florence, SC",1502,"PHY 552WRF",2,4.03,0.85,1.151,83.6,8.7,27.9,6.4,60.7,7.8,69.84,"12.46",108,8,0.81,23,0.9,8.4,1.18,173,4.8,0.97
58,9,15,20,"EAS",36,"Florence, SC",1507,"DP 1553B2XF",1,4.48,0.85,1.173,83.7,8,26.3,8.2,60.2,8.1,50.64,"11.59",144,12,0.88,19,1,6.7,1.24,178,4.9,0.95
58,10,15,20,"EAS",36,"Florence, SC",1507,"DP 1553B2XF",2,4.39,0.85,1.165,84.2,8,27.3,8.3,61.2,7.8,49.3,"9.9",130,19,0.83,22,1,7.7,1.2,185,4.8,0.96
58,11,15,20,"EAS",36,"Florence, SC",1508,"DP 1555B2RF",1,4.65,0.87,1.152,83,8.6,28,6.8,60.7,8.1,50.57,"14.21",106,7,0.82,22,0.9,7.9,1.19,186,4.2,0.98
58,12,15,20,"EAS",36,"Florence, SC",1508,"DP 1555B2RF",2,4.36,0.86,1.111,81.2,10.2,28.5,6.3,58.4,8.9,46.1,"14.07",102,6,0.8,24,0.9,8.8,1.17,184,4.8,0.97
58,13,15,20,"EAS",36,"Florence, SC",1509,"DP 1558NRB2RF",1,4.55,0.86,1.162,83.6,9.2,29.5,7,60.3,8.6,53.56,"10.74",115,7,0.82,22,0.9,8,1.19,182,4.8,0.96
58,14,15,20,"EAS",36,"Florence, SC",1509,"DP 1558NRB2RF",2,4.84,0.87,1.129,82.7,8.4,28.7,6.9,62.1,8.1,52.2,"9.85",93,9,0.83,21,0.9,7.6,1.18,197,4,0.99
58,15,15,20,"EAS",36,"Florence, SC",1510,"DP 1538B2XF",1,4.45,0.85,1.096,82.9,8.9,26,7.9,59.2,8.4,50.82,"13.12",90,6,0.83,19,0.9,7,1.18,173,4.9,0.94
58,16,15,20,"EAS",36,"Florence, SC",1510,"DP 1538B2XF",2,4.73,0.86,1.085,82.6,9.3,26.5,7.7,59.6,7.8,44.69,"12.04",84,6,0.81,20,0.9,7.7,1.13,188,4.4,0.95
58,21,15,20,"EAS",36,"Florence, SC",1511,"ST 6182GLT",1,4.55,0.86,1.161,82.9,7.8,27.6,7.1,62.3,7.7,50.11,"13.41",95,6,0.86,19,1,6.5,1.2,178,4,0.97
58,22,15,20,"EAS",36,"Florence, SC",1511,"ST 6182GLT",2,4.63,0.86,1.11,82.6,8.9,27.1,7.2,59.7,8.1,56.68,"11.37",98,9,0.8,24,0.9,8.9,1.18,181,5.2,0.95
58,23,15,20,"EAS",36,"Florence, SC",1512,"ST 5115GLT",1,4.38,0.86,1.128,83.5,8.3,28.4,6.8,62.4,7.6,61.14,"11.81",84,13,0.87,16,1,5.6,1.18,184,3.4,0.99
58,24,15,20,"EAS",36,"Florence, SC",1512,"ST 5115GLT",2,4.74,0.87,1.117,81.7,8.7,26,6.9,62.1,7.2,49.26,"18.7",117,8,0.8,23,0.9,8.4,1.16,182,4.7,0.95
61,5,15,20,"EAS",37,"Rocky Mount, NC",1404,"PHY 499wrf",1,4.71,0.86,1.143,86,6.4,35.1,8.4,78.8,8.5,82.24,"3.94",71,4,0.92,13,1,4.1,1.19,186,2.7,1
61,6,15,20,"EAS",37,"Rocky Mount, NC",1404,"PHY 499wrf",2,5.02,0.86,1.158,86.2,6.1,34.8,9,77.3,8.5,75.9,"5.51",74,4,0.91,13,1,4,1.18,185,2.8,0.99
61,1,15,20,"EAS",37,"Rocky Mount, NC",1412,"DP 0912B2RF",1,4.76,0.86,1.125,85.2,6.6,30.4,7.9,80.4,8.1,79.27,"5.45",58,3,0.94,9,1,3,1.19,194,1.9,1
61,2,15,20,"EAS",37,"Rocky Mount, NC",1412,"DP 0912B2RF",2,4.57,0.86,1.139,85.2,6.9,31.7,7.7,79.4,8.4,73.21,"8.32",67,4,0.89,13,1,4.3,1.17,183,3.3,0.98
61,7,15,20,"EAS",37,"Rocky Mount, NC",1426,"PHY 725RF",1,4.79,0.86,1.182,85,5.8,41.6,8.5,76,8.4,92.57,"5.83",73,2,0.98,8,1,2.6,1.25,180,1.6,1.02
61,8,15,20,"EAS",37,"Rocky Mount, NC",1426,"PHY 725RF",2,4.71,0.86,1.214,86,6,37.1,8,79.1,8.2,81.42,"4.4800000000000004",86,7,1.01,10,1.1,3,1.32,178,2.4,1.02
61,3,15,20,"EAS",37,"Rocky Mount, NC",1441,"FM 2484B2F",1,4.5,0.87,1.146,83.7,7.6,34.1,6.1,81.9,7.5,87.33,"5.65",92,2,0.87,17,1,5.7,1.2,176,3.2,1
61,4,15,20,"EAS",37,"Rocky Mount, NC",1441,"FM 2484B2F",2,4.35,0.86,1.167,83.9,7.4,33.9,6.3,82.8,7.5,71.44,"6.04",120,2,0.89,17,1,5.5,1.23,166,3.7,0.98
61,27,15,20,"EAS",37,"Rocky Mount, NC",1459,"PHY 444WRF",1,4.15,0.85,1.208,85.7,6.5,32.5,7.4,81.6,7.8,85.13,"5.37",130,4,0.94,15,1,4.7,1.28,184,3.1,1.01
61,28,15,20,"EAS",37,"Rocky Mount, NC",1459,"PHY 444WRF",2,4.45,0.86,1.204,86.4,6.6,32.9,7.4,80,8.3,76.71,"5.9",120,2,0.87,20,1,6.7,1.22,170,4.6,0.98
61,17,15,20,"EAS",37,"Rocky Mount, NC",1468,"ST 4946GLB2",1,4.63,0.86,1.113,83.9,7.2,33.5,7.9,80.7,8.2,81.32,"5.94",268,18,0.75,26,0.9,0.3,1.1,184,4.6,0.97
61,18,15,20,"EAS",37,"Rocky Mount, NC",1468,"ST 4946GLB3",2,4.46,0.85,1.128,84.5,7.5,34.9,8.5,79.2,8.5,108.8,"8.36",85,2,0.85,18,1,6.3,1.18,187,3.4,1
61,19,15,20,"EAS",37,"Rocky Mount, NC",1476,"ST 4747GLB2",1,4.69,0.88,1.171,83,7.9,31.5,5.6,80.9,7.8,72.14,"5.36",82,5,0.9,16,1,5.3,1.24,176,2.8,1.01
61,20,15,20,"EAS",37,"Rocky Mount, NC",1476,"ST 4747GLB2",2,4.51,0.87,1.176,84,8.2,31.1,6.2,79.3,7.3,74.99,"5.82",76,4,0.87,18,1,6.2,1.23,177,3.2,1
61,25,15,20,"EAS",37,"Rocky Mount, NC",1478,"PHY 333WRF",1,4.23,0.85,1.177,84.9,6.9,32,7.2,79.9,8.4,66.32,"7.11",112,7,0.89,16,1,5.5,1.22,175,3.7,0.99
61,26,15,20,"EAS",37,"Rocky Mount, NC",1478,"PHY 333WRF",2,4.55,0.86,1.117,82.9,8,30,7.2,79.4,9.1,74.66,"7.43",175,13,0.78,25,0.9,9.2,1.15,179,5.5,0.97
61,31,15,20,"EAS",37,"Rocky Mount, NC",1497,"PHY 312WRF",1,4.01,0.85,1.204,84.7,7.4,33,6.9,81.5,8.3,76.52,"5.18",150,4,0.91,18,1,5.7,1.26,170,4.2,0.97
61,32,15,20,"EAS",37,"Rocky Mount, NC",1497,"PHY 312WRF",2,4.39,0.85,1.154,85.6,7.8,30.3,7.7,80.2,8.3,70.72,"6.12",83,5,0.91,16,1,5.3,1.23,182,3.5,1
61,29,15,20,"EAS",37,"Rocky Mount, NC",1502,"PHY 552WRF",1,4.16,0.85,1.126,84,8.4,34.2,7.2,81.1,7.6,78.18,"5.72",97,0,0.9,14,1,4.8,1.2,184,3,1.01
61,30,15,20,"EAS",37,"Rocky Mount, NC",1502,"PHY 552WRF",2,4.56,0.86,1.157,85.9,6.5,32.5,7.9,81.2,7.3,80.49,"5.89",106,9,0.91,13,1,4.2,1.2,187,2.7,1.02
61,9,15,20,"EAS",37,"Rocky Mount, NC",1507,"DP 1553B2XF",1,4.72,0.86,1.2,85.6,6.4,30.1,8.5,80.6,8.2,65.33,"4.4800000000000004",60,2,0.99,10,1.1,3.3,1.27,184,2.4,0.96
61,10,15,20,"EAS",37,"Rocky Mount, NC",1507,"DP 1553B2XF",2,4.84,0.86,1.176,85,7.2,33,8.2,80.2,8.7,60.73,"5.15",128,2,0.91,15,1,4.9,1.22,183,3.6,0.96
61,11,15,20,"EAS",37,"Rocky Mount, NC",1508,"DP 1555B2RF",1,5.2,0.88,1.158,85.3,6.8,32.4,7.4,80.8,7.7,85.15,"4.92",86,6,0.89,15,1,5.1,1.2,187,2.6,1
61,12,15,20,"EAS",37,"Rocky Mount, NC",1508,"DP 1555B2RF",2,4.63,0.86,1.193,84.8,6.9,35.2,7.4,81.8,7.9,79.83,"4.96",111,7,0.94,14,1,4.2,1.24,185,2.7,1
61,13,15,20,"EAS",37,"Rocky Mount, NC",1509,"DP 1558NRB2RF",1,4.74,0.87,1.226,85.5,6.9,35.6,7.4,79.2,8.7,78.89,"5.56",66,3,1,11,1.1,3.5,1.31,194,2.3,1.01
61,14,15,20,"EAS",37,"Rocky Mount, NC",1509,"DP 1558NRB2RF",2,5.16,0.87,1.157,84.5,7.1,33.6,7.8,77.9,8.4,70.43,"4.6399999999999997",45,2,0.96,11,1,3.6,1.24,201,2,1.02
61,15,15,20,"EAS",37,"Rocky Mount, NC",1510,"DP 1538B2XF",1,5.06,0.87,1.065,83,9,32.2,7.9,80.5,8.7,73.55,"9.0399999999999991",105,6,0.8,20,0.9,7.4,1.09,184,4.2,0.96
61,16,15,20,"EAS",37,"Rocky Mount, NC",1510,"DP 1538B2XF",2,4.85,0.86,1.098,83.5,7.7,28.1,8.1,79.9,8.2,80.56,"5.41",57,3,0.9,12,1,3.8,1.17,195,2.2,0.99
61,21,15,20,"EAS",37,"Rocky Mount, NC",1511,"ST 6182GLT",1,4.84,0.87,1.195,84.9,6.8,32.8,7.2,79.6,7.8,78.08,"4.41",63,0,0.93,13,1,4.4,1.24,188,2.3,1.01
61,22,15,20,"EAS",37,"Rocky Mount, NC",1511,"ST 6182GLT",2,5.21,0.88,1.15,86,6.6,33.1,7.6,77.9,9,85.03,"5.31",51,2,0.92,11,1,3.5,1.18,205,1.6,1.05
61,23,15,20,"EAS",37,"Rocky Mount, NC",1512,"ST 5115GLT",1,3.88,0.84,1.172,85.2,6.8,32.3,7.6,80.5,7.7,67.4,"6.03",156,14,0.87,18,1,6.5,1.22,170,3.9,0.96
61,24,15,20,"EAS",37,"Rocky Mount, NC",1512,"ST 5115GLT",2,4.55,0.86,1.116,83.8,7.3,31.7,7.7,82.5,7.7,72.71,"6.11",82,5,0.88,17,1,5.7,1.2,172,3.4,0.98
12,5,15,20,"EAS",67,"Starkville, MS",1404,"PHY 499wrf",1,4.65,0.86,1.211,85.9,6.5,33.8,7.9,68.2,7.9,74.01,"7.48",104,2,0.93,14,1,4.5,1.25,193,2.3,1.03
