"yr","regcode","reg","loccode","loc","vcode","rep","yt","x25sl","x50sl","ui","t1","e1","mic","elg_star","ui_spin","str_spin","rd_spin","b_spin","mic_spin"
89,71,"RHQ",30,"Jackson, TN",796,2,"126",1.19,0.6,50,"230",8,4.9,6.5,87.2,31.6,76.7,0,4.9
89,71,"RHQ",30,"Jackson, TN",797,1,"132",1.16,0.6,51.5,"212",7,4.6,6.1,86.3,27.9,77.1,9.5,4.7
89,71,"RHQ",30,"Jackson, TN",797,2,"136",1.18,0.6,51.1,"203",7.3,4.6,6.2,86,26.5,77.9,9.5,4.4
89,71,"RHQ",30,"Jackson, TN",798,1,"119",1.17,0.58,49.6,"214",7.5,4.6,6.2,86.8,29.8,74.9,9.4,4.2
89,71,"RHQ",30,"Jackson, TN",798,2,"137",1.19,0.61,50.8,"222",7.5,4.4,6.2,86.8,28.9,75.9,9.5,4.4
89,71,"RHQ",30,"Jackson, TN",799,1,"132",1.16,0.61,52.4,"223",8,4.7,6.3,86.4,29,76.6,9.4,4.7
89,71,"RHQ",30,"Jackson, TN",799,2,"118",1.18,0.61,51.3,"216",7.8,4.6,6.4,87.7,28.3,76,9.6,4.7
89,71,"RHQ",30,"Jackson, TN",800,1,"115",1.11,0.55,49.8,"203",8.3,4.6,6.5,86.1,26.2,75.4,9.8,4.5
89,71,"RHQ",30,"Jackson, TN",800,2,"103",1.17,0.57,49,"201",7.5,4.2,6.2,84.4,23.2,73.5,0,4.1
89,71,"RHQ",75,"Porgetageville, MO",245,1,"125",1.16,0.56,47.9,"194",9.8,3.8,6.6,83.6,26.9,73.2,9,3.7
89,71,"RHQ",75,"Porgetageville, MO",245,2,"125",1.17,0.59,50,"201",9.5,4.1,6.9,83.8,28.4,73.6,9.1,4.1
89,71,"RHQ",75,"Porgetageville, MO",266,1,"115",1.21,0.58,47.7,"201",7.3,4.1,6.3,84.4,29.1,73.3,8.4,4
89,71,"RHQ",75,"Porgetageville, MO",266,2,"118",1.21,0.56,46.1,"210",7,4.2,6,84.1,28.6,72.6,8.5,4.1
89,71,"RHQ",75,"Porgetageville, MO",477,1,"135",1.19,0.57,47.7,"235",7.5,3.6,6.1,84.9,33.5,71,7.7,3.7
89,71,"RHQ",75,"Porgetageville, MO",477,2,"133",1.17,0.57,48.7,"247",7,3.9,6.4,85.3,33.2,73,7.6,3.5
89,71,"RHQ",75,"Porgetageville, MO",689,1,"113",1.15,0.54,46.7,"197",9,4.2,6.4,83.7,26.2,75.7,8.7,4.2
89,71,"RHQ",75,"Porgetageville, MO",689,2,"110",1.11,0.55,49.1,"192",9,4.5,6.9,85.2,24.6,76.1,8.5,4.5
89,71,"RHQ",75,"Porgetageville, MO",714,1,"120",1.17,0.56,47.7,"215",7.3,4.4,6.2,84.4,30.3,73.4,8.7,4.3
89,71,"RHQ",75,"Porgetageville, MO",714,2,"119",1.15,0.56,48.7,"217",7.5,4.5,6.6,85.4,29,74.2,9.2,4.6
89,71,"RHQ",75,"Porgetageville, MO",748,1,"119",1.17,0.56,48.1,"214",7.5,4.2,5.8,83.2,28.2,73.8,8.6,4.1
89,71,"RHQ",75,"Porgetageville, MO",748,2,"113",1.17,0.56,48.1,"204",7.3,4.1,6.3,83.2,24.6,73.7,8.9,4.2
89,71,"RHQ",75,"Porgetageville, MO",784,1,"115",1.16,0.54,46.4,"217",7,4.2,6.2,83.9,27.4,71,8.5,4
89,71,"RHQ",75,"Porgetageville, MO",784,2,"118",1.14,0.56,48.9,"208",7,4.1,5.6,82.1,28.7,74,8,3.8
89,71,"RHQ",75,"Porgetageville, MO",785,1,"124",1.17,0.59,50.5,"198",7.5,4.2,6.3,84.4,30.4,73.6,8.7,4.1
89,71,"RHQ",75,"Porgetageville, MO",785,2,"117",1.17,0.56,47.7,"203",8,4,6.2,82.9,27.1,72.4,8.6,4
89,71,"RHQ",75,"Porgetageville, MO",789,1,"119",1.13,0.56,49.1,"221",7.8,4.2,6.1,83.7,31.3,75.1,8.4,4
89,71,"RHQ",75,"Porgetageville, MO",789,2,"122",1.15,0.56,48.9,"219",7,4.5,6.4,83.4,30.7,76,8.5,4.5
89,71,"RHQ",75,"Porgetageville, MO",790,1,"127",1.14,0.56,49.4,"196",7.8,4.1,5.9,83.4,28.7,73,7.8,4.1
89,71,"RHQ",75,"Porgetageville, MO",790,2,"121",1.12,0.56,49.6,"197",7,4.3,5.9,84.3,28.3,72.5,7.8,4.4
89,71,"RHQ",75,"Porgetageville, MO",791,1,"129",1.17,0.55,47.3,"220",7.3,4.2,6.3,83.1,30.4,73.3,9,4
89,71,"RHQ",75,"Porgetageville, MO",791,2,"132",1.16,0.58,50,"216",8,4.5,6.5,84.4,30.1,73,8.6,4.6
89,71,"RHQ",75,"Porgetageville, MO",792,1,"128",1.15,0.56,48.7,"217",7.5,4,6,84.5,31.5,72.6,8,3.7
89,71,"RHQ",75,"Porgetageville, MO",792,2,"126",1.15,0.57,49.8,"216",7.8,4.1,6.4,83.2,29.7,74.2,8.3,3.9
89,71,"RHQ",75,"Porgetageville, MO",793,1,"128",1.13,0.55,48.9,"219",8.3,4.4,6.5,83.7,29.8,74.6,9.2,4.4
89,71,"RHQ",75,"Porgetageville, MO",793,2,"123",1.12,0.55,48.7,"213",9,4.9,6.5,84,28.3,74.7,9.2,4.9
89,71,"RHQ",75,"Porgetageville, MO",794,1,"118",1.16,0.58,49.8,"209",9,4.3,6.7,84.8,28.5,75.1,9.2,4.2
89,71,"RHQ",75,"Porgetageville, MO",794,2,"125",1.15,0.58,50.2,"206",8.5,4.4,6.5,83.9,29,74.7,9.2,4.3
89,71,"RHQ",75,"Porgetageville, MO",795,1,"131",1.16,0.57,49.4,"206",9,4.1,6.5,83.4,28.8,72.4,7.8,4
89,71,"RHQ",75,"Porgetageville, MO",795,2,"119",1.15,0.55,47.9,"215",8.3,4.1,6.5,83.5,31.3,71.4,8.1,3.9
89,71,"RHQ",75,"Porgetageville, MO",796,1,"143",1.17,0.57,48.5,"239",8,4.5,6.7,83.2,33.6,73.6,8.8,4.1
89,71,"RHQ",75,"Porgetageville, MO",796,2,"133",1.18,0.57,48.1,"234",8.3,4.2,6.7,85.4,32.4,72.8,8.9,4.1
89,71,"RHQ",75,"Porgetageville, MO",797,1,"133",1.17,0.56,47.5,"216",6.8,4.2,5.9,85.4,29.5,73.7,8.3,4.1
89,71,"RHQ",75,"Porgetageville, MO",797,2,"137",1.16,0.56,47.9,"219",6.8,4,6.2,84.6,30.6,72.4,8.2,3.7
89,71,"RHQ",75,"Porgetageville, MO",798,1,"133",1.17,0.56,47.9,"229",7.5,4.1,6.3,83.8,33.1,73.2,8.5,3.8
89,71,"RHQ",75,"Porgetageville, MO",798,2,"137",1.17,0.55,46.8,"235",7.5,4,6.3,85.2,30.8,73,8.5,3.9
89,71,"RHQ",75,"Porgetageville, MO",799,1,"120",1.16,0.56,48.1,"206",8.5,4.4,6.6,83.2,29.8,72.9,8.9,4.2
89,71,"RHQ",75,"Porgetageville, MO",799,2,"117",1.15,0.56,48.5,"207",7.8,4.5,6.5,83.7,29.2,71.8,8.9,4.3
89,71,"RHQ",75,"Porgetageville, MO",800,1,"111",1.09,0.52,47.5,"222",8.5,3.9,6.7,82.7,31.3,74.1,8.8,3.8
89,71,"RHQ",75,"Porgetageville, MO",800,2,"110",1.08,0.52,48.1,"225",8.3,4.1,6.6,81.9,30,74.8,8.5,3.9
89,72,"RHQ",35,"Tifton, GA",714,1,".",NA,NA,NA,".",NA,NA,NA,NA,NA,NA,NA,NA
89,72,"RHQ",35,"Tifton, GA",714,2,".",NA,NA,NA,".",NA,NA,NA,NA,NA,NA,NA,NA
89,72,"RHQ",35,"Tifton, GA",799,1,".",NA,NA,NA,".",NA,NA,NA,NA,NA,NA,NA,NA
89,72,"RHQ",35,"Tifton, GA",799,2,".",NA,NA,NA,".",NA,NA,NA,NA,NA,NA,NA,NA
89,72,"RHQ",35,"Tifton, GA",800,1,".",NA,NA,NA,".",NA,NA,NA,NA,NA,NA,NA,NA
89,72,"RHQ",35,"Tifton, GA",800,2,".",NA,NA,NA,".",NA,NA,NA,NA,NA,NA,NA,NA
89,72,"RHQ",36,"Florence, SC",245,1,"132",1.16,0.58,50.3,"199",9.5,4.3,6.9,85.7,26,76,9.7,4.7
89,72,"RHQ",36,"Florence, SC",245,2,"128",1.18,0.62,52.2,"198",10.3,4.2,6.5,84.6,30.4,74.7,9.5,4.2
89,72,"RHQ",36,"Florence, SC",266,1,"116",1.18,0.59,49.6,"211",7,4.9,6.3,85.5,27,77.8,8.5,4.8
89,72,"RHQ",36,"Florence, SC",266,2,"112",1.18,0.58,49.4,"195",8,4.8,6.3,86.8,27.8,79.6,9,4.7
89,72,"RHQ",36,"Florence, SC",477,1,"132",1.2,0.62,51.5,"238",6.8,4.3,6.2,87.9,29.6,79,8.4,4.5
89,72,"RHQ",36,"Florence, SC",477,2,"135",1.2,0.63,52.5,"220",8,3.9,6.4,86.4,29.4,78.3,8.9,4.3
89,72,"RHQ",36,"Florence, SC",689,1,"116",1.15,0.58,50.3,"190",9.3,5.2,7,86,24.3,81,9.1,5.1
89,72,"RHQ",36,"Florence, SC",689,2,"116",1.14,0.58,51.1,"177",10.5,4.9,6.5,85.8,24.6,82,8.4,5.2
89,72,"RHQ",36,"Florence, SC",714,1,"128",1.14,0.56,48.9,"198",9,4.8,6.5,87,25,76.6,8.9,4.4
89,72,"RHQ",36,"Florence, SC",714,2,"118",1.16,0.58,49.8,"199",8,4.6,6.4,84.3,27.4,77.3,9.4,4.4
89,72,"RHQ",36,"Florence, SC",748,1,"118",1.17,0.59,50.2,"189",8.3,5,6.3,83.5,26.3,78.3,9.2,4.8
89,72,"RHQ",36,"Florence, SC",748,2,"112",1.14,0.57,49.8,"198",7.3,5.3,6.3,87.4,27.5,77.6,9,5.2
89,72,"RHQ",36,"Florence, SC",784,1,"129",1.15,0.6,52.4,"207",8,4.8,5.8,83.8,25.1,78.3,9.3,5.1
89,72,"RHQ",36,"Florence, SC",784,2,"113",1.16,0.58,50.2,"198",7.8,4.8,6.2,85.7,26,80.1,8.7,5
89,72,"RHQ",36,"Florence, SC",785,1,"114",1.18,0.59,50.2,"199",8.8,4.8,6.4,85.8,27.2,76.9,8.8,4.7
89,72,"RHQ",36,"Florence, SC",785,2,"122",1.18,0.62,52.4,"194",8.5,4.4,6.3,85.1,26.6,78.7,8.8,4.4
89,72,"RHQ",36,"Florence, SC",789,1,"121",1.15,0.58,50.2,"212",8.5,4.8,6.6,85.5,27.7,80.2,8.7,5
89,72,"RHQ",36,"Florence, SC",789,2,"127",1.16,0.58,50.2,"206",8,4.6,6.2,87.4,28.6,79.6,8.8,4.6
89,72,"RHQ",36,"Florence, SC",790,1,"123",1.14,0.58,50.7,"197",7.8,5.1,6.6,85.7,28.3,78.5,8.5,5
89,72,"RHQ",36,"Florence, SC",790,2,"116",1.15,0.6,52,"201",8.3,5.2,6.5,86.8,27.1,79.4,8.6,5
89,72,"RHQ",36,"Florence, SC",791,1,"119",1.15,0.61,52.6,"204",8.5,4.8,6.5,85.9,27.9,78.3,9.3,4.8
89,72,"RHQ",36,"Florence, SC",791,2,"127",1.15,0.59,51.1,"220",7.5,4.9,6.5,84.7,27.2,77.4,9.6,4.9
89,72,"RHQ",36,"Florence, SC",792,1,"119",1.15,0.59,51.1,"199",7.3,4.9,6.3,85,24.9,79.1,8.9,5.3
89,72,"RHQ",36,"Florence, SC",792,2,"117",1.13,0.57,50.2,"198",7.3,5,6.1,83.6,26.6,78.2,8.9,5.1
89,72,"RHQ",36,"Florence, SC",793,1,"119",1.18,0.59,49.8,"209",8.5,5,6.3,85.9,26.9,77.6,9.6,5.4
89,72,"RHQ",36,"Florence, SC",793,2,"127",1.17,0.6,51.1,"210",9,4.9,6.9,86.1,27.3,77.7,9.4,5.2
89,72,"RHQ",36,"Florence, SC",794,1,"112",1.14,0.57,50,"177",8.5,5.2,6.9,86.2,26.6,78.6,9.4,5.3
89,72,"RHQ",36,"Florence, SC",794,2,"118",1.15,0.58,50.7,"195",8,5,7.2,86.8,26.4,78.4,8.9,5
89,72,"RHQ",36,"Florence, SC",795,1,"116",1.14,0.57,49.8,"207",9,4.9,6.4,85.6,27.9,79.3,8.9,4.8
89,72,"RHQ",36,"Florence, SC",795,2,"115",1.15,0.58,50.7,"195",9,4.7,6.6,84.1,26.1,79.3,8.9,5.1
89,72,"RHQ",36,"Florence, SC",796,1,"141",1.18,0.61,51.5,"232",8.5,4.9,6.9,85.1,30.4,78,9.3,5.1
89,72,"RHQ",36,"Florence, SC",796,2,"133",1.14,0.58,51.1,"220",8,4.7,6.4,85.6,28.9,77.5,9.7,5.1
89,72,"RHQ",36,"Florence, SC",797,1,"129",1.15,0.61,53.3,"205",7.8,4.8,6.1,83.9,26.4,77,9.3,5.1
89,72,"RHQ",36,"Florence, SC",797,2,"121",1.13,0.58,51.6,"202",7.3,4.5,6.2,86.1,27.5,80.7,8.9,4.8
89,72,"RHQ",36,"Florence, SC",798,1,"127",1.17,0.6,51.1,"213",8.3,4.5,6.4,85.4,27.6,77.7,9.1,4.3
89,72,"RHQ",36,"Florence, SC",798,2,"130",1.15,0.58,50.3,"208",8.5,4.6,6.3,84.3,29.1,77.1,9.4,4.4
89,72,"RHQ",36,"Florence, SC",799,1,"121",1.17,0.6,51.1,"205",8.5,4.7,6.5,87.4,28.6,79.3,9.2,4.5
89,72,"RHQ",36,"Florence, SC",799,2,"120",1.16,0.58,49.8,"206",7,4.7,6.4,86,27.4,78.4,9.3,4.5
89,72,"RHQ",36,"Florence, SC",800,1,"110",1.1,0.55,49.8,"192",8.3,4.9,6.5,82.8,27.1,77.5,9.5,4.9
89,72,"RHQ",36,"Florence, SC",800,2,"108",1.14,0.58,50.5,"180",8,4.7,6.8,82.8,26.1,75.9,0,4.6
89,72,"RHQ",87,"Belle Mina, AL",245,1,"140",1.16,0.57,49.4,"229",10.5,4.1,7,86.4,29.7,79.9,9.2,3.9
89,72,"RHQ",87,"Belle Mina, AL",245,2,"133",1.16,0.57,49.4,"223",10.3,3.3,6.7,84.2,28.9,72.3,9,3.4
89,72,"RHQ",87,"Belle Mina, AL",266,1,"136",1.21,0.59,48.4,"215",8.5,4.2,6,86.6,29.4,80.4,8.3,4.3
89,72,"RHQ",87,"Belle Mina, AL",266,2,"113",1.12,0.53,47.1,"207",8.8,3.7,6.5,84.2,29.2,72.5,9.1,3.7
89,72,"RHQ",87,"Belle Mina, AL",477,1,".",NA,NA,NA,".",NA,NA,NA,NA,NA,NA,NA,NA
89,72,"RHQ",87,"Belle Mina, AL",477,2,".",NA,NA,NA,".",NA,NA,NA,NA,NA,NA,NA,NA
89,72,"RHQ",87,"Belle Mina, AL",689,1,"118",1.15,0.56,48.9,"186",10,4,6.7,84.8,24.7,81.1,8.5,4.3
89,72,"RHQ",87,"Belle Mina, AL",689,2,"116",1.14,0.56,49.4,"178",9.8,4.2,6.6,83.8,24.3,74.3,7.6,4.2
89,72,"RHQ",87,"Belle Mina, AL",714,1,"139",1.16,0.57,49,"221",8.3,3.9,6.5,86.7,30.8,77.8,8.7,3.7
89,72,"RHQ",87,"Belle Mina, AL",714,2,"127",1.16,0.58,50,"213",8.8,3.7,6.4,84.3,29.1,73.6,8.6,3.9
89,72,"RHQ",87,"Belle Mina, AL",748,1,"134",1.15,0.55,48,"217",7.5,4.2,6.4,84.8,27.3,79.8,8.9,4.2
89,72,"RHQ",87,"Belle Mina, AL",748,2,"119",1.15,0.56,48.5,"211",8.3,3.9,6.4,83.9,28.7,71.8,7.6,3.9
89,72,"RHQ",87,"Belle Mina, AL",784,1,"144",1.14,0.56,48.9,"195",8,3.9,5.9,83.7,28.7,80.5,8.7,3.6
89,72,"RHQ",87,"Belle Mina, AL",784,2,"136",1.14,0.53,46.3,"192",8,3.6,6.3,83.8,27.7,73.2,7.9,3.7
89,72,"RHQ",87,"Belle Mina, AL",785,1,"132",1.18,0.56,47.5,"202",8.3,4.4,6.2,84.4,26.6,75.8,8.5,4.4
89,72,"RHQ",87,"Belle Mina, AL",785,2,"132",1.18,0.56,47.1,"197",8.5,3.5,6.7,82.3,26.3,74.3,7.8,3.7
89,72,"RHQ",87,"Belle Mina, AL",789,1,"144",1.12,0.54,48.2,"208",7.8,5.1,6.2,85.8,30.2,80.6,8.1,4.3
89,72,"RHQ",87,"Belle Mina, AL",789,2,"142",1.13,0.54,47.6,"221",8.3,3.9,6.6,81.9,33.8,77.3,8,3.5
89,72,"RHQ",87,"Belle Mina, AL",790,1,"132",1.14,0.58,51.1,"202",7.8,4.2,6.3,85.4,28.6,78.4,7.9,4.3
89,72,"RHQ",87,"Belle Mina, AL",790,2,"127",1.13,0.57,50,"194",7.8,3.7,6.3,85.1,28.8,72.1,7.5,4
89,72,"RHQ",87,"Belle Mina, AL",791,1,"151",1.15,0.58,50.5,"227",8,3.9,6.3,82.9,30.1,78.1,8.6,3.9
89,72,"RHQ",87,"Belle Mina, AL",791,2,"150",1.15,0.56,48.5,"224",9.3,3.9,6.4,85.4,30.4,73,8.1,3.7
89,72,"RHQ",87,"Belle Mina, AL",792,1,"142",1.11,0.54,48.4,"222",7.8,4,6.3,86.1,31.4,81.2,8.2,3.8
89,72,"RHQ",87,"Belle Mina, AL",792,2,"141",1.13,0.55,48.9,"216",8,3.6,6.2,83.5,29.9,71.5,7.4,3.7
89,72,"RHQ",87,"Belle Mina, AL",793,1,"140",1.14,0.56,48.7,"207",9.3,3.9,6.6,84.7,30.4,78.5,8.5,3.8
89,72,"RHQ",87,"Belle Mina, AL",793,2,"137",1.14,0.55,48,"214",9.5,3.9,6.3,85.7,30.2,72.5,8.3,3.8
89,72,"RHQ",87,"Belle Mina, AL",794,1,"138",1.15,0.56,48.3,"211",8.5,4.1,6.5,86.8,29.2,80.4,8.9,3.9
89,72,"RHQ",87,"Belle Mina, AL",794,2,"123",1.15,0.54,47.2,"221",9.5,4.1,6.5,86.7,31.5,71,7.7,3.5
89,72,"RHQ",87,"Belle Mina, AL",795,1,"128",1.13,0.56,49.4,"221",9.5,3.5,7.1,84.3,30.1,80.9,8.1,3.7
89,72,"RHQ",87,"Belle Mina, AL",795,2,"109",1.12,0.54,47.8,"205",9.3,3.5,7,83.7,28.8,71.1,8.2,3.9
89,72,"RHQ",87,"Belle Mina, AL",796,1,"157",1.16,0.57,49.2,"254",9.3,4.1,6.5,86.3,33.6,78.3,9.2,4.1
89,72,"RHQ",87,"Belle Mina, AL",796,2,"149",1.16,0.55,47.2,"251",9.3,3.6,6.4,84.1,32.7,74.8,7.9,3.6
89,72,"RHQ",87,"Belle Mina, AL",797,1,"144",1.13,0.57,50.4,"223",8,3.8,6,85,29.1,79.4,8.6,4.3
89,72,"RHQ",87,"Belle Mina, AL",797,2,"135",1.14,0.56,48.9,"222",8.5,4,6.1,85.2,31.8,72.8,7.8,3.5
89,72,"RHQ",87,"Belle Mina, AL",798,1,"160",1.19,0.6,50.2,"228",9.5,3.8,6.4,86.9,33.1,78.8,8.6,3.7
89,72,"RHQ",87,"Belle Mina, AL",798,2,"146",1.19,0.59,49.4,"218",9.8,3.8,6.4,86.5,32.8,71.8,8.1,3.7
89,72,"RHQ",87,"Belle Mina, AL",799,1,"135",1.14,0.57,49.6,"203",9,3.9,6.4,86.6,30.5,75.9,8.2,3.9
89,72,"RHQ",87,"Belle Mina, AL",799,2,"127",1.15,0.59,50.9,"215",8.8,4,6.8,87,30.5,71.9,8.6,3.8
89,72,"RHQ",87,"Belle Mina, AL",800,1,"119",1.09,0.54,49.3,"211",8.8,3.8,7.2,84.4,29.4,78.4,8.9,4
89,72,"RHQ",87,"Belle Mina, AL",800,2,"121",1.08,0.53,49.3,"206",8.5,3.8,6.5,82.6,28.4,72.9,8,3.7
89,80,"San Joaquin",1,"Shafter, CA",380,1,"123",1.13,0.54,48,"208",7.3,4.6,6,83.7,28.9,77.3,8.7,4.6
89,80,"San Joaquin",1,"Shafter, CA",380,2,"124",1.12,0.57,50.7,"230",6.3,4.8,5.5,83,25.9,77.5,9,4.9
89,80,"San Joaquin",1,"Shafter, CA",477,1,"130",1.19,0.6,50,"244",7.3,4.4,6,84.6,29.7,76.4,8,4.3
89,80,"San Joaquin",1,"Shafter, CA",477,2,"136",1.15,0.58,50,"251",7.3,4.5,6,82.2,28.7,76.7,8.4,4.4
89,80,"San Joaquin",1,"Shafter, CA",635,1,"112",1.02,0.5,48.6,"196",7,5,6.1,82.4,24.4,78.5,8.2,5.2
89,80,"San Joaquin",1,"Shafter, CA",635,2,"110",1.05,0.5,47.9,"201",7,4.9,6.1,82.6,24.1,78.4,8.2,5
89,80,"San Joaquin",1,"Shafter, CA",689,1,"101",1.09,0.53,48.4,"184",8.3,4.8,6.3,81.9,22.1,78.8,8.3,5
89,80,"San Joaquin",1,"Shafter, CA",689,2,"100",1.07,0.51,47.2,"175",8,4.9,6.3,82.3,22.3,79.3,8.9,5
89,80,"San Joaquin",1,"Shafter, CA",748,1,"113",1.14,0.55,47.8,"196",7.3,4.2,6.1,82.4,25.6,77.6,8.8,4.1
89,80,"San Joaquin",1,"Shafter, CA",748,2,"114",1.11,0.53,47.5,"188",7.3,4.7,5.8,83.1,24.2,76.9,8.9,4.7
89,80,"San Joaquin",1,"Shafter, CA",749,1,"138",1.14,0.54,47.4,"242",7,4.6,6.1,83.7,28.4,79.4,8.3,4.9
89,80,"San Joaquin",1,"Shafter, CA",749,2,"143",1.12,0.55,48.9,"237",6.8,4.8,6.2,82.7,30,78,8.7,4.8
89,80,"San Joaquin",1,"Shafter, CA",756,1,"151",1.17,0.61,52.1,"282",7,4.5,6.2,83.8,31.4,78.3,8.5,4.5
89,80,"San Joaquin",1,"Shafter, CA",756,2,"152",1.13,0.58,50.9,"271",7.8,4.4,6.3,84.7,34.8,74.4,8.4,4.3
89,80,"San Joaquin",1,"Shafter, CA",764,1,"137",1.13,0.54,47.8,"235",7.3,4.6,6.1,82.1,29.4,80.3,8.5,4.8
89,80,"San Joaquin",1,"Shafter, CA",764,2,"136",1.12,0.54,48.4,"253",6.8,4.8,5.9,82.5,27.5,79.6,8.4,4.8
89,80,"San Joaquin",1,"Shafter, CA",772,1,"138",1.15,0.57,49.8,"230",7.8,4.5,5.6,83.1,29.2,78.5,8.4,4.3
89,80,"San Joaquin",1,"Shafter, CA",772,2,"136",1.13,0.56,49.4,"234",7.3,4.4,6,83.7,31.7,78.3,8.6,4.3
89,80,"San Joaquin",1,"Shafter, CA",773,1,"143",1.17,0.58,49.8,"238",8.5,4.5,6.7,84.1,29.6,80.5,8.3,4.5
89,80,"San Joaquin",1,"Shafter, CA",773,2,"134",1.13,0.56,49.4,"258",8.5,4.5,6.2,82.7,29.5,78.5,8.5,4.5
89,80,"San Joaquin",1,"Shafter, CA",775,1,"135",1.13,0.57,50.7,"247",7.3,4.6,6.1,82.5,29.5,78.6,8.5,4.8
89,80,"San Joaquin",1,"Shafter, CA",775,2,"144",1.11,0.52,46.4,"241",7,4.6,5.9,81.8,31.8,78,8.4,4.4
89,80,"San Joaquin",1,"Shafter, CA",776,1,"139",1.18,0.58,49.2,"250",6.8,4.3,6,83.2,29.5,78.2,8.7,4.2
89,80,"San Joaquin",1,"Shafter, CA",776,2,"142",1.16,0.57,49.4,"252",7,4.4,5.8,84.2,30.8,77.4,8.5,4.2
89,80,"San Joaquin",1,"Shafter, CA",806,1,"129",1.15,0.58,50,"229",7.3,4.9,5.9,82.9,27.7,78,8.4,5
89,80,"San Joaquin",1,"Shafter, CA",806,2,"134",1.13,0.55,48.5,"245",7.5,4.7,6.1,82,27.5,78.6,8.8,4.8
89,80,"San Joaquin",1,"Shafter, CA",807,1,"134",1.13,0.55,48.7,"241",7.8,4.6,6,84.6,28.8,80.1,8.8,4.7
89,80,"San Joaquin",1,"Shafter, CA",807,2,"132",1.13,0.58,50.9,"259",7,4.7,6.2,84,29.3,77.8,8.6,4.9
89,80,"San Joaquin",1,"Shafter, CA",808,1,"139",1.13,0.55,48.9,"233",6.8,5,6.1,84.1,27.4,79,8.6,4.9
89,80,"San Joaquin",1,"Shafter, CA",808,2,"142",1.14,0.57,50,"243",7.3,4.8,6,83.3,29.4,78.7,8.6,4.8
89,80,"San Joaquin",1,"Shafter, CA",809,1,"151",1.14,0.57,49.8,"244",7,4.4,6.1,84.6,31.6,79.2,8.6,4.5
89,80,"San Joaquin",1,"Shafter, CA",809,2,"144",1.14,0.58,50.9,"269",7,4.5,6.1,83.7,30.6,78.8,8.7,4.5
89,80,"San Joaquin",1,"Shafter, CA",810,1,"148",1.15,0.58,50.2,"265",7.5,4.6,6.3,83.6,33.9,79.1,8.3,4.6
89,80,"San Joaquin",1,"Shafter, CA",810,2,"143",1.14,0.55,48.5,"269",7.5,4.5,6.3,83.9,34.1,77.7,8,4.7
89,80,"San Joaquin",1,"Shafter, CA",811,1,"132",1.17,0.58,49.6,"233",7.5,4.3,6.2,84.1,31.3,78.3,8.5,4.4
89,80,"San Joaquin",1,"Shafter, CA",811,2,"141",1.19,0.6,50.7,"235",7.3,4.4,6.2,83.4,28.5,80.6,8.4,4.5
89,80,"San Joaquin",132,"W Side Field Station, CA",380,1,"133",1.12,0.53,47.5,"235",6.3,4.5,5.4,83.7,26.6,78.2,8.5,4.5
89,80,"San Joaquin",132,"W Side Field Station, CA",380,2,"127",1.14,0.57,49.6,"230",6,4.6,5.7,81.3,28,78.9,8.4,4.5
89,80,"San Joaquin",132,"W Side Field Station, CA",477,1,"142",1.19,0.58,48.4,"245",6.3,3.7,5.7,83.4,29.2,79.3,7.5,3.8
89,80,"San Joaquin",132,"W Side Field Station, CA",477,2,"149",1.22,0.61,49.6,"252",6.5,4.3,5.4,84.1,29.4,79.5,7.5,4.1
89,80,"San Joaquin",132,"W Side Field Station, CA",635,1,"115",0.98,0.49,50,"202",7,4.8,5.7,82,22.9,78.7,7.8,5
89,80,"San Joaquin",132,"W Side Field Station, CA",635,2,"121",1,0.5,50,"217",6.5,4.6,5.6,80.1,23.5,78.8,7.9,4.5
89,80,"San Joaquin",132,"W Side Field Station, CA",689,1,"108",1.13,0.53,47.1,"211",7,4.5,6.3,81.6,23.6,80.5,7.6,4.3
89,80,"San Joaquin",132,"W Side Field Station, CA",689,2,"105",1.09,0.5,46.1,"183",7.5,4.5,6.1,81.1,23,80.8,7.8,4.5
89,80,"San Joaquin",132,"W Side Field Station, CA",748,1,"120",1.11,0.54,48.2,"201",6,4.9,5.5,82.1,23,78.2,8,5
89,80,"San Joaquin",132,"W Side Field Station, CA",748,2,"116",1.16,0.55,47.6,"200",7.8,4.4,6.2,83.1,24.1,79,8,4.4
89,80,"San Joaquin",132,"W Side Field Station, CA",749,1,"146",1.14,0.57,49.6,"248",6.3,4.8,6.2,84,30.2,80.2,8.2,4.7
89,80,"San Joaquin",132,"W Side Field Station, CA",749,2,"141",1.14,0.57,49.8,"237",6.3,4.6,6,83.5,29.1,79,8.2,4.8
89,80,"San Joaquin",132,"W Side Field Station, CA",756,1,"158",1.18,0.6,50.5,"270",7,3.9,6.1,84.4,33.2,79.3,8.1,3.9
89,80,"San Joaquin",132,"W Side Field Station, CA",756,2,"149",1.19,0.61,51.1,"273",6.5,4.1,6.1,84.1,33.3,78.5,7.8,4
89,80,"San Joaquin",132,"W Side Field Station, CA",764,1,"136",1.14,0.56,48.7,"239",7,4.6,6.1,82.5,30.4,78.8,8.2,4.6
89,80,"San Joaquin",132,"W Side Field Station, CA",764,2,"139",1.15,0.57,49.4,"238",7.5,4.5,6,83.6,30.8,80.1,8.3,4.3
89,80,"San Joaquin",132,"W Side Field Station, CA",772,1,"140",1.17,0.59,50,"232",7,4.2,5.7,83.1,30,80.5,8.3,4
