"yr","regcode","reg","loccode","loc","vcode","rep","yt","x25sl","x50sl","ui","t1","e1","mic","elg_star","ui_spin","str_spin","rd_spin","b_spin","mic_spin"
89,40,"DEL",25,"Stoneville, MS",575,1,"128",1.11,0.56,50,"194",6.5,4.9,6.3,86.2,23.3,80.9,8.3,4.8
89,40,"DEL",25,"Stoneville, MS",575,2,"128",1.15,0.6,52,"203",6.3,4.8,6.2,85.3,25.2,80.7,8.9,4.9
89,40,"DEL",25,"Stoneville, MS",611,1,"128",1.18,0.63,53.6,"205",8,4.3,6.2,86.1,25.5,80.1,8.7,4.4
89,40,"DEL",25,"Stoneville, MS",611,2,"132",1.19,0.64,53.8,"204",8,4.6,6.5,85.3,26.9,79.3,9,4.5
89,40,"DEL",25,"Stoneville, MS",635,1,"121",1.14,0.64,56.4,"206",7.5,4,5.9,84.9,25.2,77.7,7.7,4.3
89,40,"DEL",25,"Stoneville, MS",635,2,"128",1.11,0.6,53.6,"211",7,4.2,6.4,85.7,27.4,80.6,8.8,4.3
89,40,"DEL",25,"Stoneville, MS",649,1,"146",1.15,0.57,49.8,"240",8.3,4.2,6.3,84.6,30.6,79.4,8.6,3.9
89,40,"DEL",25,"Stoneville, MS",649,2,"150",1.2,0.63,52.3,"247",7.3,4.3,6.2,85.9,30,80,9.1,4.2
89,40,"DEL",25,"Stoneville, MS",685,1,"138",1.17,0.62,53.2,"214",8.8,4.6,6.6,86.5,28.6,77.9,8.8,4.2
89,40,"DEL",25,"Stoneville, MS",685,2,"133",1.21,0.64,53.1,"215",8.3,4.3,6.4,87.7,30.2,79.2,9.2,4.4
89,40,"DEL",25,"Stoneville, MS",689,1,"125",1.18,0.63,53,"188",8.8,4.2,6.3,86.1,22.9,80.9,7.9,4.3
89,40,"DEL",25,"Stoneville, MS",689,2,"137",1.18,0.62,52.1,"203",8.8,4.4,6.2,87.3,24.7,81.8,8.9,4.4
89,40,"DEL",25,"Stoneville, MS",697,1,"120",1.14,0.59,52,"197",8,4.6,6.5,85.5,24.2,78.5,8.6,4.8
89,40,"DEL",25,"Stoneville, MS",697,2,"121",1.14,0.6,52.7,"198",8.8,4.6,6,85.7,24.1,79.2,9.3,4.8
89,40,"DEL",25,"Stoneville, MS",748,1,"130",1.16,0.61,52.6,"207",6.5,4.5,6.4,85.2,25.6,79.5,8.4,4.5
89,40,"DEL",25,"Stoneville, MS",748,2,"138",1.18,0.62,52.8,"222",7.3,4.5,6.2,86.8,28.4,79,8.8,4.2
89,40,"DEL",25,"Stoneville, MS",750,1,"136",1.17,0.64,54.3,"208",9.5,4.6,6.6,86.3,28.4,78.2,9.2,4.8
89,40,"DEL",25,"Stoneville, MS",750,2,"138",1.21,0.63,51.9,"222",9.5,4.6,6.5,89.6,26.1,77.8,9.4,4.6
89,40,"DEL",27,"Clarkedale, LA",473,1,"105",1.14,0.57,50.3,"187",8.8,3.8,6.6,83.2,22.2,77.7,8.8,3.9
89,40,"DEL",27,"Clarkedale, LA",473,2,"109",1.13,0.55,48.5,"186",8.3,4.3,6.6,83.3,22.8,74,8.8,4.4
89,40,"DEL",27,"Clarkedale, LA",477,1,"140",1.21,0.58,48.2,"236",6.5,3.4,5.6,86.5,32.6,77.4,7.7,3.3
89,40,"DEL",27,"Clarkedale, LA",477,2,"135",1.2,0.61,50.7,"229",6.3,3.4,5.4,82.3,28.1,73.9,8.7,3.5
89,40,"DEL",27,"Clarkedale, LA",570,1,"126",1.26,0.63,49.8,"202",6.3,3.7,5.5,83.4,24.1,76.3,8.9,4
89,40,"DEL",27,"Clarkedale, LA",570,2,"116",1.21,0.58,47.5,"186",7.3,4.2,5.4,84.6,24,73.3,8.9,4.2
89,40,"DEL",27,"Clarkedale, LA",575,1,"114",1.14,0.57,49.8,"199",6.5,4.4,5.8,84,24.1,75.7,9.1,4.4
89,40,"DEL",27,"Clarkedale, LA",575,2,"115",1.15,0.58,50,"192",6,4.5,5.9,85.5,22.8,74.5,8.8,4.9
89,40,"DEL",27,"Clarkedale, LA",611,1,"125",1.17,0.55,46.8,"188",7.3,3.9,5.8,85,23.7,77,8.4,3.9
89,40,"DEL",27,"Clarkedale, LA",611,2,"121",1.15,0.57,49.1,"202",7.5,4,5.7,84.9,24.3,75,8.7,4.1
89,40,"DEL",27,"Clarkedale, LA",635,1,"109",1.09,0.54,49.6,"190",7,3.8,5.9,82.8,23.9,74.1,7.8,3.6
89,40,"DEL",27,"Clarkedale, LA",635,2,"119",1.09,0.56,50.9,"191",7,4,5.8,83.1,23.8,74.4,8.5,4.3
89,40,"DEL",27,"Clarkedale, LA",649,1,"114",1.17,0.57,48.9,"207",6.8,4.5,6,86,27.9,76.6,9,4.4
89,40,"DEL",27,"Clarkedale, LA",649,2,"130",1.18,0.56,47.5,"218",7,4.1,5.9,83.5,27.2,74.4,8.8,4.3
89,40,"DEL",27,"Clarkedale, LA",685,1,"118",1.19,0.57,47.7,"193",7.8,4.3,6,85.2,23.9,74.2,8.7,4.3
89,40,"DEL",27,"Clarkedale, LA",685,2,"118",1.17,0.56,47.7,"202",7,4.2,6.3,86.7,26.7,70.6,8.7,4.1
89,40,"DEL",27,"Clarkedale, LA",689,1,"116",1.16,0.55,47.2,"194",8.3,4,6.4,84.7,24.7,77,9.1,4.1
89,40,"DEL",27,"Clarkedale, LA",689,2,"111",1.17,0.6,51.1,"187",8,4.4,6.3,84.8,23.2,75.7,8.8,4.5
89,40,"DEL",27,"Clarkedale, LA",697,1,"101",1.14,0.54,47.6,"188",7.8,4.3,6.3,85.4,25.6,75.5,9,4
89,40,"DEL",27,"Clarkedale, LA",697,2,"103",1.14,0.56,48.7,"193",7.3,3.8,5.5,85.4,25.7,74.7,9.3,4
89,40,"DEL",27,"Clarkedale, LA",748,1,"125",1.19,0.58,48.8,"206",6.8,3.8,5.6,84.5,24.4,75.2,8.9,3.9
89,40,"DEL",27,"Clarkedale, LA",748,2,"117",1.21,0.61,50.6,"203",6.5,4.8,6.3,86.5,24.9,72.8,9.3,4.8
89,40,"DEL",27,"Clarkedale, LA",750,1,"131",1.17,0.58,49.8,"202",9,4.1,6.5,84.4,26.1,72.3,9.5,4.1
89,40,"DEL",27,"Clarkedale, LA",750,2,"120",1.16,0.56,48.1,"196",8.8,4.6,6.7,86,27.5,72.3,9.3,4.3
89,40,"DEL",75,"Portageville, MO",473,1,"102",1.1,0.53,48,"188",10,4,6.7,84,25,70.5,8.4,4
89,40,"DEL",75,"Portageville, MO",473,2,"102",1.1,0.53,47.7,"184",10,3.8,6.7,83.8,25,76.3,8.5,3.8
89,40,"DEL",75,"Portageville, MO",477,1,"133",1.2,0.58,47.9,"238",7.8,3.9,6.2,85.2,33.6,71.1,8,3.9
89,40,"DEL",75,"Portageville, MO",477,2,"139",1.19,0.56,47.1,"229",7.8,3.7,6.3,84.7,32.6,73.6,8.1,3.7
89,40,"DEL",75,"Portageville, MO",570,1,"119",1.18,0.57,48.1,"213",7.3,4.1,5.9,84.6,28,71.7,8.8,4.1
89,40,"DEL",75,"Portageville, MO",570,2,"114",1.19,0.56,46.9,"210",7.8,4,6,84.6,28.1,74.2,8.6,3.9
89,40,"DEL",75,"Portageville, MO",575,1,"106",1.13,0.54,47.4,"193",7.3,4.3,5.9,84.1,25,73.9,8.4,4.2
89,40,"DEL",75,"Portageville, MO",575,2,"107",1.13,0.55,48.5,"197",7,4.2,6.4,84.2,24.7,74.3,8.7,4.2
89,40,"DEL",75,"Portageville, MO",611,1,"111",1.15,0.54,47,"199",8.3,4,6.2,84.2,28.4,74.4,8.6,3.8
89,40,"DEL",75,"Portageville, MO",611,2,"109",1.14,0.55,47.8,"203",8,3.9,6,81.7,27.7,74.2,8.5,3.7
89,40,"DEL",75,"Portageville, MO",635,1,"119",1.1,0.52,47.5,"210",8,4.1,6.2,83.2,27.4,73.1,8.4,4.1
89,40,"DEL",75,"Portageville, MO",635,2,"120",1.09,0.54,49.3,"206",7.3,3.5,6.3,82.8,26.4,72.7,8,3.5
89,40,"DEL",75,"Portageville, MO",649,1,"119",1.15,0.56,48.3,"228",8,4.3,6.3,83.7,29.9,75.5,8.9,4.3
89,40,"DEL",75,"Portageville, MO",649,2,"115",1.14,0.55,48,"230",7.5,4.3,6.3,82.5,30.1,76.4,9,4.4
89,40,"DEL",75,"Portageville, MO",685,1,"117",1.16,0.56,48.1,"210",8,4.4,6.5,85.1,29.2,72.4,8.9,4.3
89,40,"DEL",75,"Portageville, MO",685,2,"107",1.15,0.55,47.6,"206",8,3.9,6.2,85.2,28,72.8,8.6,3.8
89,40,"DEL",75,"Portageville, MO",689,1,"111",1.14,0.55,48,"193",9,4,6.2,84.5,24.1,75,8.6,3.9
89,40,"DEL",75,"Portageville, MO",689,2,"111",1.13,0.54,47.4,"194",9.3,4,6.5,82.6,24.6,75.5,8.2,3.9
89,40,"DEL",75,"Portageville, MO",697,1,"106",1.13,0.54,47.4,"190",9,4.3,6.3,83.5,26.1,73.4,8.8,4.3
89,40,"DEL",75,"Portageville, MO",697,2,"100",1.13,0.54,47.8,"182",8.8,4.3,6.3,83,26.3,72.8,8.5,4.1
89,40,"DEL",75,"Portageville, MO",748,1,"122",1.18,0.56,47.3,"215",7.8,4.2,6.2,85,26.5,68.7,8.5,4.4
89,40,"DEL",75,"Portageville, MO",748,2,"114",1.18,0.57,47.9,"203",7.5,4.2,6.2,85.4,26.5,74,8.7,4.3
89,40,"DEL",75,"Portageville, MO",750,1,"113",1.14,0.56,48.9,"203",9.3,4.5,6.6,84.6,26.2,72,9,4.6
89,40,"DEL",75,"Portageville, MO",750,2,"115",1.13,0.55,48.7,"203",9.5,4.2,6.5,84.7,26.1,72.6,9,4.3
89,52,"WES",7,"University Park, NM",450,1,"117",1.13,0.59,52.3,"186",8,4.5,6.6,88.4,30.8,83.3,8.9,4.3
89,52,"WES",7,"University Park, NM",450,2,"118",1.14,0.58,50.5,"179",7.8,4.5,6.6,85.8,22.5,81.8,8.8,4.7
89,52,"WES",7,"University Park, NM",477,1,"144",1.22,0.6,49.4,"214",8.5,4.2,6.7,86.3,29.8,83.8,8.3,4
89,52,"WES",7,"University Park, NM",477,2,"149",1.23,0.63,51.2,"229",8,4,6.6,85.8,27.6,84,8.7,4.3
89,52,"WES",7,"University Park, NM",635,1,"113",1.11,0.55,49.3,"187",8,4.2,7.1,83.5,24.8,82.8,8.8,4.4
89,52,"WES",7,"University Park, NM",635,2,"126",1.09,0.53,48.2,"197",7.8,4.3,6.7,83.2,26.6,83.8,8.6,4.2
89,52,"WES",7,"University Park, NM",649,1,"131",1.18,0.58,48.8,"205",8,4.2,6.3,85.5,28.8,80.3,8.6,4.5
89,52,"WES",7,"University Park, NM",649,2,"133",1.17,0.59,50.2,"202",9,4.4,6.6,84.2,28.8,82.6,8.8,4.3
89,52,"WES",7,"University Park, NM",689,1,"104",1.21,0.59,48.6,"168",10.5,4.1,6.9,84.9,28.7,82.4,8.9,4.3
89,52,"WES",7,"University Park, NM",689,2,"108",1.16,0.58,50.2,"172",10.8,4.3,7.2,84.8,22.1,83.7,8.4,4.3
89,52,"WES",7,"University Park, NM",730,1,"143",1.2,0.61,50.6,"226",7.8,4.5,6.6,85.5,31,82.6,8.8,4
89,52,"WES",7,"University Park, NM",730,2,"144",1.21,0.61,50,"229",7.8,4.2,6.4,85.6,24.2,81.8,9.1,4.4
89,52,"WES",7,"University Park, NM",731,1,"138",1.2,0.59,49.2,"207",7.8,4.4,6.3,86.1,30.9,82.8,9.1,4.3
89,52,"WES",7,"University Park, NM",731,2,"145",1.22,0.61,50.2,"208",7.5,4.4,6.5,86.7,33.3,82.5,9.2,4.2
89,52,"WES",7,"University Park, NM",741,1,"136",1.18,0.58,49.2,"188",7.5,4.1,6.6,86.9,29.7,83.1,8.7,4.3
89,52,"WES",7,"University Park, NM",741,2,"138",1.19,0.59,49.2,"202",7.3,4.1,6.4,84.8,26.5,83.2,8.5,4.4
89,52,"WES",7,"University Park, NM",748,1,"120",1.19,0.58,48.3,"183",8.3,4.4,6.3,84.2,23.9,83.3,8.8,4.4
89,52,"WES",7,"University Park, NM",748,2,"134",1.18,0.59,49.6,"197",7.8,4.3,6.7,86,27.9,82.3,8.8,4.5
89,52,"WES",7,"University Park, NM",749,1,"142",1.15,0.6,52.2,"224",8.8,4.4,6.4,86.2,27.6,82.6,8.5,4.4
89,52,"WES",7,"University Park, NM",749,2,"151",1.17,0.62,53.2,"220",8,4.3,7,86.7,30.2,82.2,9,4.4
89,52,"WES",7,"University Park, NM",787,1,"142",1.2,0.61,50.4,"216",8.3,4.3,6.7,85.1,28.5,81.9,8.8,4.2
89,52,"WES",7,"University Park, NM",787,2,"145",1.21,0.59,48.6,"216",7.8,4.2,6.2,86,30.1,82.1,9.2,4.2
89,52,"WES",7,"University Park, NM",788,1,"147",1.21,0.63,52.3,"218",9,4.5,7,88.5,30.8,82.2,9.6,4.4
89,52,"WES",7,"University Park, NM",788,2,"144",1.2,0.61,50.7,"225",8.3,4.2,6.6,89,29.1,82.1,9.5,4.3
89,52,"WES",8,"El Paso, TX(irri)",450,1,"110",1.12,0.56,49.6,"158",7.8,4.2,5.9,85.3,21.6,78.6,8.9,4.5
89,52,"WES",8,"El Paso, TX(irri)",450,2,"115",1.16,0.58,50.2,"180",7.5,4.3,5.9,83.9,23.7,79.7,8.6,4.2
89,52,"WES",8,"El Paso, TX(irri)",477,1,"129",1.21,0.62,51.5,"196",7.3,3.8,6.4,86.2,26,80.4,9.1,4
89,52,"WES",8,"El Paso, TX(irri)",477,2,"140",1.22,0.62,50.4,"218",7.3,3.8,6.4,84.7,29,81.4,8.5,3.9
89,52,"WES",8,"El Paso, TX(irri)",635,1,"108",1.07,0.57,52.8,"171",8.5,4.4,6.4,83.1,22.7,79.7,9.2,4.6
89,52,"WES",8,"El Paso, TX(irri)",635,2,"107",1.1,0.58,52.7,"174",8.5,4.7,6.2,84.7,22.5,77.1,8.2,4.8
89,52,"WES",8,"El Paso, TX(irri)",649,1,"118",1.19,0.59,49.6,"197",9.3,4.1,6.5,86.4,25.9,80.8,8.8,4.4
89,52,"WES",8,"El Paso, TX(irri)",649,2,"121",1.16,0.58,50.2,"186",8.8,3.8,6.5,84.7,29.9,79.4,8.9,3.8
89,52,"WES",8,"El Paso, TX(irri)",689,1,"101",1.13,0.55,48.9,"162",9.8,4.3,6.7,84.3,20.2,78.3,8.9,4.5
89,52,"WES",8,"El Paso, TX(irri)",689,2,"103",1.17,0.57,48.3,"165",9.8,4.2,6.5,84.6,21.9,81.6,8.7,4.1
89,52,"WES",8,"El Paso, TX(irri)",730,1,"134",1.25,0.65,52,"217",9,4.1,6.4,85.3,31,80.2,9.1,3.8
89,52,"WES",8,"El Paso, TX(irri)",730,2,"136",1.23,0.62,50.2,"206",8.3,4.2,6.6,87.1,27.5,80.4,9,4.2
89,52,"WES",8,"El Paso, TX(irri)",731,1,"135",1.24,0.62,49.8,"200",7.8,4.4,6.4,86.9,29.8,78.8,9.5,4.2
89,52,"WES",8,"El Paso, TX(irri)",731,2,"143",1.19,0.61,51.3,"212",7.5,4.2,5.9,86,26,80.6,9,4.1
89,52,"WES",8,"El Paso, TX(irri)",741,1,"126",1.19,0.61,50.9,"185",8,4.4,6.9,85.8,28.3,80,8.9,4.2
89,52,"WES",8,"El Paso, TX(irri)",741,2,"125",1.19,0.6,50,"198",8.5,3.5,6.4,85,28.1,81.2,9.3,3.7
89,52,"WES",8,"El Paso, TX(irri)",748,1,"114",1.16,0.58,50.2,"186",7.5,4.6,6.3,84.1,21.3,79,9.2,4.9
89,52,"WES",8,"El Paso, TX(irri)",748,2,"114",1.15,0.58,50,"167",8.3,4.4,6.3,84,25.1,80.6,9.2,4.2
89,52,"WES",8,"El Paso, TX(irri)",749,1,"142",1.14,0.58,50.7,"206",8.8,4,6.8,84.5,30.1,80.9,9.3,3.8
89,52,"WES",8,"El Paso, TX(irri)",749,2,"142",1.13,0.59,52,"207",7.5,4,6.4,84.9,29.3,80.4,9.3,4
89,52,"WES",8,"El Paso, TX(irri)",756,1,"156",1.19,0.62,52.1,"243",7.8,3.7,6.5,87.4,32,81.2,9,4
89,52,"WES",8,"El Paso, TX(irri)",756,2,"154",1.19,0.63,52.8,"249",8.3,3.7,6.7,87.9,33.1,79.8,8.3,3.8
89,52,"WES",8,"El Paso, TX(irri)",787,1,"135",1.22,0.64,52.1,"218",8.5,4,6.7,86.6,29.2,79,9.1,4.1
89,52,"WES",8,"El Paso, TX(irri)",787,2,"133",1.2,0.61,50.9,"208",8.5,4.1,6.4,87.3,27.6,79.7,9.2,4.3
89,52,"WES",8,"El Paso, TX(irri)",788,1,"138",1.23,0.62,50.2,"236",7.5,4.2,6.4,87.1,28.3,78.4,9.2,4.2
89,52,"WES",8,"El Paso, TX(irri)",788,2,"141",1.22,0.63,51.9,"216",8.3,3.8,6.6,88.2,29.1,80.2,9.3,4.1
89,52,"WES",9,"Pecos, TX(irri)",450,1,"106",1.06,0.53,49.6,"174",7.8,3.4,6.5,80.3,24.7,82.2,9,3.4
89,52,"WES",9,"Pecos, TX(irri)",450,2,"117",1.07,0.53,49.1,"184",7.8,3.3,6.4,81,24.9,83.1,8.6,3.3
89,52,"WES",9,"Pecos, TX(irri)",477,1,"134",1.12,0.55,48.7,"213",7.5,3.1,6.4,82.6,30.5,80,8.8,3.1
89,52,"WES",9,"Pecos, TX(irri)",477,2,"145",1.19,0.58,48.6,"217",8,3.4,6.4,81.9,28.9,83.2,8.5,3.4
89,52,"WES",9,"Pecos, TX(irri)",635,1,"112",1,0.52,51.5,"193",7.3,3.6,6.1,80.6,24.4,82.7,8.2,3.6
89,52,"WES",9,"Pecos, TX(irri)",635,2,"108",1.02,0.52,50.5,"187",7.3,3.5,6.2,81.5,24.8,81.6,8.8,3.7
89,52,"WES",9,"Pecos, TX(irri)",649,1,"124",1.07,0.53,49.3,"212",8.5,2.9,6.4,80,27.7,78.8,0,2.9
89,52,"WES",9,"Pecos, TX(irri)",649,2,"127",1.12,0.52,46.4,"215",8,3.1,6.6,80.9,28.8,81.8,9.2,3.2
89,52,"WES",9,"Pecos, TX(irri)",689,1,"108",1.1,0.55,49.5,"171",9.5,3.4,6.5,80.4,23.3,84,8.7,3.2
89,52,"WES",9,"Pecos, TX(irri)",689,2,"108",1.11,0.54,48.6,"169",9.3,3.5,6.3,80.3,24,82.5,8.5,3.3
89,52,"WES",9,"Pecos, TX(irri)",730,1,"133",1.17,0.58,49.8,"215",7.3,3.9,6.2,84.4,29.1,81.6,9.1,3.7
89,52,"WES",9,"Pecos, TX(irri)",730,2,"142",1.17,0.57,48.5,"229",7,3.3,6.3,82.5,31.3,79,9.9,3.2
89,52,"WES",9,"Pecos, TX(irri)",731,1,"137",1.15,0.56,48.3,"217",7,3.1,5.9,81.7,28.5,82.9,8.7,3.2
89,52,"WES",9,"Pecos, TX(irri)",731,2,"134",1.17,0.56,48.1,"222",6,3.5,6,81.7,28.6,82,8.9,3.4
89,52,"WES",9,"Pecos, TX(irri)",741,1,"123",1.08,0.55,50.7,"199",8.8,3.2,6.3,81.1,26.4,80.8,9.9,3.2
89,52,"WES",9,"Pecos, TX(irri)",741,2,"120",1.05,0.5,47.9,"197",8.3,3.2,6.4,81.1,26.7,79,0,3.2
89,52,"WES",9,"Pecos, TX(irri)",748,1,"118",1.1,0.53,47.8,"183",7.8,3.4,6.3,80.2,26.9,79.6,0,3.4
89,52,"WES",9,"Pecos, TX(irri)",748,2,"112",1.13,0.54,47.6,"180",7.5,3.5,6.3,81,24.7,81.4,8.8,3.4
89,52,"WES",9,"Pecos, TX(irri)",749,1,"132",1.13,0.59,52.5,"220",7.8,3.4,6.6,83.3,30,82.4,9.2,3.3
89,52,"WES",9,"Pecos, TX(irri)",749,2,"137",1.09,0.56,51.2,"222",7.8,3.2,6.5,82.8,30.4,80.8,9.9,3.2
89,52,"WES",9,"Pecos, TX(irri)",756,1,"147",1.07,0.55,51.2,"248",7.8,2.8,6.3,81.2,31.9,81.1,9.1,2.8
89,52,"WES",9,"Pecos, TX(irri)",756,2,"150",1.14,0.56,49.4,"259",7.8,3.2,6.6,83.9,31.4,82.5,8.8,3.2
89,52,"WES",9,"Pecos, TX(irri)",787,1,"150",1.2,0.59,49.2,"226",8,3.1,6.2,81.3,30.6,79.6,0,3.1
89,52,"WES",9,"Pecos, TX(irri)",787,2,"147",1.22,0.6,48.8,"222",8,3.3,6.5,82.7,29.8,81.7,9.4,3.3
89,52,"WES",9,"Pecos, TX(irri)",788,1,"120",1.03,0.52,50.3,"195",7.5,3.2,6.2,79.9,25.6,83.5,8.7,3.2
89,52,"WES",9,"Pecos, TX(irri)",788,2,"116",1.03,0.51,49.5,"194",8,3.3,6,81.1,25.4,84.7,8.2,3.2
89,52,"WES",40,"Artesia, NM(irri)",450,1,"148",1.11,0.56,50.5,"219",8.3,3.6,6.6,85.8,31.1,80.6,8.7,3.7
89,52,"WES",40,"Artesia, NM(irri)",450,2,"144",1.13,0.58,51.3,"221",8.5,3.4,6.5,86.3,32.3,82.5,9.2,3.5
89,52,"WES",40,"Artesia, NM(irri)",477,1,"147",1.21,0.6,49.4,"218",8,3.8,6.5,85.5,26.9,78.6,8.2,4.5
89,52,"WES",40,"Artesia, NM(irri)",477,2,"147",1.19,0.59,49.8,"221",8.8,3.7,6.5,87.5,32.5,81.9,8.5,3.5
89,52,"WES",40,"Artesia, NM(irri)",635,1,"106",1.11,0.53,47.3,"176",11.3,4.2,7.7,84.9,22.2,82.2,8.6,4.4
89,52,"WES",40,"Artesia, NM(irri)",635,2,"108",1.13,0.54,47.6,"182",10.8,3.7,7.2,83.3,20.8,82.4,9.1,4.2
89,52,"WES",40,"Artesia, NM(irri)",649,1,"117",1.1,0.54,48.9,"187",8.5,3.5,6.4,83.3,22.2,82.1,9.2,3.9
89,52,"WES",40,"Artesia, NM(irri)",649,2,"115",1.07,0.53,49.3,"189",7.5,4.2,6.3,83.4,23.2,79,9.2,4.1
89,52,"WES",40,"Artesia, NM(irri)",689,1,"116",1.13,0.54,47.4,"188",8.8,4,6.5,85.8,22.3,81.4,9.1,4.2
89,52,"WES",40,"Artesia, NM(irri)",689,2,"113",1.15,0.54,47.2,"186",8.3,4.3,6.3,85.7,22.2,81.5,9.5,4.4
89,52,"WES",40,"Artesia, NM(irri)",730,1,"145",1.19,0.59,49.2,"212",8,4.5,6.2,86.6,26.3,78.5,9.3,4.8
89,52,"WES",40,"Artesia, NM(irri)",730,2,"139",1.19,0.59,49.2,"219",8,4.4,6.3,83.6,27.9,80.4,9.1,4.1
89,52,"WES",40,"Artesia, NM(irri)",731,1,"150",1.17,0.56,47.7,"226",7,4.1,6.5,85.5,30.4,81.2,9.3,4.3
89,52,"WES",40,"Artesia, NM(irri)",731,2,"140",1.18,0.57,48.6,"231",7.8,3.8,6.4,86.6,30.8,80.6,9.7,4.1
89,52,"WES",40,"Artesia, NM(irri)",741,1,"142",1.12,0.53,47.1,"208",8.8,3,6.6,84.1,26.4,82.9,8.7,3.4
89,52,"WES",40,"Artesia, NM(irri)",741,2,"130",1.14,0.53,46.3,"210",9,3.3,6.4,83.7,26.8,82.2,8.7,3.7
89,52,"WES",40,"Artesia, NM(irri)",748,1,"105",1.03,0.52,50.8,"184",8.3,5.1,6.6,83.4,22.6,79.6,9,4.1
89,52,"WES",40,"Artesia, NM(irri)",748,2,"111",1.03,0.52,50,"180",8.5,4.2,6.3,83.1,22,82.1,9.2,4.3
89,52,"WES",40,"Artesia, NM(irri)",749,1,"160",1.19,0.59,49.8,"250",8.8,3.7,6.5,85.4,31.9,81.3,8.9,3.8
89,52,"WES",40,"Artesia, NM(irri)",749,2,"158",1.19,0.61,51.3,"241",8.5,4.1,6.4,86.7,30,81.5,8.9,3.8
89,52,"WES",40,"Artesia, NM(irri)",756,1,"138",1.12,0.56,50.2,"203",10,3.4,6.6,84.2,28.4,83.7,8.5,3.8
89,52,"WES",40,"Artesia, NM(irri)",756,2,"137",1.12,0.53,47.1,"208",9,3.5,6.7,84.3,29.6,82.9,8.6,3.5
89,52,"WES",40,"Artesia, NM(irri)",787,1,"145",1.16,0.58,49.8,"229",8,4.1,6.7,86.9,31,81.3,9.5,4.2
89,52,"WES",40,"Artesia, NM(irri)",787,2,"146",1.17,0.58,49.8,"221",7.5,4.4,6.5,87.4,27,81.8,9.7,4.1
89,52,"WES",40,"Artesia, NM(irri)",788,1,"145",1.2,0.61,50.6,"234",8,4.6,6.5,85.3,27.5,80.4,8.8,4.6
89,52,"WES",40,"Artesia, NM(irri)",788,2,"149",1.19,0.58,48.8,"228",7.8,4.1,6.2,86.3,31.5,79.9,8.8,4.1
89,61,"PIM",44,"Marana, AZ",471,1,"170",1.39,0.68,48.6,"297",7.8,4.2,6.8,87.7,42.4,68.2,2,4.3
89,61,"PIM",44,"Marana, AZ",471,2,"170",1.41,0.7,49.8,"283",7.8,4.1,6.6,88.7,40.7,66.9,2,4
89,61,"PIM",44,"Marana, AZ",615,1,"184",1.4,0.71,50.9,"316",7,4,6.5,85.7,42.8,70.4,1,3.9
89,61,"PIM",44,"Marana, AZ",615,2,"184",1.43,0.73,50.9,"317",7.5,4.3,6.5,88.9,42.8,69.8,1,4.1
89,61,"PIM",44,"Marana, AZ",746,1,"178",1.4,0.69,48.9,"308",7,4,6.4,89,40.2,76,9.6,4.2
89,61,"PIM",44,"Marana, AZ",746,2,"184",1.41,0.69,48.9,"309",7.3,4.3,6.3,89.8,42,78.8,8.7,3.9
89,61,"PIM",44,"Marana, AZ",801,1,"185",1.44,0.68,47.4,"308",7.3,3.4,6.2,89.4,42.9,75.4,0,3.4
89,61,"PIM",44,"Marana, AZ",801,2,"198",1.47,0.71,48.5,"316",8,3.6,6.5,90,46,75.8,9.9,3.6
89,61,"PIM",44,"Marana, AZ",802,1,"192",1.41,0.69,48.6,"336",7.5,3.7,6.4,88.2,45.6,74.2,9.9,3.6
89,61,"PIM",44,"Marana, AZ",802,2,"188",1.41,0.69,49,"326",7.5,3.6,6.5,89.9,43.9,76.7,9.9,3.8
89,61,"PIM",44,"Marana, AZ",803,1,"187",1.4,0.68,48.4,"334",7.8,3.9,6.5,87.7,48.8,70.8,1,3.8
89,61,"PIM",44,"Marana, AZ",803,2,"189",1.41,0.7,49.8,"341",7.5,3.9,6.4,89.1,51.4,70.6,1,3.9
89,61,"PIM",182,"Maricopa, AZ",471,1,"179",1.41,0.7,49.5,"306",6.5,4.3,6.6,88.2,39.8,69.9,2,4.5
89,61,"PIM",182,"Maricopa, AZ",471,2,"183",1.43,0.72,50.6,"303",7.5,4.3,7,89.4,43.8,70.1,2,4.5
89,61,"PIM",182,"Maricopa, AZ",615,1,"200",1.39,0.71,50.9,"311",6.5,4.5,7,90.1,46.3,71.6,1,4.6
89,61,"PIM",182,"Maricopa, AZ",615,2,"185",1.41,0.74,52.5,"330",7.5,4.6,6.8,91.7,49.6,69.4,1,4.6
89,61,"PIM",182,"Maricopa, AZ",746,1,"190",1.39,0.7,50.2,"331",7,4.3,6.6,91.1,44.9,78.6,9.1,4.5
89,61,"PIM",182,"Maricopa, AZ",746,2,"182",1.4,0.71,50.7,"328",7,4.3,6.6,90.2,41.7,79.4,9.3,4.3
89,61,"PIM",182,"Maricopa, AZ",801,1,"188",1.43,0.69,47.9,"332",6.8,3.6,6.4,89.8,39.3,77.9,9.8,3.8
89,61,"PIM",182,"Maricopa, AZ",801,2,"192",1.41,0.69,48.9,"319",6.8,3.7,6.6,90.2,45.3,77.3,0,3.6
89,61,"PIM",182,"Maricopa, AZ",802,1,"203",1.39,0.71,51.1,"343",6.8,4.1,6.9,90.7,43.9,77.8,9.8,4
